Maquina,Rodada,Date,Time,Origem_Arquivo,Relógios núcleo (avg) [MHz],Relógios efetivos núcleo (avg) [MHz],Uso total da CPU [%],Carga do núcleo da GPU [%],CPU Inteira [°C],CPU Inteira [°C].1,Núcleo máximo [°C],Estrangulamento térmico do núcleo (avg) [Yes/Não],Distância do núcleo para TjMAX (avg) [°C],Potência total da CPU [W],IA: Package-Level RAPL/PBM PL1 [Yes/Não],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/Não],Limite de desempenho - Térmico [Yes/Não],Relógio da memória [MHz],Taxa de leituras [MB/s],Taxa de gravações [MB/s],Potência das linhas GPU (avg) [W],GPU Clock [MHz].1,GPU Clock [MHz],Limite térmico da GPU [°C]
Máquina A,4,21.6.2026,18:4:19.918,maqA_rodada_04.CSV,1708.7,148.2,4.8,0.0,45,45,44,Não,57,16.265,Não,Não,Sim,2594.3,0.055,0.03,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:20.911,maqA_rodada_04.CSV,1621.0,44.3,5.1,0.0,45,45,43,Não,58,7.532,Não,Não,Sim,2593.7,0.0,0.012,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:21.907,maqA_rodada_04.CSV,1583.6,47.8,4.5,0.0,45,45,43,Não,58,5.14,Não,Não,Sim,2593.7,0.171,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:22.914,maqA_rodada_04.CSV,1720.8,52.3,5.2,0.0,44,45,43,Não,58,3.772,Não,Não,Sim,2593.7,0.016,0.048,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:23.909,maqA_rodada_04.CSV,1646.0,51.4,4.2,0.0,45,45,43,Não,58,5.116,Não,Não,Sim,2593.7,0.0,0.086,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:24.913,maqA_rodada_04.CSV,3416.6,2377.2,66.5,0.0,59,58,58,Não,43,4.589,Não,Não,Sim,2593.7,0.031,0.072,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:25.922,maqA_rodada_04.CSV,3591.2,3051.6,84.9,0.0,62,61,60,Não,40,27.294,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:26.910,maqA_rodada_04.CSV,3591.2,3051.6,84.9,0.0,62,62,60,Não,40,33.74,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:27.911,maqA_rodada_04.CSV,3528.9,3030.7,84.1,0.0,63,68,64,Não,39,39.686,Não,Não,Sim,2593.7,0.0,0.006,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:28.921,maqA_rodada_04.CSV,3778.3,3046.7,83.9,0.0,68,74,76,Não,35,39.686,Não,Não,Sim,2593.7,0.438,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:29.907,maqA_rodada_04.CSV,2992.7,3236.6,88.0,0.0,74,68,74,Não,38,26.92,Não,Não,Sim,2593.7,0.253,3.79,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:30.921,maqA_rodada_04.CSV,2531.3,74.1,6.1,0.0,46,45,49,Não,56,11.488,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:31.928,maqA_rodada_04.CSV,1496.3,49.8,5.4,0.0,45,45,45,Não,56,3.967,Não,Não,Sim,2593.7,0.0,0.019,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:32.921,maqA_rodada_04.CSV,1496.3,49.8,7.4,0.0,45,45,45,Não,56,5.049,Não,Não,Sim,2593.7,0.0,0.019,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:33.931,maqA_rodada_04.CSV,1695.9,51.3,2.6,0.0,45,45,45,Não,57,4.397,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:34.920,maqA_rodada_04.CSV,1695.9,51.3,2.6,0.0,45,58,45,Não,57,4.397,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:35.945,maqA_rodada_04.CSV,3553.8,1883.6,46.4,0.0,59,65,63,Não,40,22.575,Não,Não,Sim,2593.7,0.0,0.013,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:36.949,maqA_rodada_04.CSV,3541.3,3188.4,86.7,0.0,69,65,66,Não,38,22.575,Não,Não,Sim,2593.7,0.0,0.006,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:37.944,maqA_rodada_04.CSV,1446.5,1715.6,46.3,0.0,46,46,45,Não,56,23.594,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:38.953,maqA_rodada_04.CSV,3080.0,65.6,5.7,0.0,53,50,55,Não,53,23.594,Não,Não,Sim,2593.7,0.065,0.005,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:39.979,maqA_rodada_04.CSV,3042.6,49.7,4.3,0.0,46,45,47,Não,55,4.425,Não,Não,Sim,2593.7,0.0,0.08,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:40.974,maqA_rodada_04.CSV,3055.0,51.3,4.9,0.0,45,45,56,Não,55,5.206,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,100.0,0.0
Máquina A,4,21.6.2026,18:4:41.983,maqA_rodada_04.CSV,3154.8,43.5,3.5,0.0,46,46,49,Não,55,4.135,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:42.993,maqA_rodada_04.CSV,3790.7,1173.9,31.9,0.0,70,72,74,Não,32,4.135,Não,Não,Sim,2593.7,0.0,0.026,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:44.001,maqA_rodada_04.CSV,2880.5,2340.2,61.6,0.0,54,58,55,Não,51,37.067,Não,Não,Sim,2593.7,0.564,0.035,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:45.026,maqA_rodada_04.CSV,3092.4,49.4,4.0,0.0,46,45,51,Não,54,4.38,Não,Não,Sim,2593.7,0.064,0.225,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:46.038,maqA_rodada_04.CSV,2930.3,49.4,4.7,0.0,45,45,47,Não,56,4.819,Não,Não,Sim,2593.7,0.04,0.0,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:47.033,maqA_rodada_04.CSV,3267.0,53.3,4.5,0.0,45,48,48,Não,54,4.786,Não,Não,Sim,2593.7,0.02,0.006,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:48.040,maqA_rodada_04.CSV,3528.9,43.3,3.8,0.0,45,45,58,Não,55,4.273,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:49.058,maqA_rodada_04.CSV,3740.9,1013.0,23.2,0.0,81,81,74,Não,32,4.273,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:50.047,maqA_rodada_04.CSV,3840.6,2839.6,78.1,0.0,82,82,84,Não,27,46.757,Não,Não,Sim,2593.7,3.387,0.061,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:51.048,maqA_rodada_04.CSV,3529.7,2934.3,78.9,0.0,81,81,81,Não,25,46.757,Não,Não,Sim,2594.3,0.817,2.468,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:52.071,maqA_rodada_04.CSV,3254.5,2963.8,84.2,0.0,72,72,74,Não,35,49.459,Não,Não,Sim,2593.7,1.436,1.378,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:53.079,maqA_rodada_04.CSV,3042.6,286.8,15.4,0.0,48,47,52,Não,53,10.673,Não,Não,Sim,2593.7,0.687,306.628,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:54.093,maqA_rodada_04.CSV,2543.8,55.3,8.5,0.0,46,46,45,Não,55,5.314,Não,Não,Sim,2593.7,0.385,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:55.083,maqA_rodada_04.CSV,3553.8,51.1,4.7,0.0,50,46,52,Não,55,4.507,Não,Não,Sim,2593.7,0.004,0.195,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:56.081,maqA_rodada_04.CSV,1833.0,61.6,6.7,0.0,46,48,45,Não,56,5.261,Não,Não,Sim,2593.7,5.076,0.049,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:57.092,maqA_rodada_04.CSV,2606.1,48.8,3.6,0.0,46,46,45,Não,56,5.091,Não,Não,Sim,2593.7,0.101,0.049,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:4:58.115,maqA_rodada_04.CSV,3840.6,968.1,27.8,0.0,87,88,89,Não,21,5.091,Não,Não,Sim,2593.7,37.246,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:4:59.106,maqA_rodada_04.CSV,3067.5,2500.6,71.1,0.0,68,68,68,Sim,44,40.817,Não,Não,Sim,2593.7,0.173,0.038,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:0.108,maqA_rodada_04.CSV,3765.8,2486.5,61.9,0.0,92,92,92,Sim,22,41.026,Não,Não,Sim,2593.7,0.434,0.007,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:1.106,maqA_rodada_04.CSV,3653.6,2546.9,71.2,0.0,66,66,66,Sim,42,44.219,Não,Não,Sim,2593.7,0.074,0.089,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:2.114,maqA_rodada_04.CSV,3341.8,493.4,9.6,0.0,70,70,72,Não,47,44.219,Não,Não,Sim,2593.7,0.207,0.176,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:3.117,maqA_rodada_04.CSV,3479.0,426.9,11.3,0.0,73,73,72,Não,49,15.824,Não,Não,Sim,2593.7,0.725,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:4.113,maqA_rodada_04.CSV,2992.7,105.0,7.0,0.0,48,49,49,Não,54,11.055,Não,Não,Sim,2593.7,0.013,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:5.124,maqA_rodada_04.CSV,3067.5,55.0,6.7,0.0,48,46,46,Não,55,5.055,Não,Não,Sim,2593.7,0.0,0.074,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:6.117,maqA_rodada_04.CSV,3790.7,556.4,4.3,0.0,48,46,81,Não,30,5.969,Não,Não,Sim,2593.7,0.577,0.006,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:7.118,maqA_rodada_04.CSV,3790.7,3971.4,99.6,0.0,86,84,84,Não,22,5.969,Não,Não,Sim,2593.7,0.079,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:8.109,maqA_rodada_04.CSV,3790.7,3544.0,89.0,0.0,86,86,86,Não,21,63.873,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,400.0,0.0
Máquina A,4,21.6.2026,18:5:9.117,maqA_rodada_04.CSV,3790.7,3533.5,88.8,0.0,86,86,86,Não,20,58.568,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:10.108,maqA_rodada_04.CSV,3790.7,3738.4,94.6,0.0,82,83,86,Não,25,65.948,Não,Não,Sim,2593.7,0.499,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:11.108,maqA_rodada_04.CSV,3790.7,3859.3,96.8,0.0,87,87,88,Não,18,62.748,Não,Não,Sim,2593.7,0.295,0.008,5.693,0.0,400.0,0.0
Máquina A,4,21.6.2026,18:5:12.107,maqA_rodada_04.CSV,3790.7,3544.9,87.7,0.0,87,87,88,Não,18,62.748,Não,Não,Sim,2593.7,0.056,0.008,5.693,0.0,400.0,0.0
Máquina A,4,21.6.2026,18:5:13.120,maqA_rodada_04.CSV,1870.4,2443.7,65.6,0.0,52,53,52,Não,50,45.593,Não,Não,Sim,2593.7,1.979,0.025,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:14.117,maqA_rodada_04.CSV,2419.1,115.9,9.7,0.0,50,50,50,Não,51,5.926,Não,Não,Sim,2593.7,0.0,0.088,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:15.112,maqA_rodada_04.CSV,2219.6,84.9,4.5,0.0,50,50,53,Não,51,5.56,Não,Não,Sim,2593.7,0.0,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:16.122,maqA_rodada_04.CSV,3155.5,41.3,4.0,0.0,53,49,53,Não,52,5.56,Não,Não,Sim,2594.3,0.0,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:17.114,maqA_rodada_04.CSV,2007.6,45.4,9.1,0.0,49,49,50,Não,53,4.73,Não,Não,Sim,2593.7,0.003,0.124,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:18.128,maqA_rodada_04.CSV,3815.7,301.3,9.9,0.0,66,66,78,Não,39,12.416,Não,Não,Sim,2593.7,19.595,0.041,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:19.135,maqA_rodada_04.CSV,3080.0,535.1,12.6,0.0,74,74,74,Não,47,21.309,Não,Não,Sim,2593.7,0.11,0.016,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:20.121,maqA_rodada_04.CSV,3117.4,528.1,16.9,0.0,70,70,62,Não,47,17.34,Não,Não,Sim,2593.7,5.357,0.011,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:21.137,maqA_rodada_04.CSV,2469.0,519.5,19.6,0.0,64,64,60,Não,49,20.164,Não,Não,Sim,2593.7,2.431,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:22.167,maqA_rodada_04.CSV,3528.9,526.0,13.6,0.0,74,69,74,Não,47,19.322,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:23.160,maqA_rodada_04.CSV,1521.3,56.7,4.0,0.0,48,48,46,Não,55,5.326,Não,Não,Sim,2593.7,0.0,0.021,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:24.168,maqA_rodada_04.CSV,2593.7,69.1,7.6,0.0,46,46,52,Não,54,5.492,Não,Não,Sim,2593.7,0.336,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:25.167,maqA_rodada_04.CSV,1396.6,49.4,6.6,0.0,47,47,46,Não,55,4.948,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,99.8,0.0
Máquina A,4,21.6.2026,18:5:26.164,maqA_rodada_04.CSV,1583.6,70.3,3.5,0.0,46,46,47,Não,54,5.229,Não,Não,Sim,2593.7,0.0,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:27.162,maqA_rodada_04.CSV,2730.8,69.1,10.8,0.0,48,46,50,Não,55,5.229,Não,Não,Sim,2593.7,0.601,0.006,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:28.171,maqA_rodada_04.CSV,3840.6,3191.0,79.8,0.0,89,91,92,Sim,21,6.028,Não,Não,Sim,2593.7,10.431,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:29.164,maqA_rodada_04.CSV,1957.7,2164.0,53.6,0.0,49,49,48,Sim,54,41.645,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:30.165,maqA_rodada_04.CSV,1558.7,59.4,7.1,0.0,48,48,46,Não,54,5.26,Não,Não,Sim,2593.7,0.205,0.461,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:31.163,maqA_rodada_04.CSV,1596.1,63.6,2.8,0.0,46,46,46,Não,55,5.378,Não,Não,Sim,2593.7,0.066,0.014,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:32.167,maqA_rodada_04.CSV,1758.2,64.2,7.2,0.0,48,48,46,Não,55,5.594,Não,Não,Sim,2593.7,3.399,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:33.181,maqA_rodada_04.CSV,1583.6,218.6,15.1,0.0,47,47,48,Não,54,8.965,Não,Não,Sim,2593.7,28.233,0.015,5.693,0.0,300.0,0.0
Máquina A,4,21.6.2026,18:5:34.188,maqA_rodada_04.CSV,3042.6,1702.5,42.9,0.0,82,73,82,Sim,32,22.272,Não,Não,Sim,2593.7,18.174,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:35.192,maqA_rodada_04.CSV,3778.3,3123.7,85.0,0.0,84,84,84,Sim,21,50.12,Não,Não,Sim,2593.7,0.0,0.036,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:36.189,maqA_rodada_04.CSV,3516.4,3221.6,88.0,0.0,89,89,84,Sim,27,56.242,Não,Não,Sim,2593.7,41.466,0.351,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:37.192,maqA_rodada_04.CSV,2530.7,654.5,24.0,0.0,49,49,51,Não,52,25.137,Não,Não,Sim,2593.0,25.138,1.12,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:38.204,maqA_rodada_04.CSV,1882.9,174.9,11.1,0.0,48,49,47,Não,54,9.195,Não,Não,Sim,2593.7,2.738,3.5,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:39.213,maqA_rodada_04.CSV,1770.7,66.5,7.5,0.0,48,48,48,Não,54,5.441,Não,Não,Sim,2593.7,1.556,0.154,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:40.207,maqA_rodada_04.CSV,1434.0,47.7,8.8,0.0,48,48,47,Não,54,4.425,Não,Não,Sim,2593.7,0.027,0.13,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:41.200,maqA_rodada_04.CSV,1334.2,57.1,4.8,0.0,48,48,47,Não,54,5.324,Não,Não,Sim,2593.7,0.341,0.061,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:42.203,maqA_rodada_04.CSV,3778.3,2427.6,64.0,0.0,88,88,88,Sim,19,5.324,Não,Não,Sim,2593.7,10.975,0.001,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:43.215,maqA_rodada_04.CSV,1396.6,1432.4,27.5,0.0,50,50,47,Sim,54,30.443,Não,Não,Sim,2593.7,0.046,0.084,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:44.222,maqA_rodada_04.CSV,1434.0,57.5,10.0,0.0,48,48,47,Não,54,5.291,Não,Não,Sim,2593.7,0.21,0.133,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:45.229,maqA_rodada_04.CSV,3329.4,57.4,5.5,0.0,49,48,49,Não,54,5.283,Não,Não,Sim,2593.7,0.0,0.007,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:46.240,maqA_rodada_04.CSV,1546.2,48.5,3.6,0.0,48,48,46,Não,55,4.441,Não,Não,Sim,2593.7,0.407,0.329,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:47.232,maqA_rodada_04.CSV,2381.7,93.7,7.2,0.0,47,47,48,Não,54,6.243,Não,Não,Sim,2593.7,2.282,0.211,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:48.245,maqA_rodada_04.CSV,3641.1,1436.8,40.5,0.0,67,69,72,Não,33,6.243,Não,Não,Sim,2593.7,5.629,0.079,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:49.237,maqA_rodada_04.CSV,3042.6,994.3,23.8,0.0,50,48,50,Não,54,20.79,Não,Não,Sim,2593.7,0.555,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:50.261,maqA_rodada_04.CSV,1546.2,57.6,8.8,0.0,46,48,46,Não,55,5.084,Não,Não,Sim,2593.7,0.136,0.128,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:51.255,maqA_rodada_04.CSV,1471.4,66.4,3.7,0.0,48,48,46,Não,55,5.535,Não,Não,Sim,2593.7,0.008,0.002,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:52.252,maqA_rodada_04.CSV,1458.9,53.9,6.2,0.0,46,46,45,Não,55,4.6,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:53.259,maqA_rodada_04.CSV,2618.6,63.9,3.1,0.0,46,46,47,Não,54,5.024,Não,Não,Sim,2593.7,0.0,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:54.253,maqA_rodada_04.CSV,3641.1,1561.8,47.0,0.0,69,72,70,Não,33,24.413,Não,Não,Sim,2593.7,0.115,0.008,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:55.258,maqA_rodada_04.CSV,3566.3,2738.9,77.8,0.0,67,70,68,Não,35,36.995,Não,Não,Sim,2593.7,0.064,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:56.269,maqA_rodada_04.CSV,1883.3,2553.0,74.9,0.0,52,56,53,Não,48,32.951,Não,Não,Sim,2594.3,0.048,0.642,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:57.290,maqA_rodada_04.CSV,1184.6,926.2,24.3,0.0,48,48,47,Não,54,15.373,Não,Não,Sim,2593.7,0.0,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:58.283,maqA_rodada_04.CSV,1097.3,53.4,7.1,0.0,48,47,47,Não,55,4.361,Não,Não,Sim,2593.7,0.0,0.006,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:5:59.289,maqA_rodada_04.CSV,1172.1,58.7,3.4,0.0,46,46,47,Não,55,5.257,Não,Não,Sim,2593.7,0.468,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:0.285,maqA_rodada_04.CSV,1097.3,68.9,8.9,0.0,48,48,47,Não,55,5.929,Não,Não,Sim,2593.7,0.0,0.085,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:1.279,maqA_rodada_04.CSV,1209.5,76.0,7.1,0.0,46,46,45,Não,56,4.97,Não,Não,Sim,2593.7,0.506,0.102,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:2.286,maqA_rodada_04.CSV,3753.3,2036.6,54.3,0.0,91,63,89,Sim,19,32.708,Não,Não,Sim,2593.7,5.87,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:3.302,maqA_rodada_04.CSV,1135.0,1753.1,44.5,0.0,48,49,47,Sim,54,29.253,Não,Não,Sim,2594.3,0.683,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:4.316,maqA_rodada_04.CSV,1059.9,67.9,4.9,0.0,48,47,46,Não,55,5.331,Não,Não,Sim,2593.7,0.227,0.173,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:5.323,maqA_rodada_04.CSV,1209.5,59.7,12.7,0.0,48,46,45,Não,55,5.27,Não,Não,Sim,2593.7,0.0,0.024,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:6.332,maqA_rodada_04.CSV,1184.6,52.9,4.6,0.0,48,48,47,Não,54,5.262,Não,Não,Sim,2593.7,0.0,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:7.333,maqA_rodada_04.CSV,2868.0,411.4,12.3,0.0,68,68,68,Não,46,15.546,Não,Não,Sim,2593.7,0.0,0.009,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:8.334,maqA_rodada_04.CSV,3042.6,488.5,12.9,0.0,72,74,73,Não,45,20.049,Não,Não,Sim,2593.7,22.104,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:9.333,maqA_rodada_04.CSV,2656.0,2906.4,81.2,0.0,74,75,73,Não,44,39.716,Não,Não,Sim,2593.7,0.114,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:10.329,maqA_rodada_04.CSV,1396.6,61.6,5.5,0.0,48,48,46,Não,55,7.377,Não,Não,Sim,2593.7,0.212,0.087,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:11.357,maqA_rodada_04.CSV,1134.7,61.5,3.7,0.0,48,48,47,Não,54,5.003,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:12.365,maqA_rodada_04.CSV,1309.3,80.2,5.0,0.0,48,47,46,Não,56,5.617,Não,Não,Sim,2593.7,3.507,0.153,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:13.385,maqA_rodada_04.CSV,1483.9,55.3,8.6,0.0,48,47,46,Não,55,5.194,Não,Não,Sim,2593.7,0.109,0.051,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:14.378,maqA_rodada_04.CSV,1234.5,93.3,9.4,0.0,46,46,46,Não,56,5.357,Não,Não,Sim,2593.7,0.7,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:15.402,maqA_rodada_04.CSV,3553.8,992.0,31.9,0.0,91,92,91,Sim,21,23.157,Não,Não,Sim,2593.7,0.024,0.077,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:16.409,maqA_rodada_04.CSV,1546.2,851.7,17.2,0.0,47,48,47,Sim,55,22.03,Não,Não,Sim,2593.7,0.067,0.002,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:17.419,maqA_rodada_04.CSV,1097.3,61.6,11.0,0.0,48,48,45,Não,56,4.635,Não,Não,Sim,2593.7,0.0,0.005,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:18.413,maqA_rodada_04.CSV,1097.3,63.1,3.5,0.0,46,46,45,Não,56,5.215,Não,Não,Sim,2593.7,0.385,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:19.421,maqA_rodada_04.CSV,1147.2,57.4,4.7,0.0,46,46,45,Não,56,5.356,Não,Não,Sim,2593.7,0.195,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:20.412,maqA_rodada_04.CSV,1184.6,52.6,2.5,0.0,46,46,45,Não,56,4.775,Não,Não,Sim,2593.7,0.004,0.017,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:21.409,maqA_rodada_04.CSV,3753.3,1884.8,49.1,0.0,63,82,86,Sim,24,25.934,Não,Não,Sim,2593.7,0.018,0.003,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:22.416,maqA_rodada_04.CSV,1022.5,1630.8,48.2,0.0,48,48,47,Sim,54,32.896,Não,Não,Sim,2593.7,0.075,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:23.410,maqA_rodada_04.CSV,1371.6,54.5,3.4,0.0,48,48,45,Não,56,4.791,Não,Não,Sim,2593.7,0.0,0.014,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:24.409,maqA_rodada_04.CSV,1334.2,58.7,6.7,0.0,48,46,47,Não,55,5.061,Não,Não,Sim,2593.7,0.0,0.005,5.693,0.0,350.0,0.0
