P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],Total upload [MB],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
60,0.0,42.0,5409,21:38:58.689,25.1,0.0,0.0,5.525,1097.3,10.4,53.4,64,0.001,1.6,54,0.0,0.0,44.0,2705.9,1138.3,39.5,25.9,0.0,52.8,47,50,46,29.4,67,0.0,37,17.996,1060.5,0,0.0,11584,35.0,48,7.1,58.4,0.0,73.0,0.0,4489.0,0.0,52,1.079,0.1,11.5,2.5,54,0.0,0.0,0.0,28.9,0.0,0.4,46.3,35.0,2486,2.6,47,0.0,9111,44.0,4.2,58,11.0,0.0,51.7,0.0,0.0,43.0,40,0.0,0.0,0.0,40.0,0.1,0.0,0.0,0.7,0,0.0,0.0,45,0.0,3.109,14.288,408.4,1097.3,0.0,58,0.0,97.3,537,5.133,0.0,0.0,36,53,100.0,11.0,35.1,95.0,0.0,0.0,1.028,1184.6,41,26.4,0.0,0.0,1.4,4489.0,8.4,36.9,1.7,2.2,64,45,1.3,1.3,41.1,0.209,0.0,46,0.0,1.8,15.9,36.0,11.0,0.0,55,15.625,0.0,45.0,0.0,53,0.0,1.0,37,0.2,45,0.4,4289.5,1.4,70.7,0.0,1.033,0.0,17.406,8.0,1,0.0,55.4,27.1,0.7,1.8,21.6.2026,1.019,50,5,0.0,0.0,628,4.6,68.5,0.0,0.0,0.1,45.0,0.0,0.0,0.0,11.0,1.032,798.0,45,30.1,0.0,99.8,300.0,14.2,0,0.646,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.067,0.9,0.974,1.034,0,11.0,11.0,0.9,15.9,1429.8,1.022,481.9,3990.2,3.9,25.7
67,0.0,42.0,5409,21:38:59.695,12.7,0.0,0.0,5.525,2793.2,10.1,90.0,58,0.005,0.3,50,0.0,0.0,20.2,3067.5,523.4,39.2,28.0,0.0,72.2,52,47,50,15.1,64,0.0,37,17.179,1210.3,0,0.0,11585,56.4,49,0.0,61.2,0.0,87.4,0.0,1396.6,0.0,51,1.05,0.2,9.7,0.2,48,0.2,0.0,0.0,4.0,0.0,0.1,21.5,56.4,2486,5.3,52,0.0,9110,44.0,4.2,75,28.0,0.0,50.7,0.0,0.0,45.0,33,0.0,0.0,0.0,43.0,0.1,0.0,0.6,0.9,0,0.0,2.1,42,0.6,3.178,13.375,402.3,2992.7,0.0,75,0.0,99.6,537,5.008,0.0,0.0,42,48,100.0,30.0,56.7,92.4,0.0,0.0,1.034,526.3,42,12.0,0.0,0.0,0.0,4389.3,0.0,21.1,4.8,0.0,67,45,0.3,0.0,46.9,0.228,0.0,52,0.0,1.9,15.8,36.0,9.9,0.0,58,16.25,0.0,44.0,0.0,48,0.0,0.3,37,0.1,45,0.5,4489.0,0.8,64.1,0.0,1.029,0.0,17.236,8.0,1,0.0,95.5,30.8,0.8,1.0,21.6.2026,1.045,53,5,0.0,0.0,628,7.3,68.5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,9.9,1.047,798.0,45,16.5,1.152,99.9,300.0,11.5,0,0.623,1097.3,0.0,0.0,0.1,3092.4,0.0,0,0.0,1.05,0.7,1.045,1.045,0,31.0,11.0,0.5,15.8,2469.8,1.082,473.4,4289.5,7.2,27.5
41,0.0,42.0,5133,21:39:0.703,0.0,0.0,0.0,5.525,1097.3,5.2,52.4,40,0.006,4.6,56,0.0,0.0,2.4,1483.9,59.2,39.5,9.3,0.0,55.7,43,58,44,15.0,44,0.0,37,6.929,241.1,0,0.0,11898,23.1,43,0.0,68.5,0.6,94.2,0.0,1396.6,0.0,57,0.692,0.0,26.9,8.2,56,0.0,0.0,0.0,89.2,0.0,0.4,11.1,35.7,2762,2.9,43,4.2,8797,42.5,4.2,44,11.0,0.1,48.7,0.0,0.0,23.0,59,0.0,2.1,0.0,14.0,0.2,0.0,0.6,1.2,0,0.0,0.0,42,0.6,2.989,3.416,102.8,1097.3,0.9,43,0.0,91.6,537,2.198,0.0,0.0,60,57,99.0,11.0,22.4,94.8,0.1,0.0,0.688,277.0,42,2.0,0.0,0.0,1.4,2394.1,0.0,41.4,5.5,8.7,44,45,1.6,0.5,10.0,0.148,0.0,44,0.0,7.4,4.3,36.0,8.0,0.0,58,5.0,12.2,24.0,0.0,57,0.0,1.1,37,0.3,44,9.9,2294.4,23.7,82.8,0.0,0.686,2.9,7.917,8.0,1,35.7,20.1,14.9,0.8,3.3,21.6.2026,0.689,42,5,0.0,0.0,628,4.8,65.0,0.0,0.0,0.3,14.0,0.0,0.0,1.0,8.0,0.705,798.0,44,14.7,0.065,99.6,300.0,4.3,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.688,0.6,0.747,0.688,0,11.0,11.0,0.6,4.3,498.4,0.761,109.2,1396.6,5.9,5.8
40,0.0,42.0,5134,21:39:1.701,1.9,0.0,0.0,5.525,2194.6,3.1,69.8,42,0.006,1.4,57,0.0,0.0,0.0,1945.2,0.5,39.5,2.1,0.0,75.3,43,58,43,10.1,44,0.0,37,6.929,29.4,0,11.3,11900,12.5,41,0.0,79.9,0.0,99.8,0.0,3192.2,0.0,59,0.857,0.3,29.7,1.9,57,0.2,0.0,0.0,21.4,0.0,0.2,6.7,17.0,2761,3.9,43,7.1,8794,42.4,4.2,44,22.0,0.0,48.5,0.1,0.0,14.0,60,0.0,2.0,0.0,32.0,2.2,0.0,0.5,0.4,0,0.0,0.0,42,0.5,2.989,3.416,40.3,1097.3,0.1,44,0.0,98.0,537,2.198,0.0,0.0,58,57,99.9,11.0,12.8,93.5,0.1,0.0,0.681,159.1,42,0.0,0.0,0.0,2.4,2294.4,0.0,52.4,4.8,2.5,43,44,0.5,0.3,1.5,0.148,0.0,43,0.0,5.7,1.9,36.0,6.6,0.0,58,1.25,11.8,23.0,11.3,57,0.0,0.4,37,0.1,45,0.5,1396.6,11.2,91.9,0.0,0.681,0.0,3.31,8.0,1,17.0,6.8,19.5,0.5,40.0,21.6.2026,0.804,42,5,0.0,0.0,628,6.1,65.0,0.0,0.0,3.5,32.0,0.0,0.0,20.6,6.6,0.777,798.0,44,10.0,0.045,96.4,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.852,0.8,0.837,0.679,0,11.0,11.0,0.4,1.9,161.1,0.827,39.3,3192.2,6.5,3.9
39,0.0,42.0,5134,21:39:2.712,0.7,0.0,0.0,5.525,1097.3,5.5,140.4,42,0.007,4.4,56,0.4,0.0,0.2,1396.6,5.9,39.5,6.2,0.0,57.5,43,58,44,12.8,44,0.0,37,5.163,99.8,0,0.0,11898,20.5,42,0.0,65.9,0.4,99.5,0.0,1695.9,0.0,58,0.695,2.1,55.7,7.4,56,2.0,0.0,0.107,82.7,0.0,0.5,8.7,20.5,2761,7.6,43,0.0,8797,42.5,4.2,44,11.0,0.0,47.0,0.0,0.0,17.0,61,0.0,0.9,0.0,17.0,1.7,0.0,0.1,0.4,0,0.0,0.0,42,0.4,3.194,1.433,73.7,1097.3,0.6,44,0.0,92.3,537,1.927,0.0,0.0,58,57,99.3,11.0,21.8,86.9,0.0,0.0,0.69,210.5,42,0.3,0.0,0.0,4.6,1695.9,0.0,18.7,3.7,6.1,44,44,1.7,2.4,4.1,0.145,0.0,44,0.0,10.4,3.3,36.0,5.6,0.0,58,1.875,3.1,17.0,0.0,57,0.0,1.2,37,0.3,44,6.5,1695.9,24.0,88.1,0.0,0.691,0.0,5.149,8.0,1,0.4,12.3,14.0,0.5,30.7,21.6.2026,0.688,42,5,0.0,0.0,628,12.6,65.0,0.0,0.0,2.8,17.0,0.0,0.0,0.0,5.6,0.691,798.0,44,14.2,0.073,97.1,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.69,0.6,0.692,0.688,0,11.0,11.0,0.4,3.3,305.7,0.696,66.1,1695.9,11.3,7.8
41,0.0,42.0,5096,21:39:3.710,0.0,0.0,0.0,5.525,1097.3,5.7,181.7,42,0.002,5.2,57,0.2,0.0,0.2,2020.1,4.5,39.5,5.1,0.0,47.3,44,57,43,13.2,44,0.0,37,4.308,98.8,0,42.8,11943,15.8,43,0.0,74.3,3.9,99.3,0.0,4489.0,0.0,57,0.672,5.6,15.4,8.1,57,6.1,0.0,0.353,92.2,0.0,0.1,7.8,42.8,2799,10.3,44,0.2,8751,42.2,4.2,44,11.0,0.0,45.4,0.0,0.0,45.0,59,0.0,14.1,0.0,14.0,2.1,0.0,0.1,0.5,0,0.0,0.0,42,0.4,2.673,1.211,76.2,1097.3,6.3,43,0.6,91.5,537,1.691,0.0,0.0,58,56,93.5,11.0,16.2,81.9,0.0,0.0,0.681,178.5,42,0.3,0.0,0.0,2.4,1396.6,5.0,63.3,6.5,8.7,44,44,0.4,4.0,4.2,0.104,0.0,43,0.0,7.4,3.7,36.0,9.6,0.0,58,2.5,6.3,14.0,0.0,56,0.0,0.3,37,0.1,44,70.5,4489.0,36.6,87.1,0.0,0.686,0.0,4.28,17.0,1,0.0,10.5,20.2,0.5,38.4,21.6.2026,0.951,43,5,0.0,0.0,604,16.4,64.5,0.0,0.0,3.3,45.0,0.0,0.0,6.0,9.6,0.816,1695.9,44,12.7,0.197,96.5,300.0,0.0,0,0.698,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.047,0.6,1.036,0.681,0,11.0,11.0,0.5,3.7,248.0,0.773,64.1,1396.6,17.4,5.8
40,0.1,41.0,5095,21:39:4.704,3.4,0.0,0.0,5.525,1097.3,3.2,64.7,41,0.007,1.4,57,0.0,0.0,0.0,1458.9,0.5,39.5,1.2,0.0,62.7,43,58,43,9.2,44,0.0,37,4.427,12.9,0,6.2,11944,15.5,41,0.0,71.6,0.1,99.8,0.0,2194.6,0.0,59,0.715,0.2,53.5,2.4,57,0.2,0.0,0.0,26.5,0.0,0.5,5.1,22.9,2799,3.3,43,3.7,8751,42.2,4.2,44,11.0,0.0,48.5,0.0,0.0,18.0,60,0.0,1.5,0.1,19.0,2.0,0.0,0.5,0.5,0,0.0,0.0,39,0.5,2.876,1.051,37.0,1097.3,0.3,43,0.0,97.4,537,1.634,0.0,0.0,59,57,99.7,11.0,15.7,93.9,0.1,0.0,0.692,123.2,41,0.0,0.0,0.0,5.1,1396.6,20.1,26.0,0.0,2.7,43,44,1.8,3.5,0.6,0.131,0.0,43,0.0,9.8,1.7,36.0,8.9,0.0,61,2.5,5.7,14.0,11.3,57,0.0,1.3,37,0.3,44,3.2,1795.6,24.8,97.8,0.0,0.692,0.0,4.525,39.0,1,22.9,7.3,14.6,0.5,35.8,21.6.2026,0.693,42,5,0.0,0.0,604,5.8,64.5,0.0,0.0,3.2,22.0,0.0,0.0,1.5,8.9,0.749,3890.5,44,9.1,0.011,96.7,300.0,0.0,0,0.978,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.75,0.6,0.705,0.693,0,11.0,11.0,0.9,1.7,174.6,1.054,35.3,1895.4,5.7,1.5
67,0.0,41.0,5894,21:39:5.707,13.5,0.0,0.0,5.525,1097.3,10.2,111.2,68,0.007,3.5,52,0.2,0.0,22.5,2992.7,584.2,39.5,17.6,0.0,72.7,48,48,48,14.6,72,0.0,37,4.427,720.6,0,0.0,11093,59.5,42,5.3,60.8,0.1,85.7,0.0,4489.0,0.0,58,1.032,0.0,28.4,5.1,52,0.0,0.0,0.071,57.9,0.0,0.0,23.4,59.5,2001,5.9,48,0.0,9602,46.3,4.2,65,11.0,0.0,49.1,0.0,0.0,43.0,33,0.0,0.0,0.0,44.0,0.5,0.0,0.3,0.5,0,0.0,0.0,44,0.5,2.876,1.051,391.8,3092.4,0.0,65,0.0,94.7,537,1.634,0.0,0.0,32,52,99.9,31.0,60.8,90.1,0.0,0.0,1.028,598.9,41,13.9,0.0,0.0,0.4,4389.3,0.0,5.2,1.9,5.3,68,44,0.1,0.0,27.7,0.131,0.0,48,0.0,4.4,15.3,36.0,9.9,0.0,56,20.0,0.0,44.0,0.0,52,0.0,0.1,37,0.0,45,0.4,4289.5,4.7,79.5,0.0,1.013,0.0,13.325,39.0,1,0.0,99.5,30.0,1.1,8.5,21.6.2026,1.033,52,5,0.0,0.0,604,9.5,74.6,0.0,0.0,0.8,45.0,0.0,0.0,0.0,9.9,1.034,3890.5,45,15.1,0.005,99.2,99.8,3.6,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.039,0.5,1.028,1.033,0,11.0,11.0,0.4,15.3,2617.8,1.069,453.3,4389.3,8.9,17.1
61,0.0,41.0,5894,21:39:6.713,23.7,0.0,0.0,5.525,3092.4,10.6,46.8,43,0.002,2.6,54,0.0,0.0,39.0,2755.8,1009.6,39.5,21.2,0.0,44.4,45,52,46,24.8,61,0.0,37,14.301,870.5,0,0.0,11093,50.6,46,4.7,50.9,0.0,75.9,0.0,1396.6,0.0,54,1.024,0.2,27.5,4.1,54,0.2,0.0,0.0,47.3,0.0,0.5,37.4,50.6,2001,3.2,45,0.0,9602,46.3,4.2,61,31.0,0.0,51.4,0.0,0.0,43.0,39,0.0,0.0,0.0,39.0,0.0,0.0,0.2,0.8,0,0.0,0.0,51,0.2,3.118,10.515,418.1,2892.9,0.0,61,0.0,95.8,537,4.221,0.0,0.0,57,55,100.0,29.0,49.5,95.6,0.0,0.0,1.019,963.6,41,23.3,0.0,0.0,0.0,4289.5,0.0,6.1,0.0,3.2,61,44,1.8,0.0,33.8,0.255,0.0,46,0.0,6.3,16.5,42.0,10.7,0.0,49,16.25,0.0,43.0,0.0,55,0.0,1.3,37,0.3,45,0.4,4289.5,23.1,77.2,0.0,1.019,0.0,15.911,37.0,1,0.0,81.8,27.6,0.4,0.4,21.6.2026,1.023,48,5,0.0,0.0,604,3.9,74.6,0.0,0.1,0.0,14.0,0.0,0.0,0.0,10.7,1.021,3691.0,45,24.6,0.124,100.0,350.0,15.0,0,0.946,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.024,0.8,1.008,1.024,0,11.0,11.0,0.5,16.5,2075.8,1.028,492.3,3890.5,3.9,21.8
65,0.0,42.0,5886,21:39:7.718,19.5,0.0,0.0,5.525,1097.3,11.3,31.8,56,0.008,0.4,55,0.0,0.0,32.3,1858.0,832.5,39.5,40.6,0.0,6.7,45,51,45,29.4,63,0.0,37,15.765,1774.1,0,0.0,11103,40.8,48,2.6,43.9,0.0,79.8,0.0,1396.6,0.0,52,1.011,0.1,3.5,0.5,55,0.0,0.0,0.0,6.3,0.0,0.0,44.7,40.8,2009,1.8,45,0.0,9592,46.3,4.2,58,11.0,0.0,52.6,0.0,0.0,44.0,35,0.0,0.0,0.0,14.0,0.8,0.0,0.0,0.5,0,0.0,2.1,45,0.0,3.428,11.658,462.8,2992.7,0.0,58,0.0,99.4,537,4.49,0.0,0.0,44,55,99.9,30.0,41.0,96.9,0.0,0.0,0.994,1149.9,40,19.7,0.0,0.0,2.4,1396.6,14.4,32.9,0.1,1.7,65,44,0.1,0.0,68.7,0.291,0.0,45,0.0,7.6,18.0,42.0,13.8,0.0,55,18.75,0.0,14.0,0.0,55,0.0,0.1,37,0.0,44,0.4,4389.3,57.5,56.2,0.0,0.994,0.0,16.242,38.0,1,14.4,67.3,18.6,0.4,13.5,21.6.2026,0.999,49,5,0.0,0.0,604,2.8,74.5,0.0,0.0,1.2,14.0,0.0,0.0,0.0,13.8,1.005,3790.7,45,29.9,0.003,98.7,350.0,21.3,0,0.966,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.009,0.9,1.009,0.999,0,11.0,11.0,0.6,18.0,1742.4,1.022,551.5,1396.6,2.5,40.5
40,0.0,42.0,5094,21:39:8.732,7.5,0.0,0.0,5.525,1097.3,5.0,23.0,41,0.0,1.8,57,0.0,0.0,14.4,1483.9,372.7,39.5,8.0,0.0,60.4,43,58,43,12.9,45,0.0,37,15.934,268.6,0,0.0,11947,21.8,43,0.0,67.0,0.0,89.5,0.0,1396.6,0.0,57,0.715,0.0,40.9,2.8,57,0.0,0.0,0.0,32.0,0.0,0.5,12.8,21.8,2801,1.3,43,1.0,8748,42.2,4.2,44,11.0,0.0,49.3,0.0,0.0,14.0,60,0.0,3.7,0.0,19.0,1.1,0.0,0.2,0.5,0,0.0,0.0,41,0.2,3.134,12.131,120.6,1097.3,0.0,44,0.0,97.1,537,4.783,0.0,0.0,59,57,100.0,11.0,22.3,97.6,0.0,0.0,0.772,311.4,40,9.2,0.0,0.0,1.4,1895.4,0.0,31.9,4.5,2.5,43,45,1.8,1.2,10.8,0.275,0.0,43,1.2,8.5,5.0,36.0,4.3,0.0,59,1.875,5.6,19.0,1.2,57,0.0,1.2,37,0.3,44,0.4,1396.6,22.3,86.2,0.0,0.688,0.0,7.833,8.0,1,0.0,17.5,14.9,0.5,19.6,21.6.2026,0.687,42,5,0.0,0.0,604,2.0,64.5,0.0,0.0,1.8,14.0,0.0,0.0,1.9,4.3,0.716,798.0,44,13.5,0.006,98.2,300.0,0.0,0,0.628,1097.3,0.0,0.0,0.0,1995.1,0.0,0,0.0,0.675,0.5,0.668,0.757,0,20.0,11.0,0.4,5.0,417.1,0.762,139.2,1895.4,3.2,0.0
40,0.0,42.0,5094,21:39:9.746,0.0,0.0,0.0,5.525,1097.3,2.2,69.4,42,0.008,0.7,57,0.0,0.0,0.0,1596.1,0.6,39.5,1.3,0.0,84.7,43,58,43,4.9,44,0.0,37,7.305,15.4,0,15.2,11947,10.2,41,0.0,87.1,0.0,99.8,0.0,1895.4,0.0,59,0.707,0.2,13.6,1.1,57,0.2,0.0,0.0,11.9,0.0,0.1,4.6,24.3,2801,3.3,43,4.3,8748,42.2,4.2,44,11.0,0.0,49.0,0.0,0.0,20.0,60,0.0,6.9,0.0,19.0,0.2,0.0,0.2,0.5,0,0.0,0.0,42,0.2,3.03,3.769,30.6,1795.6,0.0,43,0.0,98.8,537,2.28,0.0,0.0,58,57,99.9,18.0,11.4,93.7,0.0,0.0,0.692,117.9,40,0.0,0.0,0.0,1.2,1895.4,0.0,70.0,4.2,0.4,43,44,0.3,0.0,0.7,0.165,0.0,43,0.0,3.3,1.3,36.0,6.7,0.0,58,1.875,12.2,19.0,0.0,57,0.0,0.3,37,0.0,44,0.4,1995.1,8.5,93.9,0.0,0.692,0.0,2.619,13.0,1,19.5,6.3,16.0,0.4,4.2,21.6.2026,0.69,42,5,0.0,0.0,604,6.1,64.5,0.0,0.0,0.4,19.0,0.0,0.0,39.0,6.7,0.714,1296.8,44,5.5,0.004,99.5,99.8,0.0,0,0.718,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.705,0.4,0.72,0.75,0,11.0,11.0,0.4,1.3,146.0,0.759,28.6,1895.4,4.6,24.3
40,0.0,41.0,5094,21:39:10.741,0.0,0.0,0.0,5.525,1097.3,3.0,40.4,42,0.001,1.2,57,0.0,0.0,0.0,1496.3,0.5,39.5,3.5,0.0,65.7,43,58,43,8.6,44,0.0,37,2.616,42.5,0,0.0,11947,16.5,43,0.0,75.3,0.0,99.9,0.0,1795.6,0.0,57,0.701,0.1,38.0,2.0,57,0.0,0.0,0.0,22.9,0.0,0.4,3.8,16.5,2801,2.6,43,3.3,8747,42.2,4.2,44,11.0,0.0,49.0,0.1,0.0,14.0,60,0.0,0.6,0.0,18.0,0.9,0.0,0.0,0.5,0,0.0,0.0,41,0.0,1.581,0.74,35.0,1795.6,0.0,43,0.0,97.8,537,0.891,0.0,0.0,58,57,99.9,18.0,16.4,96.1,0.1,0.0,0.691,86.2,39,0.0,0.0,0.0,0.6,1895.4,5.2,40.8,0.1,2.6,43,44,1.7,0.8,1.9,0.066,0.0,43,0.0,7.6,1.6,42.0,3.7,0.0,59,1.875,6.8,19.0,0.0,57,0.0,1.2,37,0.3,44,0.6,1396.6,22.7,94.7,0.0,0.689,0.0,4.056,13.0,1,0.0,8.7,15.0,0.4,16.8,21.6.2026,0.694,42,5,0.0,0.0,604,3.7,64.5,0.0,0.0,1.4,18.0,0.0,0.0,8.3,3.7,0.705,1296.8,44,8.2,0.0,98.6,350.0,0.0,0,0.666,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.705,1.3,0.691,0.754,0,11.0,11.0,0.4,1.6,207.7,0.713,35.7,1795.6,5.0,5.6
