P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],Total upload [MB],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
73,0.0,41.0,5761,21:39:31.862,43.0,0.0,0.0,5.525,1097.3,7.7,0.4,56,0.004,5.9,52,0.0,0.0,31.7,2406.6,820.7,39.8,14.5,0.0,49.3,47,49,48,16.3,72,0.0,37,5.816,617.0,0,10.8,11271,4.4,46,2.7,63.7,0.1,80.3,0.0,4489.0,0.0,54,1.037,0.3,16.7,9.7,53,0.1,0.0,0.0,110.0,0.0,0.3,23.1,43.0,2133,0.0,47,0.0,9424,45.5,4.2,63,11.0,41.5,50.0,0.0,0.0,45.0,27,0.0,7.3,28.9,14.0,1.2,0.0,0.4,1075.5,0,0.0,0.0,44,0.4,2.753,2.573,270.2,1097.3,0.1,55,0.0,90.0,537,2.099,0.0,0.0,44,53,99.8,11.0,0.4,99.9,0.1,0.0,0.914,587.6,41,19.2,0.0,0.0,1.5,4489.0,28.1,40.6,0.0,9.1,73,44,1.0,1.2,23.9,0.133,0.0,47,0.0,5.6,10.7,36.0,10.9,0.0,56,13.125,3.1,45.0,0.0,53,0.0,0.7,37,0.2,44,1.3,4489.0,27.7,84.4,0.0,1.021,0.0,10.441,39.0,1,0.0,0.5,24.1,0.4,21.6,21.6.2026,0.67,51,5,0.0,0.0,591,0.0,72.9,0.0,0.0,1.9,45.0,0.0,0.0,0.0,10.9,0.931,3890.5,44,16.9,0.146,98.0,99.8,9.9,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.057,0.7,1.04,0.674,0,11.0,11.0,0.4,10.7,7.2,1.038,313.2,1396.6,0.0,16.7
78,0.1,41.0,5859,21:39:32.869,27.2,0.0,0.0,5.525,1097.3,12.8,20.6,59,0.006,10.6,51,0.0,0.0,45.1,2344.3,1160.9,39.8,17.4,0.0,2.1,50,47,49,27.7,78,0.0,37,16.247,571.5,0,0.0,11156,46.0,46,2.6,37.3,1.2,65.9,0.0,1396.6,0.0,54,1.051,0.0,7.5,16.2,51,0.0,0.0,0.0,184.1,0.1,0.4,37.3,51.6,2036,1.2,50,0.0,9539,46.0,4.2,73,11.0,86.4,50.5,0.1,0.0,45.0,22,0.0,0.0,52.9,40.0,2.8,0.0,0.5,2221.5,0,0.0,0.0,44,0.5,3.427,12.117,443.7,1097.3,2.0,73,0.0,82.4,537,4.931,0.0,0.0,41,50,97.8,11.0,3.5,98.1,0.1,0.0,0.689,944.8,41,27.4,0.0,0.0,3.9,4489.0,51.6,11.2,8.8,16.9,78,44,1.1,1.4,23.1,0.297,0.0,49,4.2,10.1,17.8,36.0,18.6,0.0,56,11.25,0.0,45.0,0.0,50,0.0,1.0,37,0.2,45,22.8,4489.0,62.7,70.1,0.0,0.71,1.9,16.122,39.0,1,31.6,5.6,23.5,2.2,49.9,21.6.2026,1.015,53,5,0.0,0.0,591,1.7,74.2,0.0,0.1,4.3,14.0,0.0,0.0,0.0,18.6,0.911,3890.5,45,28.4,0.096,95.4,300.0,23.4,0,0.991,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,1.046,1.4,1.055,0.67,0,11.0,11.0,1.2,17.8,143.6,1.05,512.0,3990.2,0.0,17.1
56,0.0,42.0,5859,21:39:33.861,43.1,0.0,0.0,5.525,1097.3,11.4,0.5,50,0.006,7.6,55,0.0,0.0,70.9,1870.4,1825.5,39.8,21.7,0.0,10.7,45,52,45,31.4,61,0.0,37,16.247,864.0,0,0.0,11157,0.0,48,3.3,51.2,2.5,55.4,0.0,4489.0,0.0,52,1.039,0.2,1.6,9.9,55,0.3,0.0,0.0,115.4,0.0,0.2,45.9,43.1,2036,0.1,45,0.0,9538,46.0,4.2,65,11.0,35.8,48.3,0.0,0.0,33.0,44,0.0,0.0,23.1,14.0,4.2,0.0,0.0,942.0,0,0.0,0.0,51,0.0,3.427,12.117,420.3,1097.3,4.2,65,1.0,88.4,537,4.931,0.0,0.0,50,55,95.7,11.0,0.1,98.9,0.0,0.0,1.048,1181.0,40,41.6,0.0,0.0,4.9,1396.6,25.4,66.2,4.1,11.5,56,44,0.6,4.6,33.6,0.297,0.0,45,0.1,7.4,16.7,36.0,12.1,0.0,49,14.375,0.0,14.0,0.9,55,0.0,0.5,37,0.1,45,50.4,3291.9,50.8,72.4,0.0,1.058,2.0,16.577,39.0,1,0.0,0.4,18.8,0.6,59.7,21.6.2026,0.853,48,5,0.0,0.0,591,0.0,74.2,0.0,0.0,5.4,45.0,0.0,0.0,0.0,12.1,0.973,3890.5,44,31.2,0.0,93.1,300.0,6.9,0,0.981,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.023,0.4,0.862,0.853,0,11.0,11.0,0.4,16.7,4.1,1.047,492.8,1396.6,0.9,22.2
81,0.0,42.0,5859,21:39:34.864,17.9,0.0,0.0,5.525,1097.3,10.4,1.1,62,0.003,2.3,51,0.2,0.0,31.2,2406.6,809.4,39.8,19.7,0.0,20.6,49,47,49,19.0,79,0.0,37,16.406,754.7,0,32.3,11158,45.1,45,0.1,43.7,0.6,77.7,0.0,4489.0,0.0,55,1.029,0.6,19.3,3.3,51,2.5,0.0,0.032,41.2,0.0,0.4,25.8,58.7,2036,0.1,48,0.0,9537,46.0,4.2,79,11.0,98.2,50.4,0.1,0.0,45.0,19,0.0,0.0,58.7,14.0,1.8,0.0,0.2,2535.4,0,0.0,0.0,44,0.3,3.149,12.807,404.2,1097.3,0.6,79,0.0,96.3,537,4.563,0.0,0.0,38,52,99.2,11.0,0.2,99.8,0.0,0.0,0.696,661.3,40,19.6,0.0,0.0,3.9,4489.0,58.7,9.1,10.2,2.9,81,45,1.5,0.4,29.5,0.274,0.0,49,0.0,11.0,15.8,42.0,19.2,0.0,56,14.375,0.0,45.0,1.1,51,0.0,1.1,37,0.2,44,7.2,4489.0,56.7,67.6,0.0,0.696,2.1,16.635,39.0,1,28.6,0.3,24.1,0.8,32.9,21.6.2026,0.655,53,5,0.0,0.0,591,0.1,74.2,0.0,0.0,2.9,45.0,0.0,0.0,0.0,19.2,0.865,3890.5,45,19.7,0.003,96.9,350.0,11.3,0,0.991,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.039,0.8,1.029,0.696,0,11.0,11.0,0.7,15.8,4.2,1.078,480.8,1396.6,1.1,19.3
54,0.0,42.0,5859,21:39:35.868,24.9,0.0,0.0,5.525,1097.3,10.7,1.1,68,0.006,2.9,53,0.1,0.0,41.7,2369.2,1079.9,39.8,17.2,0.0,70.5,47,51,47,17.3,68,0.0,37,16.768,699.4,0,0.0,11158,0.0,43,4.8,57.8,2.9,74.5,0.0,4489.0,0.0,57,1.046,1.1,22.0,4.5,53,0.3,0.0,0.049,53.0,0.0,0.1,25.3,55.2,2036,0.1,47,0.0,9537,46.0,4.2,64,11.0,91.3,50.7,0.1,0.0,42.0,46,0.0,0.0,55.5,14.0,2.1,0.0,0.7,2356.6,0,0.0,0.0,42,0.8,3.365,12.515,410.5,1097.3,4.3,64,0.0,95.1,537,4.693,0.0,0.0,32,53,95.6,11.0,0.3,99.9,0.0,0.0,1.028,643.2,40,25.1,0.0,0.0,1.4,4489.0,55.2,6.1,1.1,4.2,68,45,0.3,4.4,27.1,0.29,0.0,47,0.0,3.4,16.2,36.0,10.4,0.0,58,15.0,0.0,45.0,0.0,53,0.0,0.2,37,0.0,44,47.9,4189.8,3.9,80.2,0.0,1.028,0.0,16.214,39.0,1,0.0,0.5,23.8,0.6,37.3,21.6.2026,1.041,49,5,0.0,0.0,591,0.1,74.2,0.0,0.0,3.3,45.0,0.0,0.0,0.0,10.4,1.042,3890.5,45,17.7,0.361,96.6,300.0,13.5,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.045,0.5,1.061,1.021,0,11.0,11.0,0.6,16.1,5.8,1.064,487.2,1396.6,0.0,16.8
40,0.0,42.0,5053,21:39:36.867,15.2,0.0,0.0,5.525,1097.3,8.0,0.4,42,0.007,2.4,56,0.0,0.0,25.0,1596.1,642.5,39.8,16.7,0.0,55.8,44,58,44,20.3,44,0.0,37,11.767,679.8,0,36.4,11990,0.0,39,4.0,61.3,0.2,79.9,0.0,1396.6,0.0,61,0.719,0.6,16.0,3.9,56,0.4,0.0,0.0,43.8,0.0,0.5,26.0,36.4,2842,0.0,44,0.2,8705,42.0,4.2,44,11.0,48.4,51.4,0.1,0.0,20.0,60,0.0,5.5,35.3,21.0,1.1,0.0,0.2,1237.2,0,0.0,0.0,42,0.2,3.245,7.721,274.3,1097.3,0.3,43,0.0,95.9,537,3.591,0.0,0.0,58,56,99.7,11.0,0.3,100.0,0.0,0.0,0.767,652.5,41,16.4,0.0,0.0,3.3,2094.9,35.2,30.8,3.0,4.0,44,45,1.8,0.0,26.5,0.201,0.0,44,0.0,4.2,10.9,36.0,11.5,0.0,58,3.125,5.9,21.0,0.0,56,0.0,1.2,37,0.3,44,3.4,1995.1,11.7,78.9,0.0,0.692,2.7,12.1,15.0,1,7.3,0.3,16.0,0.7,24.6,21.6.2026,0.691,42,5,0.0,0.0,591,0.0,64.0,0.0,0.0,2.2,14.0,0.0,0.0,0.0,11.5,0.718,1496.3,44,20.8,0.076,97.7,300.0,13.8,0,0.683,1097.3,0.0,0.0,0.1,1895.4,0.0,0,0.0,0.724,1.0,0.713,0.711,0,19.0,11.0,0.8,10.9,4.4,0.731,324.7,2094.9,0.0,16.8
41,0.0,41.0,5052,21:39:37.870,0.0,0.0,0.0,5.525,1097.3,4.3,0.5,41,0.002,7.2,57,0.0,0.0,0.0,1483.9,0.7,39.8,2.7,0.0,64.3,44,58,43,16.3,44,0.0,37,5.613,72.4,0,0.0,11991,39.8,43,4.6,78.1,0.0,99.8,0.0,1396.6,0.0,57,0.701,0.5,13.7,12.3,57,0.2,0.0,0.0,138.9,0.0,0.1,20.9,39.8,2843,0.0,44,8.5,8704,42.0,4.2,44,11.0,17.0,49.3,0.1,0.0,17.0,59,0.0,0.9,17.7,14.0,1.6,0.0,0.0,425.7,0,0.0,0.0,40,0.0,1.996,3.251,100.3,1695.9,0.0,43,0.0,87.3,537,1.61,0.0,0.0,59,56,99.9,17.0,0.5,99.9,0.1,0.0,0.738,529.6,40,0.0,0.0,0.0,2.5,1795.6,17.1,58.7,6.8,11.7,44,45,0.5,0.0,2.9,0.094,0.0,43,0.0,4.1,4.2,36.0,10.7,0.0,60,1.25,14.3,18.0,0.0,56,0.0,0.3,37,0.1,45,0.5,1695.9,12.0,89.5,0.0,0.691,0.0,5.631,8.0,1,39.6,0.5,14.9,0.5,25.8,21.6.2026,0.693,42,5,0.0,0.0,591,0.0,63.9,0.0,0.0,2.3,14.0,0.0,0.0,22.8,10.7,0.706,798.0,44,16.5,0.0,97.6,300.0,4.9,0,0.648,1097.3,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.696,1.8,0.685,0.738,0,17.0,11.0,0.6,4.2,6.2,0.705,106.4,1396.6,0.0,1.0
40,0.1,41.0,5051,21:39:38.869,1.9,0.0,0.0,5.525,1097.3,4.2,0.4,42,0.007,6.4,57,0.0,0.0,1.2,1670.9,29.4,39.8,4.9,0.0,52.7,43,58,43,14.0,44,0.0,37,4.602,66.3,0,3.4,11992,0.0,43,0.0,62.9,0.1,97.9,0.0,3990.2,0.0,57,0.97,0.2,56.1,10.8,57,0.3,0.0,0.0,117.1,0.0,0.4,7.9,17.4,2844,0.0,43,3.3,8703,42.0,4.2,44,11.0,9.2,48.4,0.0,0.0,18.0,60,0.0,1.5,17.9,14.0,0.7,0.0,0.2,209.6,0,0.0,0.0,41,0.2,2.916,1.176,51.7,1097.3,0.2,43,0.0,88.9,537,1.77,0.0,0.0,58,57,99.7,11.0,0.5,99.9,0.1,0.0,0.923,178.4,39,1.5,0.0,0.0,0.0,1795.6,17.4,19.9,11.4,11.2,43,44,1.8,0.6,3.3,0.134,0.0,43,0.0,12.1,2.5,36.0,4.7,0.0,59,1.875,6.3,18.0,0.4,57,0.0,1.1,37,0.3,44,2.4,1795.6,29.1,81.1,0.0,0.691,0.0,4.543,12.0,1,0.0,0.5,16.8,0.4,9.7,21.6.2026,0.968,42,5,0.0,0.0,591,0.0,63.9,0.0,0.0,0.9,40.0,0.0,0.0,0.2,4.7,0.859,1197.1,44,13.8,0.002,99.0,300.0,0.0,0,0.656,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.971,0.5,0.968,0.683,0,11.0,11.0,0.9,2.5,5.1,0.697,50.3,1396.6,0.4,6.7
40,0.0,41.0,5050,21:39:39.882,1.4,0.0,0.0,5.525,1097.3,3.0,0.4,41,0.003,5.8,57,0.0,0.0,0.0,1670.9,0.7,39.8,1.3,0.0,74.9,43,58,43,5.7,43,0.0,37,3.673,17.4,0,0.0,11992,23.8,41,0.0,78.4,0.4,99.8,0.0,1396.6,0.0,59,0.712,0.1,30.5,8.8,57,0.1,0.0,0.0,97.9,0.0,0.2,3.7,23.8,2845,0.0,43,7.5,8703,42.0,4.2,43,11.0,8.2,48.3,0.0,0.0,19.0,60,0.0,13.6,15.2,19.0,2.0,0.0,0.3,197.8,0,0.0,0.0,41,0.3,2.411,0.871,38.3,1995.1,0.4,43,0.0,90.9,537,1.444,0.0,0.0,59,57,99.5,20.0,0.7,99.9,0.0,0.0,0.781,86.1,40,0.1,0.0,0.0,4.5,1995.1,14.4,48.2,7.0,9.5,43,44,0.7,0.3,0.9,0.097,0.0,43,0.0,6.9,1.8,36.0,6.9,0.0,59,1.25,12.9,20.0,0.0,57,0.0,0.6,37,0.1,44,6.3,1895.4,17.4,90.7,0.0,0.691,0.0,3.709,14.0,1,23.5,0.6,16.8,0.5,43.6,21.6.2026,0.691,42,5,0.0,0.0,591,0.0,63.9,0.0,0.0,3.8,14.0,0.0,0.0,7.3,6.9,0.723,1396.6,43,5.8,0.012,96.1,300.0,0.0,0,0.673,1097.3,0.0,0.0,0.0,1995.1,0.0,0,0.0,0.713,1.1,0.707,0.776,0,20.0,11.0,0.5,1.8,7.2,0.716,36.1,1895.4,0.0,0.0
40,0.1,41.0,5050,21:39:40.908,0.0,0.0,0.0,5.525,1097.3,3.7,0.4,41,0.005,1.2,56,0.0,0.0,0.0,1621.0,0.5,39.8,1.9,0.0,70.0,44,58,44,11.3,44,0.0,37,4.254,22.0,0,0.0,11993,0.0,41,0.0,71.1,0.1,99.9,0.0,2094.9,0.0,59,0.721,0.2,55.2,2.0,56,0.2,0.0,0.0,21.8,0.0,0.3,5.9,25.8,2845,0.0,43,4.8,8702,42.0,4.2,44,11.0,8.5,48.2,0.0,0.0,20.0,60,0.0,0.7,16.4,21.0,7.1,0.0,0.2,199.2,0,0.0,0.0,41,0.2,2.711,1.069,43.0,2094.9,0.1,43,0.0,97.7,537,1.585,0.0,0.0,59,57,99.8,21.0,0.6,99.9,0.1,0.0,0.789,133.0,39,0.0,0.0,0.0,12.4,1396.6,16.3,22.7,5.1,2.7,44,43,1.3,0.7,1.1,0.121,0.0,44,0.0,9.4,2.0,36.0,6.0,0.0,59,2.5,10.0,14.0,0.7,56,0.0,0.9,37,0.2,44,0.9,1995.1,14.8,91.7,0.0,0.69,0.0,4.249,8.0,1,25.8,0.5,16.2,0.4,130.3,21.6.2026,0.731,42,5,0.0,0.0,591,0.0,63.9,0.0,0.0,11.7,21.0,0.0,0.0,2.1,6.0,0.733,798.0,44,11.0,0.003,88.2,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.726,0.7,0.716,0.801,0,11.0,11.0,0.5,2.0,5.9,0.689,49.3,2094.9,0.7,1.0
60,0.0,41.0,5408,21:39:41.915,3.8,0.0,0.0,5.525,1097.3,6.4,0.4,58,0.005,5.0,55,0.0,0.0,3.2,2269.4,83.0,39.8,20.8,0.0,48.8,45,52,45,9.3,61,0.0,37,4.254,808.2,0,0.0,11561,0.5,45,0.0,58.9,0.3,97.5,0.0,4489.0,0.0,55,1.027,0.0,42.9,8.3,55,0.1,0.0,0.0,91.8,0.0,0.3,5.7,31.9,2487,0.0,45,1.2,9133,44.1,4.2,65,11.0,39.4,49.2,0.0,0.0,45.0,40,0.0,2.4,32.2,14.0,2.1,0.0,0.2,1014.2,0,0.0,0.0,44,0.2,2.711,1.069,180.5,1097.3,0.4,65,0.0,91.3,537,1.585,0.0,0.0,42,55,99.5,11.0,0.5,100.0,0.1,0.0,1.029,124.9,40,2.2,0.0,0.0,0.0,1396.6,31.9,15.8,3.9,8.4,60,43,1.3,0.5,31.5,0.121,0.0,45,0.0,10.5,7.3,36.0,6.7,0.0,56,13.75,3.8,14.0,1.6,55,0.0,0.9,37,0.2,44,4.5,4489.0,37.2,73.6,0.0,1.025,0.0,8.802,39.0,1,0.0,0.6,22.8,0.5,30.9,21.6.2026,1.024,48,5,0.0,0.0,591,0.0,68.4,0.0,0.0,2.8,45.0,0.0,0.0,0.0,6.7,0.989,3890.5,44,9.6,0.008,97.1,300.0,5.5,0,0.983,1097.3,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.049,0.8,1.039,1.024,0,31.0,11.0,0.4,7.3,6.6,0.7,207.4,1396.6,1.6,23.1
46,0.0,41.0,6200,21:39:42.920,27.1,0.0,0.0,5.525,1097.3,13.6,0.9,48,0.003,9.5,53,0.1,0.0,41.5,2344.3,1052.2,39.8,26.3,0.0,31.2,47,52,47,24.7,57,0.0,37,19.271,966.6,0,20.2,10714,32.9,46,5.7,41.1,2.1,69.4,0.0,1396.6,0.0,54,1.053,0.1,26.7,13.0,53,0.1,0.0,0.141,149.5,0.0,0.2,32.0,61.8,1695,0.1,48,0.0,9981,48.2,4.2,56,11.0,97.9,47.8,0.1,0.0,44.0,54,0.0,0.0,61.0,45.0,6.4,0.0,0.7,2492.4,0,0.0,2.6,58,0.8,3.404,15.1,467.8,1097.3,3.5,56,0.0,84.2,537,5.16,0.0,0.0,52,52,96.3,11.0,0.2,99.9,0.1,0.0,0.991,803.9,39,25.4,0.0,0.0,35.0,4090.0,61.8,5.6,9.5,15.3,58,43,0.6,6.5,38.5,0.375,0.0,47,0.0,9.2,19.0,36.0,24.2,0.0,42,17.5,0.0,41.0,0.0,53,0.0,0.5,37,0.1,45,39.6,4389.3,34.3,58.5,0.0,0.688,3.2,19.269,39.0,1,38.0,0.4,23.5,1.2,99.6,21.6.2026,0.963,48,5,0.0,0.0,591,0.1,78.5,0.0,0.1,8.9,14.0,0.0,0.0,0.0,24.2,0.979,3890.5,44,24.5,0.061,89.3,300.0,4.0,0,0.983,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.051,1.4,1.018,0.991,0,11.0,11.0,1.0,19.0,4.7,1.073,546.3,4489.0,1.8,27.0
44,0.1,42.0,6137,21:39:43.914,33.6,0.0,4.8,5.525,1097.3,16.6,53.6,72,0.003,17.3,55,0.0,0.0,55.2,2007.6,1382.8,39.8,40.2,0.0,1.8,45,52,45,36.8,72,0.0,36,19.271,1386.4,0,17.2,10794,24.0,45,2.4,24.4,4.5,48.4,0.0,4489.0,0.0,55,0.991,0.2,21.9,23.4,55,0.2,0.0,0.0,266.3,0.1,0.4,47.4,42.2,1758,3.1,45,0.0,9901,47.8,4.2,70,11.0,54.7,44.8,0.2,0.0,44.0,56,0.0,0.0,39.1,14.0,9.9,0.0,0.2,1342.0,0,0.0,2.7,44,0.2,3.404,15.1,486.9,1097.3,6.4,70,0.0,67.0,537,5.16,0.0,0.0,28,55,92.8,11.0,0.1,94.8,0.1,0.0,0.988,1164.8,40,34.4,0.0,0.0,15.5,1396.6,42.2,20.5,24.1,27.3,72,44,1.5,4.9,56.2,0.375,0.0,45,2.5,14.5,20.7,36.0,21.7,0.0,56,16.875,0.0,14.0,13.8,55,0.0,1.2,36,0.3,45,71.7,4389.3,53.1,26.8,0.0,1.013,11.7,18.547,39.0,1,2.1,0.2,20.1,2.4,162.4,21.6.2026,0.969,48,5,0.0,0.0,591,4.7,77.7,0.0,0.1,14.6,45.0,0.0,0.0,0.0,21.7,1.003,3890.5,45,36.5,0.004,83.0,300.0,13.3,0,0.988,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,1.045,4.1,1.001,0.974,0,11.0,11.0,2.6,20.7,4.0,1.038,552.3,1396.6,2.4,40.8
