P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
41,0.0,44.0,6099,20:7:26.259,0.0,0.0,0.0,4.506,1596.1,3.6,59.9,44,0.001,1.5,55,0.4,0.0,0.0,2094.9,0.8,39.8,2.4,0.0,71.4,44,56,45,13.5,45,0.0,3.847,33.0,0,0.6,9582,15.8,45,0.0,69.1,0.1,99.8,0.0,3691.0,0.0,55,0.918,0.0,63.8,2.5,56,0.0,0.0,0.629,27.1,0.0,0.3,7.9,15.8,1796,3.5,44,1.7,11625,54.8,7.9,46,16.0,0.0,48.5,0.0,0.0,14.0,59,0.0,1.6,0.0,38.0,2.0,0.0,0.0,0.5,0,0.0,0.0,45,0.4,2.554,0.893,43.7,2693.4,0.1,45,0.0,97.4,1055,1.881,0.0,0.0,56,56,99.8,27.0,15.9,94.0,0.0,0.0,0.686,186.4,41,0.1,0.0,0.0,2.3,1396.6,0.0,16.5,7.9,1.5,45,45,1.1,0.7,1.6,0.108,0.0,44,0.0,10.4,2.0,36.0,3.3,0.0,55,4.375,6.4,14.0,0.6,56,0.0,0.7,0.2,45,1.4,1396.6,11.3,88.5,0.0,0.684,0.0,4.638,30.0,0,0.6,7.3,21.0,0.4,36.4,21.6.2026,0.711,44,0.0,0.0,687,5.7,77.2,0.0,0.0,3.3,37.0,0.0,0.0,3.3,0.76,2992.7,46,13.2,0.0,96.6,300.0,0.0,0,0.846,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.898,0.4,0.658,0.856,0,11.0,11.0,0.5,2.0,177.9,0.671,43.8,3790.7,3.7,0.0
64,0.0,44.0,6397,20:7:27.248,10.7,0.0,0.0,4.506,1097.3,10.4,47.7,55,0.005,3.1,51,6.2,0.0,0.3,2219.6,8.3,39.8,9.4,0.0,8.5,49,47,49,31.0,63,0.0,4.618,376.3,0,0.0,8932,76.9,58,3.7,47.9,0.0,99.4,0.0,1396.6,0.0,42,1.014,0.0,19.7,3.7,51,0.0,0.0,28.499,56.5,0.0,0.2,46.7,76.9,1498,2.6,49,0.0,12275,57.8,7.9,63,11.0,0.0,49.9,0.0,0.0,44.0,36,0.0,0.0,0.0,14.0,0.2,0.0,0.0,0.7,0,0.0,0.0,51,6.2,2.912,1.198,419.9,3092.4,0.0,63,0.0,96.2,1055,2.11,0.0,0.0,45,51,99.9,31.0,77.0,97.2,0.0,0.0,0.997,1201.4,42,0.3,0.0,0.0,0.0,4189.8,10.5,0.1,6.1,5.0,64,45,0.5,0.0,14.7,0.125,0.0,49,0.0,9.8,16.4,42.0,12.4,0.0,49,18.125,0.0,42.0,0.0,51,0.0,0.4,0.1,46,0.4,4389.3,52.9,83.5,0.0,0.997,0.0,15.112,38.0,0,0.0,129.1,22.2,0.4,3.7,21.6.2026,1.009,53,0.0,0.0,687,2.6,81.0,0.0,0.0,0.2,14.0,0.0,0.0,12.4,1.008,3790.7,46,31.6,0.01,99.8,350.0,2.4,0,0.966,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.009,0.7,1.024,1.009,0,11.0,11.0,0.4,16.4,3342.7,1.008,493.5,1396.6,2.4,11.8
50,0.0,44.0,6415,20:7:28.272,1.7,0.0,0.0,4.506,1097.3,11.3,72.6,62,0.003,1.4,53,1.1,0.0,0.6,2369.2,132.7,39.8,20.4,0.0,7.8,47,49,47,29.7,67,0.0,14.398,879.7,0,32.4,8931,73.2,59,1.2,45.1,0.4,96.3,0.0,4289.5,0.0,41,1.068,0.1,28.7,4.2,53,0.0,0.0,1.163,55.4,0.0,0.2,41.7,73.2,1480,3.2,48,0.0,12275,57.8,7.9,60,11.0,0.0,48.6,0.1,0.0,45.0,50,0.0,0.0,0.0,44.0,0.3,0.0,0.2,0.7,0,0.0,0.0,51,1.3,3.171,10.478,441.1,1097.3,1.0,60,0.0,95.5,1055,4.809,0.0,0.0,38,52,98.9,11.0,70.2,94.0,0.0,0.0,1.0,1074.5,42,3.2,0.0,0.0,38.5,1396.6,27.6,0.0,2.9,1.5,62,45,0.6,0.2,27.6,0.207,0.0,47,0.0,11.1,16.5,42.0,19.8,0.0,49,22.5,0.0,14.0,0.0,53,0.0,0.4,0.1,46,15.5,4489.0,57.2,76.1,0.0,1.0,0.0,14.78,39.0,0,9.8,122.9,23.8,0.8,13.4,21.6.2026,1.005,51,0.0,0.0,687,5.6,81.2,0.0,0.0,0.9,43.0,0.0,0.0,19.8,1.031,3890.5,46,30.4,0.005,99.0,350.0,0.5,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.066,0.9,1.053,1.005,0,11.0,11.0,0.7,16.5,3046.7,1.052,516.6,4389.3,7.0,16.3
68,0.0,44.0,6430,20:7:29.280,10.0,0.0,0.0,4.506,1097.3,11.7,123.6,57,0.003,4.7,50,0.2,0.0,16.2,2232.0,314.2,39.8,3.5,0.0,0.0,50,45,50,30.1,68,0.0,14.398,107.6,0,0.0,8932,79.0,62,0.0,44.3,0.5,90.6,0.0,1396.6,0.0,38,1.046,0.0,6.4,4.3,50,0.0,0.0,0.037,55.7,0.0,0.3,43.2,79.0,1464,7.4,50,0.0,12275,57.8,7.9,66,11.0,0.0,49.8,0.0,0.0,45.0,32,0.0,0.0,0.0,14.0,1.6,0.0,0.1,0.6,0,0.0,6.2,54,0.3,3.171,10.478,446.2,2992.7,0.0,66,0.0,95.5,1055,4.809,0.0,0.0,43,50,100.0,30.0,82.3,89.4,0.0,0.0,0.986,1114.5,42,7.7,0.0,0.0,2.6,4289.5,4.4,1.5,4.2,5.2,68,46,0.9,0.5,11.8,0.207,0.0,50,0.0,9.9,18.3,42.0,12.6,0.0,46,22.5,0.0,43.0,0.0,50,0.0,0.7,0.1,46,0.4,4489.0,67.2,85.1,0.0,0.993,1.2,15.762,39.0,0,0.0,133.7,22.4,0.6,21.9,21.6.2026,0.991,55,0.0,0.0,687,10.3,81.4,0.0,0.0,2.0,14.0,0.0,0.0,12.6,1.015,3890.5,47,30.5,0.17,97.9,99.8,9.2,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.029,0.7,1.036,1.006,0,11.0,11.0,0.4,18.3,3613.9,1.033,517.5,1396.6,11.2,7.9
68,0.0,44.0,6409,20:7:30.298,1.4,0.0,0.0,4.506,1097.3,11.0,93.1,47,0.001,0.7,50,0.0,0.0,1.0,1633.5,18.8,39.8,4.3,0.0,23.6,52,46,50,35.9,68,0.0,15.981,138.9,0,1.8,8933,80.6,58,0.1,52.7,0.0,95.3,0.0,1396.6,0.0,42,1.027,0.0,17.9,1.0,50,0.0,0.0,0.0,12.2,0.0,0.1,51.1,80.6,1486,4.9,52,0.0,12274,57.8,7.9,68,11.0,0.0,49.0,0.0,0.0,45.0,32,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.7,0,0.0,0.0,51,0.0,3.068,12.319,424.7,1097.3,0.0,68,0.0,98.9,1055,4.34,0.0,0.0,53,48,100.0,11.0,80.4,91.6,0.0,0.0,1.009,1311.1,41,1.2,0.0,0.0,0.2,1396.6,1.8,0.0,3.0,2.7,68,46,0.2,1.8,5.5,0.197,0.0,50,0.0,7.3,16.6,42.0,14.1,0.0,49,11.25,0.0,14.0,1.8,48,0.0,0.2,0.0,48,0.5,4489.0,34.7,91.8,0.0,1.009,2.8,16.04,39.0,0,29.4,135.9,16.4,0.5,0.4,21.6.2026,0.892,54,0.0,0.0,684,8.1,81.1,0.0,0.0,0.0,14.0,0.0,0.0,14.1,0.998,3890.5,46,36.4,0.0,100.0,350.0,1.3,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.032,0.8,1.032,0.942,0,11.0,11.0,0.6,16.6,3519.0,1.04,499.1,1396.6,7.9,4.5
50,0.0,44.0,6428,20:7:31.321,0.0,0.0,0.0,4.506,1097.3,11.0,119.8,61,0.001,0.2,53,0.0,0.0,1.8,2356.7,43.1,39.8,6.4,0.0,19.8,47,50,47,43.1,61,0.0,15.981,243.1,0,0.0,8934,69.3,52,13.2,50.8,0.1,95.3,0.0,4389.3,0.0,48,1.012,0.1,28.2,0.2,53,0.0,0.0,0.0,3.2,0.0,0.2,67.4,69.3,1467,6.9,48,0.0,12273,57.8,7.9,64,11.0,0.0,50.4,0.0,0.0,14.0,50,0.0,0.0,0.0,43.0,0.1,0.0,0.2,0.6,0,0.0,0.0,45,0.2,3.068,12.319,426.6,1097.3,0.0,64,0.0,99.7,1055,4.34,0.0,0.0,39,52,99.9,11.0,69.2,89.2,0.0,0.0,1.011,1738.5,41,1.6,0.0,0.0,1.3,2493.9,0.0,0.0,4.0,0.0,61,46,0.8,1.3,9.6,0.197,0.0,47,0.0,6.7,16.7,42.0,11.6,0.0,55,17.5,0.0,25.0,0.0,53,0.0,0.6,0.1,46,1.1,1396.6,18.6,88.3,0.0,1.021,2.5,16.29,24.0,0,7.0,114.6,23.6,0.5,6.9,21.6.2026,1.006,50,0.0,0.0,684,10.5,81.4,0.0,0.0,0.6,44.0,0.0,0.0,11.6,0.999,2394.1,46,43.7,0.005,99.4,350.0,2.0,0,0.873,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.007,0.6,1.002,1.011,0,11.0,30.0,0.5,16.7,2961.9,0.922,499.7,4289.5,10.9,6.1
69,0.0,44.0,6408,20:7:32.324,7.6,0.0,0.0,4.506,1097.3,10.8,6.8,58,0.004,0.6,51,0.0,0.0,9.8,2232.0,247.2,40.0,18.7,0.0,40.1,49,48,49,28.2,68,0.0,14.222,715.8,0,0.0,8933,0.0,48,5.5,52.3,0.0,89.3,0.0,4289.5,0.0,52,1.031,0.0,9.1,0.9,51,0.0,0.0,0.0,10.6,0.0,0.3,41.1,53.3,1487,0.4,49,0.0,12274,57.8,7.9,70,11.0,89.7,52.4,0.0,0.0,45.0,31,0.0,0.0,52.8,14.0,3.6,0.0,0.2,2325.2,0,0.0,6.2,45,0.2,3.218,10.399,418.8,1097.3,0.0,70,0.0,98.9,1055,4.352,0.0,0.0,42,51,99.9,11.0,14.4,99.4,0.0,0.0,0.76,1044.5,41,6.7,0.0,0.0,5.1,3291.9,53.3,8.1,1.7,0.2,69,46,0.9,0.0,28.1,0.208,0.0,49,0.0,3.9,16.4,42.0,9.4,0.0,55,11.25,0.0,33.0,0.0,51,0.0,0.6,0.1,46,0.8,4489.0,17.2,71.8,0.0,0.76,3.0,14.219,39.0,0,0.0,23.7,22.4,0.5,64.5,21.6.2026,0.686,52,0.0,0.0,684,0.5,81.1,0.0,0.0,5.6,43.0,0.0,0.0,9.4,0.881,3890.5,46,29.4,0.004,94.3,350.0,14.7,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.045,0.7,1.026,0.691,0,11.0,11.0,0.5,16.4,608.4,1.05,500.8,1396.6,0.0,18.4
58,0.0,43.0,6426,20:7:33.338,0.0,0.0,0.0,4.506,1097.3,11.3,0.7,55,0.001,1.9,52,0.2,0.0,0.2,2518.8,5.0,40.0,16.9,0.0,36.8,48,50,48,35.1,64,0.0,15.536,608.3,0,18.5,8931,0.0,48,9.8,53.1,1.0,98.5,0.0,4489.0,0.0,52,1.057,0.0,20.6,2.8,52,0.0,0.0,0.066,34.7,0.0,0.0,47.4,70.9,1469,0.1,49,0.0,12276,57.8,7.9,61,11.0,118.1,50.6,0.0,0.0,44.0,42,0.0,0.0,70.4,43.0,5.2,0.0,0.0,3048.9,0,0.0,1.0,47,0.2,3.066,11.897,418.5,1097.3,2.1,61,0.0,96.9,1055,4.336,0.0,0.0,45,51,97.7,11.0,0.1,99.9,0.0,0.0,0.847,1203.6,41,0.3,0.0,0.0,8.1,2593.7,70.9,0.0,3.0,3.8,58,47,0.1,4.0,24.1,0.184,0.0,48,0.0,4.4,16.5,42.0,16.0,0.0,53,7.5,0.0,26.0,1.0,52,0.0,0.1,0.0,47,24.0,4389.3,10.4,77.2,0.0,0.847,0.9,15.731,39.0,0,31.5,0.3,25.2,0.5,91.1,21.6.2026,1.047,50,0.0,0.0,684,0.0,81.3,0.0,0.0,8.2,45.0,0.0,0.0,16.0,0.932,3890.5,46,35.2,0.0,91.7,350.0,8.1,0,0.983,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.022,0.7,1.037,0.842,0,11.0,11.0,0.5,16.5,3.9,0.759,498.7,4289.5,1.0,17.8
67,0.0,44.0,6409,20:7:34.324,14.9,0.0,0.0,4.506,1097.3,10.9,5.0,56,0.001,5.2,50,0.0,0.0,8.3,2294.4,214.4,40.0,15.2,0.0,51.3,50,48,50,30.3,68,0.0,15.536,597.8,0,0.0,8930,0.0,48,6.5,55.9,1.2,90.9,0.0,4489.0,0.0,52,1.033,0.4,19.5,8.2,50,0.1,0.0,0.0,95.0,0.0,0.3,43.7,67.7,1486,0.3,50,0.0,12277,57.8,7.9,67,11.0,113.1,51.0,0.0,0.0,45.0,33,0.0,0.0,67.7,14.0,0.9,0.0,0.2,2930.1,0,0.0,1.3,47,0.2,3.066,11.897,417.0,2892.9,1.4,67,0.0,91.6,1055,4.336,0.0,0.0,44,50,98.5,29.0,0.2,99.5,0.0,0.0,1.038,1118.2,40,5.4,0.0,0.0,3.2,1795.6,67.7,1.7,2.1,8.6,67,47,1.0,0.0,23.4,0.184,0.0,50,2.9,3.6,16.4,42.0,12.5,0.0,53,16.25,0.0,18.0,0.0,50,0.0,0.7,0.2,46,16.4,4489.0,6.6,79.8,0.0,1.037,0.3,14.97,39.0,0,10.1,0.4,23.0,0.6,19.7,21.6.2026,1.033,52,0.0,0.0,684,0.4,81.1,0.0,0.0,1.7,45.0,0.0,0.0,12.5,1.038,3890.5,46,30.2,0.002,98.2,350.0,9.9,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.043,0.9,1.025,1.048,0,11.0,11.0,0.8,16.4,5.0,1.049,490.4,1396.6,0.0,15.5
70,0.0,44.0,6422,20:7:35.326,0.0,0.0,0.0,4.506,2892.9,13.9,0.5,72,0.004,3.0,52,0.0,0.0,2.4,3466.5,141.6,40.0,36.9,0.0,31.2,48,44,48,53.1,67,0.0,15.096,1604.7,0,0.0,8931,28.8,67,3.9,46.2,0.3,96.0,0.0,4489.0,0.0,33,1.011,0.3,26.3,3.5,52,0.2,0.0,0.061,46.8,0.0,0.2,85.3,65.8,1472,0.0,48,0.0,12276,57.8,7.9,67,29.0,108.8,50.8,0.0,0.0,44.0,30,0.0,0.0,66.8,42.0,2.5,0.0,0.5,2841.5,0,0.0,4.4,46,0.5,3.246,11.236,573.4,3092.4,0.2,67,0.0,96.3,1055,4.353,0.0,0.0,28,52,99.8,31.0,0.2,99.9,0.0,0.0,1.039,2202.3,41,3.4,0.0,0.0,1.0,4489.0,65.8,0.8,1.1,4.0,72,47,0.7,1.5,30.8,0.212,0.0,48,0.0,4.6,19.5,42.0,14.5,0.0,54,20.625,0.0,45.0,0.0,52,0.0,0.5,0.1,46,4.2,4389.3,9.5,56.6,0.0,1.03,0.1,15.049,39.0,0,0.0,0.4,34.8,0.4,33.2,21.6.2026,1.044,56,0.0,0.0,684,0.0,81.3,0.0,0.0,2.6,45.0,0.0,0.0,14.5,1.035,3890.5,46,53.1,0.647,97.3,350.0,4.5,0,0.986,1097.3,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.031,0.9,1.049,1.039,0,31.0,11.0,0.6,19.5,3.8,1.042,683.3,4189.8,0.0,19.1
50,0.0,43.0,6098,20:7:36.329,13.9,0.0,0.0,4.506,2992.7,11.9,4.8,69,0.004,2.7,50,0.1,0.0,7.8,3142.3,76.5,40.0,28.0,0.0,19.3,50,46,50,73.3,69,0.0,16.718,1082.9,0,0.0,9581,0.0,69,5.8,54.0,0.0,92.8,0.0,4489.0,0.0,31,1.033,0.0,14.2,6.2,50,0.1,0.0,0.171,76.3,0.0,0.2,124.0,73.3,1797,0.0,50,0.0,11626,54.8,7.9,69,30.0,61.3,51.1,0.0,0.0,45.0,50,0.0,0.0,31.6,35.0,0.4,0.0,0.4,1184.8,0,0.0,4.6,46,0.5,3.287,12.834,471.2,1097.3,0.1,69,0.0,93.5,1055,4.917,0.0,0.0,31,50,99.9,11.0,0.2,99.5,0.0,0.0,1.031,3209.6,41,2.6,0.0,0.0,2.0,4489.0,40.3,49.4,9.4,3.5,69,47,0.7,0.0,75.0,0.203,0.0,50,0.0,3.5,22.6,42.0,15.0,0.0,54,11.875,0.0,45.0,0.0,50,0.0,0.6,0.1,46,0.8,4489.0,0.6,54.6,0.0,1.057,3.5,20.272,39.0,0,1.4,0.3,31.5,0.9,11.7,21.6.2026,1.042,54,0.0,0.0,684,0.4,77.2,0.0,0.0,0.9,45.0,0.0,0.0,15.0,1.037,3890.5,48,73.3,0.015,98.9,350.0,6.6,0,0.988,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.028,0.5,1.024,1.042,0,11.0,30.0,0.4,22.6,4.9,1.037,557.3,3491.5,0.0,45.5
74,0.0,43.0,6098,20:7:37.338,0.0,0.0,0.0,4.506,1097.3,10.4,0.7,46,0.005,2.6,48,0.4,0.0,1.0,2219.6,2.7,40.0,2.2,0.0,80.6,52,47,52,11.7,74,0.0,16.946,82.1,0,0.0,9583,0.0,48,3.1,69.2,0.2,99.7,0.0,1396.6,0.0,52,1.022,5.6,0.0,4.5,48,4.6,0.0,0.191,54.8,0.0,0.3,11.9,88.7,1797,0.3,52,0.0,11624,54.8,7.9,74,11.0,153.0,49.1,0.0,0.0,45.0,26,0.0,0.0,99.9,14.0,2.3,0.0,0.0,4485.2,0,0.0,0.0,46,0.5,3.183,13.25,415.8,1097.3,0.2,74,0.0,95.4,1055,4.876,0.0,0.0,54,48,99.8,11.0,0.0,99.9,0.0,0.0,0.97,299.2,41,0.1,0.0,0.0,4.4,4489.0,88.7,0.0,0.0,3.2,74,47,1.3,1.2,25.1,0.135,0.0,52,0.0,0.0,16.4,42.0,11.0,0.0,54,18.75,0.0,45.0,8.5,48,0.0,0.9,0.2,47,3.7,4489.0,0.1,96.7,0.0,0.98,0.0,17.123,39.0,0,0.0,0.1,22.2,0.5,58.2,21.6.2026,0.965,53,0.0,0.0,684,0.0,77.2,0.0,0.0,4.9,14.0,0.0,0.0,11.0,1.0,3890.5,48,12.5,0.005,95.0,350.0,0.0,0,0.991,1097.3,0.0,0.0,0.0,2693.4,0.0,0,0.0,1.027,0.6,1.029,0.945,0,27.0,11.0,0.6,16.4,1.6,1.06,493.4,1396.6,0.0,14.2
44,0.0,44.0,6098,20:7:38.335,0.0,0.0,0.0,4.506,1097.3,4.3,23.9,42,0.002,4.3,55,0.1,0.0,0.2,1496.3,5.6,40.0,3.4,0.0,83.9,46,56,45,9.0,46,0.0,7.089,62.9,0,7.1,9583,7.5,44,0.0,76.2,0.1,99.3,0.0,1895.4,0.0,56,0.712,0.9,22.2,5.5,55,0.9,0.0,0.074,65.7,0.0,0.1,7.3,39.1,1797,0.6,46,4.4,11624,54.8,7.9,47,11.0,50.2,49.4,0.0,0.0,19.0,56,0.0,5.5,29.0,19.0,1.3,0.0,0.0,732.2,0,0.0,0.0,44,0.1,2.849,3.787,90.4,1097.3,0.1,47,0.0,94.2,1055,2.523,0.0,0.0,58,54,99.8,11.0,0.6,97.8,0.0,0.0,0.687,174.4,41,0.4,0.0,0.0,1.9,1895.4,39.1,29.8,2.8,6.6,46,47,0.6,1.5,2.8,0.118,0.0,45,0.0,3.5,5.6,42.0,9.3,0.0,56,1.25,20.6,19.0,0.0,54,0.0,0.3,0.1,46,1.2,1895.4,3.1,91.8,0.0,0.687,0.0,7.613,13.0,0,0.0,0.5,15.0,0.4,11.1,21.6.2026,0.687,44,0.0,0.0,684,2.2,77.2,0.0,0.0,0.9,19.0,0.0,0.0,9.3,0.698,1296.8,46,9.4,0.0,99.0,350.0,4.7,0,0.663,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.706,0.4,0.707,0.687,0,11.0,11.0,0.5,5.6,5.9,0.715,99.5,1895.4,38.9,0.1
41,0.0,44.0,6098,20:7:39.343,11.6,0.0,0.0,4.506,1097.3,3.5,14.3,43,0.002,4.7,55,0.0,0.0,0.0,1533.7,0.6,40.0,4.5,0.0,77.1,45,56,45,11.2,45,0.0,4.096,82.0,0,6.5,9583,6.9,44,0.0,78.5,0.1,99.9,0.0,1895.4,0.0,56,0.703,0.0,29.6,7.7,55,0.0,0.0,0.0,84.2,0.0,0.2,5.8,14.6,1797,1.3,45,6.2,11624,54.8,7.9,46,11.0,7.2,48.6,0.0,0.0,19.0,59,0.0,7.9,14.5,19.0,0.8,0.0,0.6,170.0,0,0.0,0.0,44,0.6,2.729,0.926,42.6,1097.3,0.1,45,0.0,91.9,1055,1.721,0.0,0.0,57,55,99.9,11.0,0.7,98.7,0.1,0.0,0.767,132.2,41,0.1,0.0,0.0,1.9,1396.6,14.6,50.0,6.9,8.5,45,47,0.8,0.0,3.6,0.12,0.0,45,0.0,5.5,2.0,36.0,5.7,0.0,56,1.25,24.4,14.0,0.7,55,0.0,0.5,0.1,45,0.7,1895.4,7.9,87.1,0.0,0.692,0.0,4.124,8.0,0,0.0,0.5,15.4,0.4,19.1,21.6.2026,0.686,44,0.0,0.0,684,1.3,77.2,0.0,0.0,1.7,19.0,0.0,0.0,5.7,0.705,798.0,46,10.9,0.014,98.2,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1895.4,0.0,0,0.0,0.709,0.7,0.703,0.687,0,19.0,11.0,0.4,2.0,6.7,0.693,41.3,1895.4,0.0,6.5
