P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
55,0.0,42.0,6454,20:9:24.782,55.0,0.0,0.0,4.506,1097.3,11.1,41.2,64,0.006,0.4,52,0.6,0.0,88.5,3005.1,2284.7,40.5,37.0,0.0,88.1,47,50,48,9.1,64,0.0,17.214,1472.1,0,0.0,8917,23.5,46,0.0,45.4,0.0,2.5,0.0,4489.0,0.0,54,1.015,0.2,0.0,0.8,53,0.1,0.0,0.16,10.2,0.0,0.4,11.6,55.0,1441,2.3,47,0.0,12290,57.9,8.1,69,11.0,0.0,53.4,0.0,0.0,45.0,45,0.0,0.0,0.0,43.0,2.8,0.0,0.2,0.4,0,0.0,1.5,46,0.7,3.451,13.088,427.9,2992.7,0.0,69,0.0,99.1,1079,4.707,0.0,0.0,36,53,100.0,30.0,24.3,96.4,0.0,0.0,0.988,296.0,42,54.5,0.0,0.0,5.2,4489.0,0.0,67.8,33.2,1.0,64,46,1.4,36.6,57.1,0.294,0.0,47,28.2,6.1,16.7,42.0,14.3,0.0,54,10.625,0.0,45.0,0.0,53,0.0,1.0,0.2,45,0.4,4489.0,2.3,23.2,0.0,1.006,13.6,17.134,39.0,0,0.0,38.0,30.1,0.5,48.5,21.6.2026,0.975,50,0.0,0.0,660,3.3,81.7,0.0,0.0,4.4,45.0,0.0,0.0,14.3,1.013,3890.5,45,8.6,0.005,95.6,350.0,6.1,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.025,0.4,1.035,0.99,0,11.0,11.0,0.7,16.7,979.7,1.068,508.3,4289.5,3.8,37.1
55,0.0,42.0,6498,20:9:25.790,40.8,0.0,0.0,4.506,1097.3,11.2,34.7,72,0.006,4.7,53,5.9,0.0,69.0,2257.0,1782.6,40.8,30.7,0.0,91.1,48,49,47,6.7,70,0.0,17.214,1176.3,0,0.0,8853,41.3,42,0.0,54.3,0.4,26.1,0.0,4489.0,0.0,58,1.016,0.0,0.0,7.6,51,0.0,0.0,3.532,83.7,0.0,0.2,11.3,41.3,1397,1.6,48,0.0,12354,58.2,8.1,81,11.0,0.0,52.7,0.0,0.0,14.0,45,0.0,0.0,0.0,14.0,0.7,0.0,0.0,0.6,0,0.0,13.6,44,5.9,3.451,13.088,425.2,2992.7,0.6,81,0.0,92.3,1079,4.707,0.0,0.0,28,52,99.4,30.0,41.7,96.8,0.0,0.0,1.025,289.9,43,42.1,0.0,0.0,0.5,4489.0,0.9,55.4,3.1,7.3,72,46,0.8,1.5,46.0,0.294,0.0,49,19.4,1.8,16.7,36.0,11.0,0.0,56,14.375,0.0,45.0,0.9,52,0.0,0.6,0.1,45,6.7,1396.6,0.6,44.6,0.0,1.055,10.5,15.432,39.0,0,0.9,66.2,22.6,0.5,13.4,21.6.2026,1.025,51,0.0,0.0,660,2.9,82.3,0.0,0.0,1.2,45.0,0.0,0.0,11.0,1.034,3890.5,45,7.3,0.05,98.7,300.0,1.8,0,0.988,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,1.031,0.4,1.03,1.035,0,11.0,11.0,0.8,16.7,1712.4,1.057,498.3,1396.6,1.6,29.8
43,0.0,42.0,5697,20:9:26.794,21.7,0.0,0.0,4.506,1097.3,7.4,81.5,42,0.004,2.6,56,2.5,0.0,19.4,1384.1,480.7,40.8,23.3,0.0,91.1,44,56,44,7.7,45,0.0,15.053,502.9,0,1.3,9688,25.1,43,0.0,66.3,0.2,58.9,0.0,1396.6,0.0,57,0.69,0.0,1.8,4.8,56,0.0,0.0,3.119,57.5,0.0,0.3,12.3,25.1,2198,4.5,45,1.3,11519,54.3,8.1,45,11.0,0.0,49.7,0.0,0.0,25.0,57,0.0,3.3,0.0,14.0,0.5,0.0,0.0,0.7,0,0.0,3.2,44,2.5,3.457,10.941,201.0,1097.3,0.3,44,0.0,95.0,1079,4.699,0.0,0.0,58,55,99.6,11.0,24.0,92.6,0.0,0.0,0.692,313.9,43,20.8,0.0,0.0,0.0,1396.6,0.0,70.2,21.2,3.7,45,46,1.2,0.1,20.3,0.261,0.0,44,5.1,4.2,8.1,36.0,7.4,0.0,56,3.125,12.6,14.0,0.0,56,0.0,0.8,0.2,45,3.9,2493.9,0.4,44.8,0.0,0.688,10.4,9.718,8.0,0,0.0,37.3,13.9,0.5,9.4,21.6.2026,0.69,44,0.0,0.0,660,7.0,72.1,0.0,0.0,0.8,14.0,0.0,0.0,7.4,0.725,798.0,45,7.9,0.004,99.1,300.0,3.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.888,0.4,0.77,0.687,0,11.0,11.0,0.5,8.1,960.2,0.691,227.3,1396.6,6.7,22.5
41,0.1,42.0,5697,20:9:27.805,8.9,0.0,0.0,4.506,1097.3,4.4,119.2,40,0.006,3.6,56,0.0,0.0,5.0,1334.2,118.1,40.8,19.0,0.0,87.9,44,57,44,4.0,45,0.0,9.149,219.5,0,0.0,9690,0.8,43,0.0,68.5,0.2,70.3,0.0,2094.9,0.0,57,0.689,0.2,1.4,5.9,56,0.1,0.0,0.032,63.9,0.1,0.4,2.7,23.1,2198,7.1,45,0.0,11517,54.3,8.1,45,11.0,0.0,47.6,0.0,0.0,14.0,59,0.0,5.0,0.0,14.0,0.3,0.0,0.2,0.6,0,0.0,0.0,44,0.2,3.263,5.345,51.0,1097.3,0.2,44,0.0,93.8,1079,2.916,0.0,0.0,60,55,99.7,11.0,1.8,88.1,0.1,0.0,0.692,60.6,43,10.0,0.0,0.0,0.0,1396.6,23.1,95.3,55.8,6.6,45,45,1.3,0.8,9.2,0.182,0.0,44,0.0,10.1,2.4,36.0,6.3,0.0,56,1.25,9.7,14.0,0.0,56,0.0,0.9,0.2,45,2.6,1396.6,7.2,20.4,0.0,0.692,16.2,4.897,8.0,0,0.0,1.0,13.4,0.6,4.3,21.6.2026,0.683,43,0.0,0.0,660,11.2,72.1,0.0,0.0,0.4,21.0,0.0,0.0,6.3,0.694,798.0,45,3.5,0.067,99.5,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.724,0.8,0.688,0.692,0,11.0,11.0,0.7,2.4,21.2,0.692,42.9,1396.6,12.7,18.9
41,0.2,42.0,5698,20:9:28.814,9.9,0.0,0.0,4.506,1097.3,3.4,53.2,42,0.004,2.3,56,0.3,0.0,3.9,1521.3,89.7,40.8,18.6,0.0,99.7,44,57,44,0.0,45,0.0,4.775,225.9,0,0.0,9690,7.6,43,0.0,79.5,0.1,81.9,0.0,1795.6,0.0,57,0.696,0.0,0.1,3.0,56,0.0,0.0,0.08,32.6,0.0,0.2,0.1,18.5,2197,3.0,44,4.7,11517,54.3,8.1,45,11.0,0.0,48.8,0.0,0.0,18.0,59,0.0,9.2,0.0,18.0,0.1,0.0,0.0,0.4,0,0.0,0.0,44,0.3,3.196,1.08,45.5,1695.9,0.1,44,0.0,96.8,1079,1.912,0.0,0.0,58,56,99.8,17.0,5.4,94.5,0.0,0.0,0.696,1.7,43,8.1,0.0,0.0,17.5,1795.6,0.8,93.3,32.7,4.7,44,45,0.7,2.4,9.4,0.134,0.0,44,0.0,4.9,2.0,42.0,5.8,0.0,56,3.125,23.1,18.0,2.3,56,0.0,0.4,0.1,45,1.5,1795.6,0.0,43.2,0.0,0.694,6.4,4.474,12.0,0,0.0,5.3,15.2,0.5,4.2,21.6.2026,0.691,43,0.0,0.0,660,5.1,72.1,0.0,0.0,0.4,18.0,0.0,0.0,5.8,0.71,1197.1,45,0.2,0.003,99.6,350.0,0.0,0,0.706,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,0.691,0.5,0.701,0.741,0,11.0,11.0,2.1,2.0,134.3,0.771,46.1,1795.6,5.9,18.5
42,0.1,42.0,5698,20:9:29.828,6.6,0.0,0.0,4.506,1097.3,3.7,51.1,42,0.003,1.9,56,0.5,0.0,4.1,1446.5,91.1,40.8,19.4,0.0,99.5,45,57,44,1.8,45,0.0,4.517,223.9,0,0.0,9690,2.5,43,0.0,70.4,0.0,74.0,0.0,1695.9,0.0,57,0.687,0.0,2.3,3.3,56,0.0,0.0,0.064,34.9,0.1,0.5,0.2,29.3,2197,2.7,45,1.8,11517,54.3,8.1,45,11.0,0.0,48.3,0.0,0.0,17.0,58,0.0,2.7,0.0,14.0,2.9,0.0,0.0,0.4,0,0.0,0.0,42,0.5,2.898,1.17,44.9,1695.9,0.0,44,0.0,96.5,1079,1.78,0.0,0.0,58,55,99.9,17.0,4.1,94.9,0.0,0.0,0.686,2.2,42,8.3,0.0,0.0,4.8,1795.6,0.0,92.5,60.4,3.3,45,45,1.7,0.0,9.3,0.119,0.0,44,0.0,9.6,2.0,36.0,5.9,0.0,58,3.75,9.2,18.0,0.0,55,0.0,1.2,0.3,45,0.4,1695.9,0.0,15.4,0.0,0.691,13.7,4.784,12.0,0,29.3,3.2,14.5,0.6,51.7,21.6.2026,0.683,43,0.0,0.0,660,4.8,72.1,0.0,0.0,4.7,17.0,0.0,0.0,5.9,0.697,1197.1,45,0.2,0.0,95.2,300.0,0.0,0,0.656,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.692,0.4,0.688,0.738,0,11.0,11.0,0.5,2.0,81.0,0.709,45.2,1396.6,4.4,18.7
41,0.1,42.0,5700,20:9:30.822,6.6,0.0,0.0,4.506,1695.9,3.1,68.6,42,0.002,1.7,56,0.0,0.0,3.2,1546.2,71.9,40.8,18.4,0.0,97.6,44,57,44,0.4,45,0.0,3.914,236.3,0,31.3,9691,1.6,43,0.0,83.7,0.1,88.8,0.0,1695.9,0.0,57,0.693,0.1,1.1,2.9,56,0.0,0.0,0.0,31.5,0.0,0.1,0.9,39.6,2195,3.7,44,8.6,11516,54.3,8.1,45,17.0,0.0,48.7,0.0,0.0,17.0,59,0.0,9.8,0.0,17.0,0.1,0.0,0.6,0.4,0,0.0,0.0,42,0.6,2.614,0.832,37.0,1695.9,0.1,43,0.0,97.0,1079,1.543,0.0,0.0,58,56,99.9,17.0,1.1,93.1,0.0,0.0,0.691,18.7,42,6.1,0.0,0.0,0.0,1695.9,39.6,97.3,24.7,0.4,44,45,0.3,0.0,9.9,0.105,0.0,44,0.0,3.6,1.7,36.0,8.5,0.0,58,1.875,29.8,17.0,0.0,56,0.0,0.2,0.0,45,0.8,1695.9,0.4,51.2,0.0,0.691,3.0,3.843,11.0,0,0.0,0.6,15.5,0.5,1.2,21.6.2026,0.741,43,0.0,0.0,660,6.5,72.1,0.0,0.0,0.1,17.0,0.0,0.0,8.5,0.706,1097.3,45,1.4,0.158,99.8,99.8,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.694,0.4,0.698,0.736,0,11.0,11.0,0.5,1.7,13.6,0.701,34.4,1695.9,5.5,16.9
47,36.7,42.0,6348,20:9:31.822,28.7,0.0,0.0,4.506,1097.3,11.4,53.2,52,0.002,15.6,55,5.3,0.0,42.1,1945.2,1075.3,40.8,2.6,0.0,92.7,45,54,45,3.6,57,0.0,3.914,30.6,0,44.4,8961,18.0,45,0.0,52.9,8.7,43.2,0.0,2294.4,0.0,55,0.749,0.0,11.5,24.7,55,0.0,0.0,16.507,282.9,0.0,0.5,6.1,46.3,1546,3.0,45,0.8,12246,57.7,8.1,57,11.0,0.0,44.8,0.0,0.0,22.0,53,0.0,0.5,0.0,23.0,1.5,0.0,0.1,0.5,0,0.0,0.4,48,5.4,2.614,0.832,324.4,1097.3,14.3,57,0.0,74.2,1079,1.543,0.0,0.0,48,55,85.4,11.0,18.2,95.1,0.0,0.0,0.718,151.3,43,29.2,0.0,0.0,37.8,4389.3,0.0,65.7,47.4,26.1,52,44,1.8,46.3,1.4,0.105,0.0,45,2.8,10.4,13.4,36.0,17.7,0.0,52,11.875,4.7,44.0,1.4,55,0.0,1.3,0.3,45,158.3,2194.6,2.8,9.8,0.0,0.718,21.3,13.005,38.0,0,1.4,28.2,19.5,0.8,30.4,21.6.2026,0.722,46,0.0,0.0,660,4.8,80.4,0.0,0.0,2.4,23.0,0.0,0.0,17.7,0.772,3790.7,45,3.9,0.092,97.4,300.0,2.8,0,0.963,1097.3,0.0,0.0,54.1,1097.3,0.0,0,0.0,0.744,0.5,0.739,0.722,0,11.0,11.0,1383.7,13.4,724.8,1.061,355.6,2294.4,4.8,0.0
47,36.7,42.0,6348,20:9:32.829,28.7,0.0,0.0,4.506,1097.3,11.4,53.2,52,0.002,15.6,55,5.3,0.0,42.1,1945.2,1075.3,40.8,2.6,0.0,92.7,45,54,45,3.6,57,0.0,22.091,30.6,0,44.4,8961,18.0,45,0.0,52.9,8.7,43.2,0.0,2294.4,0.0,55,0.749,0.0,11.5,24.7,55,0.0,0.0,16.507,282.9,0.0,0.1,6.1,46.3,1546,3.0,45,0.8,12246,57.7,8.1,69,11.0,0.0,44.8,0.0,0.0,22.0,53,0.0,0.5,0.0,23.0,1.5,0.0,0.1,0.5,0,0.0,0.4,48,5.4,3.627,17.651,324.4,1097.3,14.3,69,0.0,74.2,1079,5.727,0.0,0.0,48,55,85.4,11.0,18.2,95.1,0.0,0.0,0.718,151.3,43,29.2,0.0,0.0,37.8,4389.3,0.0,65.7,47.4,26.1,52,45,0.4,46.3,1.4,0.416,0.0,45,2.8,10.4,13.4,36.0,17.7,0.0,52,29.375,4.7,44.0,1.4,55,0.0,0.3,0.1,45,158.3,2194.6,2.8,9.8,0.0,0.718,21.3,21.975,38.0,0,1.4,28.2,19.5,0.8,30.4,21.6.2026,0.722,46,0.0,0.0,660,4.8,80.4,0.0,0.0,2.4,23.0,0.0,0.0,17.7,0.772,3790.7,45,3.9,0.092,97.4,300.0,2.8,0,0.963,1097.3,0.0,0.0,54.1,1097.3,0.0,0,0.0,0.744,0.5,0.739,0.722,0,11.0,11.0,1383.7,13.4,724.8,1.061,355.6,2294.4,4.8,0.0
59,26.1,42.0,6702,20:9:33.832,67.1,0.0,6.6,4.506,1097.3,27.8,359.1,56,0.002,46.9,52,1.7,0.0,109.5,2581.2,2542.7,40.8,0.0,0.0,34.8,47,48,48,37.6,69,0.0,22.091,0.9,0,26.5,8409,28.3,48,7.2,34.0,23.4,0.0,0.0,4389.3,0.0,52,1.019,0.1,11.3,72.5,53,0.0,0.0,3.467,808.1,0.0,0.4,57.6,77.0,1193,18.1,47,0.0,12798,60.3,8.1,67,11.0,0.1,27.1,1.2,0.0,44.0,41,0.0,0.0,0.1,14.0,25.4,0.0,1.9,3.3,0,0.0,6.4,61,3.6,3.627,17.651,674.8,1097.3,37.3,67,0.0,14.9,1078,5.727,0.0,0.0,44,53,60.3,11.0,28.1,65.2,0.7,0.0,0.988,1441.0,43,61.3,0.0,0.0,41.0,4289.5,0.0,53.4,15.0,77.0,61,45,1.5,37.2,0.0,0.416,0.0,47,2.3,10.5,30.3,42.0,33.5,0.0,39,21.25,0.0,43.0,0.0,53,0.0,1.1,0.3,45,418.8,4389.3,16.3,47.9,0.0,0.983,34.4,21.516,39.0,0,28.5,42.6,25.9,1.1,430.7,21.6.2026,0.981,52,0.0,0.7,660,32.2,84.8,0.0,0.0,38.5,44.0,0.0,0.0,33.5,1.012,3890.5,45,37.0,3.88,56.5,350.0,3.9,0,0.988,1097.3,0.0,0.0,39.2,2892.9,0.0,0,0.0,1.056,30.7,1.016,0.996,0,29.0,11.0,975.3,30.4,1085.4,1.053,693.0,1396.6,27.5,31.1
41,28.9,41.0,5549,20:9:34.831,23.7,0.0,0.0,4.506,1097.3,8.4,2.4,41,0.006,4.0,55,0.0,0.0,21.6,1833.0,323.7,40.8,0.5,0.0,79.4,45,57,45,9.4,45,0.0,7.611,4.6,0,29.0,9691,11.2,43,2.3,54.4,0.1,52.7,0.0,1995.1,0.0,57,0.709,0.0,10.6,3.5,55,0.0,0.0,0.0,37.9,0.0,0.4,10.0,29.0,2345,0.1,45,1.2,11516,54.3,8.1,45,11.0,0.0,46.7,0.0,0.0,20.0,59,0.0,1.3,0.0,20.0,16.7,0.0,0.5,0.7,0,0.0,0.6,41,0.5,3.218,3.846,145.8,1097.3,0.2,43,0.0,96.1,1078,2.579,0.0,0.0,59,55,99.7,11.0,9.2,99.8,0.0,0.0,0.687,235.2,43,20.0,0.0,0.0,28.2,4289.5,3.2,73.7,49.5,7.0,45,45,1.4,0.4,0.4,0.183,0.0,45,0.0,11.1,7.8,36.0,9.8,0.0,59,1.25,5.1,43.0,1.8,55,0.0,1.0,0.2,45,2.4,1995.1,7.1,11.9,0.0,0.687,21.4,8.191,8.0,0,0.3,17.2,18.4,0.6,316.9,21.6.2026,0.687,43,0.0,0.0,660,0.2,70.2,0.0,0.0,28.7,20.0,0.0,0.0,9.8,0.735,798.0,45,9.0,0.013,70.1,300.0,5.2,0,0.648,1097.3,0.0,0.0,23.1,1097.3,0.0,0,0.0,0.71,0.6,0.709,0.687,0,11.0,11.0,515.6,7.8,308.9,1.006,170.9,1995.1,1.9,2.1
41,28.9,41.0,5549,20:9:35.830,7.4,0.0,0.0,4.506,1097.3,8.4,0.4,41,0.007,7.0,55,0.0,0.0,4.0,1833.0,94.5,40.8,0.5,0.0,79.4,45,57,45,0.4,45,0.0,4.509,6.5,0,18.0,9691,2.5,43,2.3,54.4,0.3,52.7,0.0,1995.1,0.0,57,0.713,0.0,10.6,3.5,55,0.0,0.0,0.0,128.0,0.0,0.4,0.1,18.0,2346,0.0,45,1.2,11516,54.3,8.1,45,11.0,0.0,46.7,0.0,0.0,20.0,59,0.0,1.3,0.0,20.0,2.4,0.0,0.5,0.4,0,0.0,0.6,41,0.5,3.002,1.022,145.8,1097.3,0.2,43,0.0,96.1,1078,1.723,0.0,0.0,59,55,99.7,11.0,9.2,99.8,0.0,0.0,0.764,1.5,43,20.0,0.0,0.0,4.1,1995.1,0.3,73.7,49.5,12.0,45,45,1.3,2.2,0.6,0.128,0.0,45,0.0,11.1,7.8,36.0,9.8,0.0,59,4.375,5.1,43.0,0.3,55,0.0,0.9,0.2,45,5.3,1995.1,7.1,11.9,0.0,0.759,21.4,4.489,8.0,0,0.3,0.4,18.4,0.4,43.1,21.6.2026,0.689,43,0.0,0.0,660,0.2,70.2,0.0,0.0,28.7,20.0,0.0,0.0,4.0,0.735,1396.6,45,9.0,0.013,70.1,300.0,5.2,0,0.731,1895.4,0.0,0.0,9.5,1895.4,0.0,0,0.0,0.705,0.5,0.712,0.689,0,11.0,11.0,231.0,2.0,8.9,0.802,39.2,1995.1,0.0,0.0
41,17.3,41.0,5548,20:9:36.841,6.3,0.0,0.0,4.506,1097.3,4.2,0.6,41,0.007,5.0,57,0.3,0.0,4.4,1533.7,106.7,40.8,0.6,0.0,99.7,43,58,43,0.0,45,0.0,4.509,6.6,0,15.8,9691,0.0,43,0.0,81.1,2.1,90.4,0.0,1895.4,0.0,57,0.709,0.1,3.7,8.1,57,0.0,0.0,0.035,89.5,0.0,0.3,0.1,34.3,2347,0.0,43,8.1,11516,54.3,8.1,45,11.0,0.0,46.9,0.0,0.0,14.0,59,0.0,4.2,0.0,19.0,7.7,0.0,0.0,0.5,0,0.0,0.0,42,0.3,3.002,1.022,51.6,1097.3,3.3,43,0.0,91.5,1078,1.723,0.0,0.0,59,57,96.6,11.0,0.5,99.9,0.1,0.0,0.761,2.2,42,7.5,0.0,0.0,12.0,1895.4,0.0,94.9,38.1,7.2,43,44,1.3,2.3,0.6,0.128,0.0,43,0.0,5.2,2.5,42.0,6.6,0.0,58,1.25,23.3,19.0,0.0,57,0.0,0.9,0.2,45,38.2,1396.6,0.0,39.2,0.0,0.689,0.0,4.379,13.0,0,0.5,0.4,15.4,0.6,140.8,21.6.2026,0.687,42,0.0,0.0,660,0.1,70.2,0.0,0.0,12.8,19.0,0.0,0.0,6.6,0.706,1296.8,45,0.1,0.0,87.0,350.0,0.0,0,0.666,1097.3,0.0,0.0,9.2,1895.4,0.0,0,0.0,0.706,0.7,0.689,0.691,0,19.0,11.0,224.9,2.5,8.0,0.717,52.9,1895.4,0.5,34.3
41,14.0,41.0,5548,20:9:37.839,9.4,0.0,0.0,4.506,1097.3,3.1,0.4,41,0.006,2.3,57,0.2,0.0,4.8,1583.6,115.2,40.8,0.7,0.0,98.2,43,57,43,1.8,45,0.0,4.344,6.3,0,13.9,9691,0.3,44,0.0,79.1,2.0,86.7,0.0,1895.4,0.0,56,0.708,0.0,0.0,4.4,57,0.0,0.0,0.08,47.2,0.0,0.2,1.1,13.9,2347,0.0,43,4.3,11515,54.3,8.1,45,11.0,0.0,48.6,0.0,0.0,19.0,59,0.0,7.8,0.0,19.0,1.9,0.0,0.2,0.4,0,0.0,0.0,44,0.3,2.842,1.033,36.7,1097.3,3.4,43,0.0,95.4,1078,1.63,0.0,0.0,59,57,96.5,11.0,1.6,99.9,0.0,0.0,0.758,26.7,42,9.2,0.0,0.0,2.1,1795.6,1.9,97.5,47.7,4.2,44,44,0.8,3.8,0.5,0.136,0.0,43,0.0,6.1,1.7,42.0,3.2,0.0,56,2.5,18.8,18.0,0.4,57,0.0,0.5,0.1,45,36.9,1895.4,0.0,34.0,0.0,0.69,1.1,4.056,8.0,0,0.0,0.8,15.9,0.5,31.5,21.6.2026,0.708,43,0.0,0.0,660,0.0,70.2,0.0,0.0,2.9,19.0,0.0,0.0,3.2,0.712,798.0,45,1.4,0.005,97.0,350.0,0.0,0,0.648,1097.3,0.0,0.0,6.5,1895.4,0.0,0,0.0,0.712,0.5,0.708,0.708,0,19.0,11.0,156.7,1.7,17.5,0.706,39.2,1895.4,0.0,0.0
