P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
68,0.0,41.0,6618,20:30:21.364,52.8,0.0,0.0,3.333,1097.3,10.6,0.5,42,0.003,0.1,55,2.1,0.0,79.8,2419.1,2065.6,38.0,7.1,0.0,62.9,45,52,45,17.0,65,0.0,35,4.331,271.1,0,0.0,9158,47.4,46,4.4,46.3,0.2,5.5,0.0,1396.6,0.0,54,1.029,0.0,7.7,0.1,55,0.0,0.0,5.62,1.4,0.0,0.1,25.0,52.8,1277,0.0,45,0.0,12049,56.8,7.5,65,11.0,0.0,52.9,0.0,0.0,45.0,32,0.0,0.0,0.0,14.0,1.2,0.0,0.0,0.5,0,0.0,0.0,48,2.1,2.9,0.966,405.1,1097.3,0.3,65,0.0,99.9,994,1.691,0.0,0.0,58,55,99.6,11.0,47.5,100.0,0.0,1.022,637.4,40,53.0,0.0,0.0,4.6,3890.5,1.4,27.0,2.6,0.0,68,44,0.4,1.6,10.5,0.132,0.0,45,5.9,7.2,15.7,36.0,13.3,0.0,52,18.75,0.0,39.0,23.7,55,0.0,0.3,35,0.1,45,3.8,4489.0,13.7,89.7,0.0,1.022,33.3,12.713,39.0,0,0.0,71.9,24.2,0.5,22.8,21.6.2026,0.979,48,0.0,0.0,683,0.0,83.8,0.0,0.0,1.9,14.0,0.0,0.0,13.3,1.021,3890.5,45,17.2,0.0,97.8,300.0,15.3,0,0.986,2992.7,0.0,0.0,0.0,2992.7,0.0,0,0.0,1.029,0.8,1.024,1.007,0,30.0,30.0,0.6,15.7,1855.7,1.05,485.9,1396.6,1.4,9.8
70,0.0,42.0,6635,20:30:22.368,42.2,0.0,0.0,3.333,1097.3,16.1,27.5,59,0.004,0.6,53,0.0,0.0,66.0,2331.8,1701.1,38.0,12.5,0.0,41.5,47,49,47,25.9,75,0.0,35,14.97,281.5,0,9.5,9156,58.0,45,0.0,34.3,19.9,0.0,0.0,4189.8,0.0,55,1.004,0.1,12.0,0.6,53,0.0,0.0,0.0,10.4,0.0,0.3,34.4,58.0,1260,1.6,47,0.0,12051,56.8,7.5,66,11.0,0.0,43.9,0.0,0.0,26.0,30,0.0,0.0,0.0,44.0,13.3,0.0,0.2,0.5,0,0.0,0.0,48,0.2,3.406,10.934,491.6,1097.3,31.0,66,0.0,99.3,994,4.383,0.0,0.0,41,53,67.1,11.0,57.9,97.7,0.0,1.046,842.8,39,42.8,0.0,0.0,20.8,1396.6,0.0,23.5,10.8,0.2,70,44,0.9,33.4,12.5,0.221,0.0,47,3.3,12.7,20.3,36.0,17.5,0.0,52,10.0,0.0,14.0,0.0,53,0.0,0.7,35,0.1,45,347.6,2593.7,26.9,72.2,0.0,1.051,51.7,16.554,16.0,0,5.5,95.4,23.4,0.7,232.8,21.6.2026,1.051,51,0.0,0.0,683,2.0,84.0,0.0,0.0,20.2,42.0,0.0,0.0,17.5,0.965,1596.1,45,26.2,0.004,78.4,300.0,5.1,0,0.691,2793.2,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.032,0.6,0.754,1.061,0,11.0,28.0,0.5,20.3,2453.2,0.718,586.1,4389.3,1.7,13.5
70,0.0,42.0,6631,20:30:23.370,37.0,0.0,0.0,3.333,2194.6,11.0,4.4,57,0.004,0.1,53,0.0,0.0,52.2,2980.2,1338.0,38.0,22.0,0.0,67.2,47,49,47,22.4,69,0.0,35,17.065,902.6,0,0.0,9157,46.3,45,0.0,45.0,0.1,10.7,0.0,4189.8,0.0,55,1.026,0.0,14.1,0.1,53,0.0,0.0,0.0,1.3,0.0,0.2,30.5,46.3,1264,0.2,47,0.0,12050,56.8,7.5,51,22.0,0.0,51.8,0.0,0.0,45.0,30,0.0,0.0,0.0,14.0,1.7,0.0,0.5,0.5,0,0.0,0.0,45,0.5,3.239,13.175,413.5,2992.7,0.1,51,0.0,99.8,994,4.914,0.0,0.0,43,53,99.8,30.0,46.6,99.6,0.0,1.039,777.1,39,37.5,0.0,0.0,2.3,4489.0,0.0,24.5,0.0,1.5,70,44,0.9,0.0,34.9,0.265,0.0,47,5.1,8.1,16.1,36.0,12.4,0.0,55,10.0,0.0,45.0,0.0,53,0.0,0.6,35,0.1,45,2.1,4489.0,7.7,77.4,0.0,1.049,43.2,15.191,39.0,0,16.8,73.6,29.9,0.6,29.9,21.6.2026,1.051,51,0.0,0.0,683,0.4,83.9,0.0,0.0,2.4,42.0,0.0,0.0,12.4,1.044,3890.5,45,22.5,0.012,97.2,300.0,12.8,0,0.988,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.044,0.4,1.026,1.064,0,11.0,30.0,0.5,16.1,1904.1,1.051,495.6,1396.6,0.2,22.0
41,0.0,42.0,6231,20:30:24.387,31.5,0.0,0.0,3.333,1097.3,8.5,1.3,42,0.004,0.1,56,0.0,0.0,39.6,1047.4,1009.5,38.0,22.6,0.0,74.8,43,58,44,17.0,45,0.0,35,14.131,906.5,0,1.4,9571,24.1,39,0.0,54.7,0.6,34.0,0.0,997.6,0.0,61,0.653,0.0,32.0,0.2,56,0.0,0.0,0.0,1.8,0.0,0.2,21.2,31.5,1664,0.1,43,0.1,11636,54.8,7.5,45,11.0,0.0,50.0,0.0,0.0,11.0,59,0.0,1.4,0.0,10.0,2.9,0.0,0.4,0.6,0,0.0,0.0,44,0.4,3.283,10.276,276.8,1097.3,1.0,44,0.0,99.8,994,4.337,0.0,0.0,58,57,98.9,11.0,24.4,99.9,0.0,0.684,532.4,39,32.0,0.0,0.0,4.5,897.8,0.0,33.1,0.0,0.0,44,44,0.6,0.8,35.0,0.249,0.0,44,0.0,8.4,11.0,36.0,8.4,0.0,56,1.875,2.7,9.0,0.0,57,0.0,0.5,35,0.1,45,10.6,1097.3,5.6,77.0,0.0,0.689,29.8,12.719,4.0,0,0.0,31.9,10.5,0.8,51.9,21.6.2026,0.686,42,0.0,0.0,683,0.1,78.9,0.0,0.0,4.6,10.0,0.0,0.0,8.4,0.674,399.0,45,17.2,0.046,95.1,300.0,6.3,0,0.636,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.655,0.5,0.66,0.685,0,11.0,11.0,0.4,11.0,805.5,0.682,331.9,997.6,0.0,21.3
41,0.0,41.0,6212,20:30:25.397,19.9,0.0,0.0,3.333,1097.3,3.2,0.4,41,0.001,0.1,56,0.0,0.0,10.1,1421.5,242.6,38.2,0.0,0.0,87.4,44,57,44,4.4,45,0.0,35,11.204,0.4,0,0.0,9590,8.6,43,0.0,70.5,0.7,24.8,0.0,1496.3,0.0,57,0.662,0.1,16.7,0.2,56,0.0,0.0,0.0,1.5,0.1,0.5,2.6,19.9,1683,0.0,44,6.3,11617,54.7,7.5,45,11.0,0.0,49.4,0.0,0.0,15.0,59,0.0,1.9,0.1,14.0,2.0,0.0,0.0,0.6,0,0.0,0.0,40,0.0,3.092,7.475,39.9,1097.3,1.1,43,0.0,99.8,994,3.387,0.0,0.0,59,56,98.8,11.0,9.9,99.9,0.1,0.732,60.7,38,20.2,0.0,0.0,3.7,1396.6,0.0,69.8,0.0,0.0,44,44,1.7,0.0,0.0,0.195,0.0,44,0.0,9.3,1.8,36.0,3.1,0.0,60,2.5,14.1,14.0,0.5,56,0.0,1.2,35,0.3,45,12.4,1496.3,7.4,99.9,0.0,0.732,50.2,4.477,8.0,0,0.0,5.4,14.2,0.7,35.2,21.6.2026,0.688,43,0.0,0.0,683,0.0,78.6,0.0,0.0,3.3,15.0,0.0,0.0,3.1,0.691,798.0,45,4.0,0.0,96.4,300.0,0.0,0,0.648,1695.9,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.669,0.6,0.667,0.688,0,17.0,17.0,0.4,1.8,123.8,0.69,47.7,1396.6,0.0,0.5
38,0.0,41.0,6212,20:30:26.404,17.8,0.0,0.0,3.333,1097.3,2.9,1.2,41,0.006,0.1,57,0.0,0.0,8.6,1022.5,209.0,38.2,0.0,0.0,96.4,43,58,43,1.5,44,0.0,35,4.251,0.5,0,2.1,9589,11.1,43,0.0,78.3,1.3,29.4,0.0,897.8,0.0,57,0.655,0.0,0.9,0.2,57,0.0,0.0,0.0,1.7,0.0,0.1,0.6,21.2,1683,0.1,43,3.4,11618,54.7,7.5,44,11.0,0.0,49.2,0.0,0.0,10.0,62,0.0,7.6,0.0,10.0,2.3,0.0,0.5,0.4,0,0.0,0.0,42,0.5,2.804,0.956,36.6,1097.3,2.1,44,0.0,99.7,994,1.615,0.0,0.0,59,57,97.8,11.0,9.3,99.8,0.0,0.691,11.6,38,17.9,0.0,0.0,4.4,897.8,19.2,87.7,0.0,0.7,43,44,0.3,4.1,0.0,0.133,0.0,43,0.0,6.4,1.6,36.0,8.4,0.0,58,1.25,14.7,9.0,21.2,57,0.0,0.2,35,0.0,44,23.3,997.6,1.9,99.9,0.0,0.691,48.5,3.94,4.0,0,16.1,6.0,10.2,0.4,40.3,21.6.2026,0.684,42,0.0,0.0,683,0.1,78.6,0.0,0.0,3.8,9.0,0.0,0.0,8.4,0.674,399.0,44,1.0,0.015,95.8,300.0,0.0,0,0.636,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.65,0.4,0.654,0.691,0,11.0,11.0,0.4,1.6,149.9,0.681,43.6,997.6,2.2,0.0
39,0.0,41.0,6211,20:30:27.413,20.2,0.0,0.0,3.333,1097.3,4.2,1.0,40,0.003,0.1,57,0.2,0.0,11.5,1184.6,277.6,38.2,2.9,0.0,88.4,44,58,43,3.9,45,0.0,35,4.115,51.8,0,0.0,9588,12.5,43,0.0,70.1,0.9,22.3,0.0,1197.1,0.0,57,0.66,5.3,4.9,0.2,56,4.7,0.0,0.122,1.9,0.2,0.3,2.7,20.2,1683,0.1,44,3.6,11619,54.7,7.5,44,11.0,0.0,48.8,0.0,0.0,13.0,61,0.0,3.2,0.1,12.0,4.2,0.0,0.1,0.5,0,0.0,0.0,42,0.3,2.776,0.894,53.8,1097.3,1.5,44,0.0,99.7,994,1.636,0.0,0.0,60,56,98.4,11.0,13.3,99.9,0.1,0.689,56.3,39,21.3,0.0,0.0,3.6,1097.3,0.0,77.3,4.0,0.0,44,44,1.3,0.0,2.2,0.114,0.0,44,0.0,8.2,2.4,36.0,3.5,0.0,58,1.25,10.9,11.0,0.0,56,0.0,0.8,35,0.2,45,15.3,1296.8,4.7,92.4,0.0,0.69,51.6,4.893,5.0,0,0.0,6.9,11.9,1.3,75.2,21.6.2026,0.684,42,0.0,0.0,683,0.1,78.6,0.0,0.1,7.1,12.0,0.0,0.0,3.5,0.674,498.8,44,4.5,0.014,92.5,300.0,0.0,0,0.618,1396.6,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.66,0.5,0.659,0.689,0,11.0,14.0,0.4,2.4,163.4,0.661,64.2,1197.1,0.0,2.3
40,0.1,40.0,6211,20:30:28.424,16.1,0.0,0.0,3.333,1097.3,3.1,1.1,41,0.003,0.1,57,0.2,0.0,8.2,1047.4,195.6,38.2,0.1,0.0,96.5,43,58,43,1.4,44,0.0,35,4.699,0.6,0,0.4,9589,12.1,43,0.0,78.3,1.1,45.1,0.0,997.6,0.0,57,0.656,0.1,12.5,0.2,57,0.1,0.0,0.064,1.7,0.1,0.2,0.6,16.1,1683,0.1,43,11.8,11618,54.7,7.5,44,11.0,0.0,49.1,0.0,0.0,11.0,60,0.0,2.6,0.1,10.0,3.0,0.0,0.0,0.7,0,0.0,0.0,42,0.2,2.993,1.217,37.3,1097.3,1.8,43,0.0,99.7,994,1.782,0.0,0.0,59,57,98.0,11.0,12.0,99.8,0.1,0.69,12.0,38,16.5,0.0,0.0,7.8,798.0,0.0,71.8,0.0,0.5,43,43,0.6,5.1,0.0,0.129,0.0,43,0.0,5.9,1.7,36.0,4.2,0.0,58,1.25,21.2,8.0,0.0,57,0.0,0.5,35,0.1,44,20.1,1097.3,1.7,99.8,0.0,0.693,32.9,3.705,4.0,0,1.9,6.7,10.5,0.7,52.8,21.6.2026,0.685,42,0.0,0.0,683,0.1,78.6,0.0,0.0,4.6,10.0,0.0,0.0,4.2,0.674,399.0,44,1.1,0.08,95.0,300.0,0.0,0,0.631,1197.1,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.654,0.6,0.654,0.69,0,11.0,12.0,0.6,1.7,161.4,0.671,44.5,997.6,1.9,3.4
64,0.0,40.0,6391,20:30:29.428,27.4,0.0,0.0,3.333,1097.3,5.3,4.2,56,0.003,0.2,53,9.2,0.0,30.9,2207.1,786.9,38.2,0.1,0.0,85.5,47,50,47,4.6,64,0.0,35,3.958,2.1,0,1.7,9181,26.7,44,0.0,68.7,0.4,35.0,0.0,1396.6,0.0,56,0.975,0.0,12.9,0.2,53,0.0,0.0,38.351,2.9,0.0,0.3,5.0,27.4,1504,0.3,47,9.9,12026,56.7,7.5,57,11.0,0.0,50.1,0.0,0.0,45.0,36,0.0,1.0,0.0,42.0,2.3,0.0,0.0,0.7,0,0.0,0.0,45,9.2,2.646,0.881,161.6,1097.3,0.5,57,0.0,99.7,994,1.515,0.0,0.0,44,53,99.4,11.0,26.6,99.6,0.0,1.061,119.9,39,27.8,0.0,0.0,2.1,1396.6,17.9,54.7,0.0,0.4,64,43,1.0,0.0,0.1,0.12,0.0,47,1.6,6.6,6.4,36.0,7.4,0.0,55,18.75,16.3,14.0,6.0,53,0.0,0.7,35,0.2,45,6.8,4489.0,8.8,99.7,0.0,1.046,31.0,5.514,36.0,0,0.0,37.9,22.1,0.6,40.7,21.6.2026,1.06,50,0.0,0.0,683,0.3,80.9,0.0,0.0,3.4,14.0,0.0,0.0,7.4,1.025,3591.2,45,4.5,0.0,96.2,300.0,3.9,0,0.923,2892.9,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.976,0.8,1.04,1.06,0,11.0,29.0,0.5,6.4,972.6,0.981,193.2,4189.8,0.0,1.8
63,0.0,41.0,6563,20:30:30.420,28.6,0.0,0.0,3.333,1097.3,10.6,0.5,45,0.001,0.1,56,0.0,0.0,38.4,2843.0,989.4,38.2,17.3,0.0,84.4,45,51,44,10.4,61,0.0,35,7.419,681.1,0,0.0,9157,67.0,45,0.0,43.9,0.2,6.5,0.0,4389.3,0.0,55,0.719,0.0,24.4,0.1,55,0.1,0.0,0.007,1.4,0.0,0.3,16.0,67.0,1332,0.0,45,0.0,12050,56.8,7.5,72,11.0,0.0,50.7,0.0,0.0,45.0,37,0.0,0.0,0.0,14.0,1.4,0.0,0.2,0.7,0,0.0,0.0,57,0.2,2.832,4.074,419.6,1097.3,0.2,72,0.0,99.9,994,2.568,0.0,0.0,55,55,99.8,11.0,67.8,100.0,0.0,1.036,407.4,39,29.7,0.0,0.0,2.5,4189.8,8.0,2.6,0.0,1.0,63,43,1.0,2.5,26.3,0.159,0.0,45,3.1,10.6,16.2,36.0,12.4,0.0,43,18.75,0.0,42.0,0.0,55,0.0,0.8,35,0.2,45,4.1,4489.0,2.7,82.3,0.0,1.046,57.5,17.27,36.0,0,0.0,112.1,28.5,0.5,25.3,21.6.2026,1.036,49,0.0,0.0,683,0.0,83.1,0.0,0.0,1.7,44.0,0.0,0.0,12.4,0.994,3591.2,45,11.0,0.037,98.1,300.0,4.7,0,0.923,2992.7,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.035,0.5,1.033,1.036,0,31.0,30.0,0.4,16.2,2923.6,1.016,503.3,1396.6,11.7,16.7
67,0.0,41.0,6562,20:30:31.425,36.2,0.0,0.0,3.333,2892.9,10.2,0.4,56,0.005,0.1,51,0.2,0.0,51.8,2955.3,1337.5,38.2,15.7,0.0,91.7,49,49,49,7.4,70,0.0,35,18.045,684.6,0,0.4,9161,61.0,45,0.0,49.6,0.7,16.2,0.0,4090.0,0.0,55,1.074,0.1,15.1,0.1,51,0.0,0.0,0.099,1.5,0.0,0.1,9.6,61.0,1333,0.0,49,0.0,12046,56.8,7.5,68,29.0,0.0,52.7,0.0,0.0,45.0,33,0.0,0.0,0.0,38.0,1.4,0.0,0.0,0.6,0,0.0,0.0,46,0.2,3.39,14.028,408.0,1097.3,1.0,68,0.0,99.8,994,4.882,0.0,0.0,44,51,98.9,11.0,59.8,100.0,0.0,0.964,245.2,40,36.3,0.0,0.0,0.9,1396.6,0.4,6.6,0.0,0.0,67,43,0.3,0.0,26.4,0.237,0.0,49,7.7,6.4,15.9,42.0,12.7,0.0,54,16.25,0.0,14.0,18.1,51,0.0,0.2,35,0.0,45,12.3,4489.0,0.0,84.1,0.0,1.077,35.8,16.276,39.0,0,10.1,101.2,29.6,0.4,24.7,21.6.2026,1.069,51,0.0,0.0,683,0.0,83.1,0.0,0.0,2.0,41.0,0.0,0.0,12.7,1.029,3890.5,45,7.0,0.013,97.7,350.0,17.7,0,0.988,2892.9,0.0,0.0,0.0,2992.7,0.0,0,0.0,0.968,0.5,1.054,0.964,0,30.0,29.0,0.5,15.9,2587.4,1.062,489.4,3790.7,0.4,17.2
67,0.0,41.0,6567,20:30:32.426,0.0,0.0,0.0,3.333,2793.2,13.0,50.8,55,0.0,0.7,53,0.2,0.0,1.8,2868.0,39.2,38.2,20.7,0.0,66.3,47,49,47,18.6,67,0.0,35,15.983,746.1,0,0.0,9153,62.0,48,0.0,36.4,4.1,4.6,0.0,3990.2,0.0,52,1.052,6.7,26.5,1.1,53,1.4,0.0,0.055,12.4,40.6,0.4,24.8,62.0,1328,2.8,47,0.0,12054,56.8,7.5,61,28.0,0.0,49.8,0.0,0.0,45.0,33,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.5,0,0.0,2.6,52,0.3,3.17,12.206,462.2,1097.3,6.4,61,0.0,98.8,994,4.739,0.0,0.0,45,53,93.1,11.0,62.0,95.4,0.0,1.053,632.8,40,2.5,0.0,0.0,0.0,1895.4,0.0,2.2,3.0,1.1,67,44,1.2,9.1,29.0,0.214,0.0,47,0.4,11.5,18.1,42.0,13.3,0.0,48,12.5,0.0,19.0,43.4,53,0.0,0.9,35,0.2,45,75.4,4489.0,12.5,72.6,0.0,1.028,49.6,17.041,39.0,0,0.0,99.3,28.8,1417.4,0.6,21.6.2026,1.068,51,0.0,0.0,683,4.4,83.1,0.0,55.1,0.0,40.0,0.0,0.0,13.3,1.054,3890.5,45,18.7,0.01,99.9,350.0,7.9,0,0.986,1097.3,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.063,0.9,1.042,1.062,0,31.0,11.0,0.5,18.1,2570.3,1.061,548.4,4489.0,5.9,19.5
39,0.0,41.0,6187,20:30:33.440,0.2,0.0,0.0,3.333,1097.3,10.5,65.3,41,0.005,1.3,57,0.0,0.0,0.3,1072.4,4.0,38.2,9.3,0.0,42.9,43,58,43,18.9,45,0.0,35,18.098,279.5,0,3.0,9585,40.5,43,0.0,37.5,4.8,12.9,0.0,997.6,0.0,57,0.655,0.0,36.5,2.0,57,0.0,0.0,0.004,22.7,41.7,0.2,18.2,41.4,1708,3.6,44,0.0,11622,54.8,7.6,45,11.0,0.1,49.3,0.0,0.0,12.0,61,0.0,0.6,0.1,11.0,0.1,0.0,1.1,1.6,0,0.0,0.0,42,1.2,3.431,14.0,289.0,1097.3,7.4,44,0.0,97.9,1010,5.058,0.0,0.0,59,56,92.0,11.0,40.5,93.9,0.0,0.683,451.3,40,0.3,0.0,0.0,7.1,897.8,0.0,11.8,7.1,4.9,44,44,0.6,7.7,11.0,0.269,0.0,43,2.5,14.6,11.7,36.0,11.6,0.0,58,8.75,1.7,9.0,41.4,57,0.0,0.4,35,0.1,45,83.0,1197.1,34.8,82.6,0.0,0.689,38.8,15.29,4.0,0,0.0,52.8,10.8,1214.5,0.9,21.6.2026,0.683,42,0.0,0.0,683,5.9,78.3,0.0,47.8,0.1,10.0,0.0,0.0,11.6,0.674,399.0,45,19.1,17.377,99.9,300.0,8.1,0,0.636,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.654,0.5,0.665,0.683,0,11.0,11.0,0.4,11.7,1344.6,0.678,338.0,1097.3,6.0,9.2
41,0.0,41.0,6185,20:30:34.452,0.0,0.0,0.0,3.333,1097.3,3.4,28.4,41,0.003,0.2,57,7.7,0.0,0.5,1035.0,6.0,38.2,0.0,0.0,89.2,43,58,43,3.8,44,0.0,35,11.796,0.5,0,0.6,9587,11.9,41,0.0,71.4,2.5,18.3,0.0,997.6,0.0,59,0.649,0.1,6.3,0.4,57,0.1,0.0,0.292,4.3,17.6,0.3,1.7,17.6,1710,1.6,43,1.5,11620,54.7,7.6,44,11.0,0.0,49.0,0.0,0.0,11.0,59,0.0,4.6,0.0,10.0,0.0,0.0,0.2,0.6,0,0.0,0.0,41,7.9,3.248,7.992,40.2,1097.3,4.3,44,0.0,99.5,1010,3.68,0.0,0.0,59,57,95.2,11.0,11.5,97.1,0.1,0.689,37.7,40,0.6,0.0,0.0,3.6,798.0,7.7,78.2,0.0,0.0,43,44,1.1,4.9,0.0,0.186,0.0,43,0.0,9.0,1.8,42.0,5.3,0.0,59,3.75,9.4,8.0,17.6,57,0.0,0.8,35,0.2,44,43.5,1097.3,5.9,99.8,0.0,0.684,59.6,4.584,4.0,0,9.0,6.1,10.4,215.4,0.4,21.6.2026,0.684,42,0.0,0.0,683,2.7,78.3,0.0,8.9,0.0,10.0,0.0,0.0,5.3,0.671,399.0,44,3.3,0.004,99.9,350.0,0.0,0,0.636,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.654,0.5,0.658,0.684,0,11.0,11.0,0.4,1.8,144.8,0.669,45.0,997.6,3.3,0.6
