P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
40,0.0,41.0,6184,20:30:35.449,0.0,0.0,0.0,3.333,997.6,2.9,9.0,41,0.004,0.1,57,0.0,0.0,0.6,1010.0,6.7,38.2,0.2,0.0,93.2,43,58,43,2.3,44,0.0,36,4.391,2.4,0,0.0,9588,7.4,41,0.0,76.8,1.5,35.7,0.0,897.8,0.0,59,0.655,0.0,9.8,0.2,57,0.0,0.0,0.0,1.9,18.8,0.2,3.0,17.5,1711,0.5,43,9.7,11619,54.7,7.6,44,10.0,0.0,49.5,0.0,0.0,10.0,60,0.0,2.8,0.1,10.0,0.0,0.0,0.2,0.5,0,0.0,0.0,42,0.2,2.949,0.958,38.3,1097.3,2.5,43,0.0,99.8,1010,1.734,0.0,0.0,59,57,97.2,11.0,8.6,99.1,0.1,0.686,70.1,39,0.7,0.0,0.0,0.4,897.8,0.0,78.5,0.0,2.0,43,43,0.8,0.0,0.1,0.125,0.0,43,0.0,6.6,1.7,36.0,2.5,0.0,58,1.25,16.5,9.0,17.5,57,0.0,0.5,36,0.1,44,27.0,997.6,2.4,99.6,0.0,0.686,40.6,4.094,4.0,0,0.0,4.7,10.1,227.8,0.5,21.6.2026,0.68,42,0.0,0.0,683,0.7,78.3,0.0,9.4,0.0,9.0,0.0,0.0,2.5,0.673,399.0,44,3.3,0.003,99.9,300.0,0.0,0,0.613,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.651,0.5,0.655,0.691,0,11.0,11.0,0.4,1.7,112.9,0.678,44.9,997.6,0.0,0.0
40,0.0,41.0,6184,20:30:36.448,6.7,0.0,0.0,3.333,1596.1,2.7,19.9,41,0.005,0.1,57,0.0,0.0,0.6,1334.2,7.4,38.2,0.1,0.0,95.2,43,58,43,1.9,45,0.0,35,4.096,1.3,0,0.5,9587,8.2,43,0.0,83.4,2.5,56.7,0.0,1496.3,0.0,57,0.668,0.2,5.1,0.2,57,0.1,0.0,0.0,2.1,14.4,0.2,0.7,23.0,1711,1.1,43,16.4,11620,54.7,7.6,44,16.0,0.0,49.2,0.0,0.0,14.0,60,0.0,2.1,0.0,15.0,0.0,0.0,0.0,0.5,0,0.0,0.0,42,0.0,2.742,0.902,34.9,1097.3,4.0,43,0.0,99.7,1010,1.584,0.0,0.0,59,57,95.7,11.0,9.4,98.1,0.0,0.69,15.1,39,0.7,0.0,0.0,0.5,1396.6,23.0,82.2,0.0,0.7,43,43,0.8,5.9,0.1,0.123,0.0,43,0.0,3.9,1.6,36.0,5.2,0.0,58,1.875,27.8,14.0,14.3,57,0.0,0.6,35,0.1,45,45.1,1396.6,2.3,99.7,0.0,0.69,23.5,3.871,8.0,0,0.5,5.8,13.4,185.0,0.6,21.6.2026,0.726,42,0.0,0.0,683,1.8,78.3,0.0,7.7,0.1,15.0,0.0,0.0,5.2,0.686,798.0,44,1.4,0.0,99.9,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.668,0.5,0.663,0.691,0,11.0,11.0,0.4,1.6,140.8,0.693,39.7,1496.3,0.0,0.6
40,0.0,41.0,6184,20:30:37.458,0.0,0.0,0.0,3.333,1097.3,3.4,6.3,39,0.001,0.1,57,2.2,0.0,0.6,1147.2,7.8,38.2,0.1,0.0,94.6,43,58,43,2.4,45,0.0,36,3.62,1.2,0,0.0,9587,9.0,43,0.0,75.9,2.9,34.3,0.0,1197.1,0.0,57,0.66,0.1,10.6,0.2,57,0.0,0.0,0.284,2.2,22.0,0.3,1.2,21.5,1711,0.4,43,4.0,11619,54.7,7.6,44,11.0,0.0,49.2,0.0,0.0,12.0,60,0.0,2.1,0.1,12.0,0.0,0.0,0.2,0.6,0,0.0,0.0,40,2.3,2.343,0.876,42.6,1296.8,4.7,43,0.0,99.7,1010,1.356,0.0,0.0,61,57,94.9,13.0,10.4,99.4,0.0,0.69,26.2,39,0.7,0.0,0.0,0.0,997.6,0.0,75.2,0.0,0.0,43,43,1.3,5.0,0.1,0.107,0.0,43,0.0,6.3,1.9,42.0,3.6,0.0,60,1.25,17.7,10.0,21.5,57,0.0,0.8,36,0.2,44,52.4,1197.1,2.2,99.7,0.0,0.69,37.3,4.406,5.0,0,1.8,5.4,11.5,283.3,0.6,21.6.2026,0.691,42,0.0,0.0,683,0.6,78.3,0.0,11.6,0.1,12.0,0.0,0.0,3.6,0.68,498.8,44,2.2,0.065,99.9,300.0,0.0,0,0.651,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.658,0.6,0.665,0.701,0,11.0,11.0,0.5,1.9,129.2,0.688,50.2,1197.1,3.7,0.0
46,0.0,40.0,6188,20:30:38.469,6.4,0.0,0.0,3.333,3092.4,6.4,21.2,44,0.006,0.3,55,7.7,0.0,0.6,2182.2,6.5,38.2,3.3,0.0,94.0,45,54,45,5.4,61,0.0,35,4.567,133.7,0,1.8,9576,36.0,43,0.0,66.2,2.5,30.1,0.0,399.0,0.0,57,0.914,0.0,17.6,0.3,55,0.0,0.0,9.789,4.2,28.9,0.1,7.0,36.0,1707,1.2,45,4.6,11631,54.8,7.6,53,31.0,0.0,49.5,0.0,0.0,41.0,54,0.0,0.7,0.0,14.0,0.0,0.0,0.4,0.8,0,0.0,0.0,58,8.0,2.973,1.093,199.6,2992.7,3.3,53,0.0,99.6,1010,1.7,0.0,0.0,56,55,96.3,30.0,34.0,98.2,0.0,0.954,179.0,40,0.4,0.0,0.0,1.9,1396.6,10.0,44.0,0.0,3.5,58,43,0.5,3.6,5.2,0.139,0.0,45,0.0,6.8,7.9,36.0,9.7,0.0,42,14.375,8.6,14.0,28.6,55,0.0,0.4,35,0.1,45,45.3,4090.0,0.0,96.5,0.0,0.953,37.1,6.462,39.0,0,4.7,47.3,21.9,786.3,0.6,21.6.2026,0.939,46,0.0,0.0,683,1.6,78.3,0.0,30.8,0.0,4.0,0.0,0.0,9.7,0.972,3890.5,45,5.1,0.108,99.9,300.0,2.0,0,0.986,1097.3,0.0,0.0,0.0,2992.7,0.0,0,0.0,1.044,0.5,0.952,0.954,0,30.0,11.0,0.6,7.9,1216.8,1.069,237.0,1396.6,4.9,9.2
59,0.0,40.0,6190,20:30:39.485,0.0,0.0,0.0,3.333,3092.4,10.1,15.6,53,0.002,0.1,54,0.1,0.0,0.7,2643.5,7.7,38.2,3.6,0.0,80.9,46,52,46,13.5,65,0.0,35,8.87,141.0,0,0.0,9578,57.9,44,3.2,46.1,2.2,7.4,0.0,4289.5,0.0,56,0.905,0.0,32.9,0.1,54,0.0,0.0,0.131,1.4,41.6,0.4,20.3,57.9,1705,0.9,46,0.0,11629,54.8,7.6,61,31.0,0.0,51.3,0.0,0.0,14.0,41,0.0,0.0,0.0,38.0,0.0,0.0,0.2,0.6,0,0.0,0.0,48,0.3,3.074,5.296,396.1,1097.3,3.2,61,0.0,99.8,1010,2.942,0.0,0.0,47,54,96.5,11.0,57.6,98.6,0.0,1.04,521.7,40,0.4,0.0,0.0,0.0,3391.7,16.8,0.0,0.0,0.0,59,43,1.3,2.9,5.5,0.123,0.0,46,4.1,9.7,15.5,42.0,11.3,0.0,52,11.875,0.0,34.0,41.3,54,0.0,1.0,35,0.2,45,40.4,1396.6,0.8,96.1,0.0,1.032,43.6,14.823,27.0,0,0.0,93.9,26.5,1601.8,0.5,21.6.2026,1.05,48,0.0,0.0,683,1.3,78.4,0.0,62.0,0.0,43.0,0.0,0.0,11.3,0.961,2693.4,45,13.7,0.006,99.9,350.0,8.6,0,0.806,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.067,0.5,0.645,1.04,0,11.0,30.0,0.5,15.5,2421.2,0.908,473.6,3790.7,0.0,3.5
68,0.0,41.0,6191,20:30:40.494,5.8,0.0,0.0,3.333,3092.4,9.8,17.2,57,0.005,0.1,53,0.0,0.0,0.6,2444.0,6.9,38.2,0.3,0.0,95.0,47,50,47,1.4,68,0.0,35,15.227,11.2,0,1.1,9579,81.4,40,0.0,51.0,1.6,9.8,0.0,3990.2,0.0,60,1.044,0.1,18.1,0.1,53,0.0,0.0,0.0,1.4,30.5,0.0,1.6,81.4,1704,1.0,47,0.0,11628,54.8,7.6,59,31.0,0.1,50.1,0.0,0.0,45.0,32,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.3,0,0.0,0.0,44,0.0,3.29,11.395,395.5,1097.3,1.7,59,0.0,99.8,1010,4.55,0.0,0.0,43,53,98.0,11.0,81.5,98.5,0.0,1.036,40.2,39,0.4,0.0,0.0,0.0,1396.6,0.0,0.0,0.0,0.0,68,43,0.1,1.6,0.5,0.151,0.0,47,4.7,9.0,15.4,42.0,10.2,0.0,56,21.875,0.0,14.0,30.0,53,0.0,0.1,35,0.0,45,26.4,4489.0,2.4,99.2,0.0,1.041,51.4,16.884,39.0,0,0.0,136.4,24.5,1102.3,0.5,21.6.2026,1.049,50,0.0,0.0,683,1.4,78.4,0.0,43.0,0.0,40.0,0.0,0.0,10.2,1.041,3890.5,45,1.8,0.0,99.9,350.0,0.0,0,0.988,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.044,0.3,1.029,1.041,0,11.0,30.0,0.6,15.4,3537.6,1.045,472.7,1396.6,1.0,0.0
59,0.0,41.0,6193,20:30:41.497,0.0,0.0,0.0,3.333,1097.3,9.9,8.3,51,0.004,0.4,55,0.0,0.0,0.7,2020.1,7.5,38.2,3.6,0.0,88.7,45,52,45,6.3,58,0.0,35,16.856,147.2,0,0.8,9580,73.2,45,0.0,47.9,2.5,5.2,0.0,4489.0,0.0,55,1.021,0.0,18.1,0.5,55,0.0,0.0,0.0,7.1,31.2,0.4,8.8,73.2,1702,0.5,45,0.0,11627,54.8,7.6,70,11.0,0.0,50.2,0.0,0.0,45.0,41,0.0,0.0,0.0,14.0,0.2,0.0,0.4,0.6,0,0.0,0.0,49,0.4,2.875,13.581,398.0,1097.3,4.0,70,0.0,99.4,1010,4.417,0.0,0.0,49,55,95.9,11.0,72.8,99.2,0.0,1.025,224.5,39,0.5,0.0,0.0,0.0,1396.6,0.8,1.9,0.0,1.3,59,44,1.2,4.7,5.7,0.131,0.0,45,0.7,10.3,15.5,36.0,10.3,0.0,51,15.0,0.0,14.0,31.5,55,0.0,0.9,35,0.2,45,46.1,4489.0,4.7,95.8,0.0,1.025,59.6,15.598,39.0,0,0.8,122.0,20.2,1173.8,2.8,21.6.2026,1.023,48,0.0,0.0,683,0.7,78.4,0.0,45.5,0.2,45.0,0.0,0.0,10.3,1.026,3890.5,45,5.6,0.111,99.7,300.0,6.6,0,0.983,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.031,0.4,1.026,1.023,0,11.0,11.0,0.4,15.5,3156.8,1.038,476.0,1396.6,1.5,2.9
40,0.0,41.0,6196,20:30:42.493,1.1,0.0,0.0,3.333,1695.9,5.1,31.8,42,0.005,0.2,57,0.0,0.0,0.5,1446.5,5.5,38.2,2.6,0.0,91.3,43,58,43,2.1,45,0.0,35,15.727,35.7,0,0.0,9589,26.9,39,0.0,63.8,1.0,27.5,0.0,1596.1,0.0,61,0.682,0.0,25.2,0.3,57,0.1,0.0,0.0,3.8,22.7,0.3,2.2,26.9,1699,1.8,44,2.3,11618,54.7,7.6,45,17.0,0.0,49.4,0.0,0.0,17.0,60,0.0,0.6,0.1,17.0,0.0,0.0,0.2,0.6,0,0.0,0.0,41,0.2,3.014,12.06,125.0,1097.3,1.6,44,0.0,99.6,1010,4.511,0.0,0.0,58,56,98.2,11.0,27.6,97.1,0.0,0.687,40.3,39,0.5,0.0,0.0,0.0,1596.1,0.0,43.8,3.4,1.1,44,44,1.1,0.0,2.0,0.139,0.0,43,0.0,9.5,5.2,36.0,4.7,0.0,59,2.5,6.8,16.0,21.3,57,0.0,0.8,35,0.2,45,17.8,1695.9,3.6,92.4,0.0,0.688,44.0,10.14,10.0,0,0.0,35.2,14.5,469.9,0.4,21.6.2026,0.732,42,0.0,0.0,683,2.8,78.4,0.0,18.9,0.0,16.0,0.0,0.0,4.7,0.692,997.6,45,3.0,0.005,99.9,300.0,0.5,0,0.641,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.677,0.4,0.687,0.687,0,11.0,11.0,0.4,5.2,893.6,0.697,146.5,1695.9,3.6,0.0
38,0.0,41.0,6196,20:30:43.492,0.0,0.0,0.0,3.333,1496.3,2.8,20.2,41,0.005,0.1,56,0.0,0.0,0.6,1284.4,7.1,38.2,0.0,0.0,99.3,43,58,44,0.7,44,0.0,36,7.367,0.5,0,0.3,9590,8.4,41,0.0,83.7,1.2,49.5,0.0,1197.1,0.0,59,0.691,0.1,3.4,0.1,57,0.1,0.0,0.0,1.6,19.7,0.3,0.2,19.5,1699,1.1,43,12.3,11617,54.7,7.6,44,15.0,0.0,49.4,0.0,0.0,14.0,62,0.0,3.8,0.0,15.0,0.0,0.0,0.2,0.5,0,0.0,0.0,39,0.2,2.991,3.865,34.3,1097.3,2.4,43,0.0,99.8,1010,2.325,0.0,0.0,59,57,97.3,11.0,8.3,98.2,0.0,0.689,4.1,39,0.6,0.0,0.0,0.3,897.8,0.3,86.0,0.0,0.0,44,43,0.9,3.5,0.0,0.14,0.0,43,0.0,3.6,1.5,42.0,3.3,0.0,61,2.5,25.8,9.0,19.5,57,0.0,0.7,36,0.2,45,25.9,1396.6,0.0,99.8,0.0,0.719,25.3,3.974,4.0,0,0.3,4.2,12.9,250.3,0.4,21.6.2026,0.709,42,0.0,0.0,683,1.7,78.4,0.0,10.3,0.0,12.0,0.0,0.0,3.3,0.69,399.0,44,0.4,0.081,99.9,350.0,0.0,0,0.636,1596.1,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.687,0.4,0.664,0.683,0,11.0,16.0,0.4,1.5,99.7,0.677,38.9,1496.3,0.4,6.0
40,0.0,41.0,6195,20:30:44.498,1.1,0.0,0.0,3.333,997.6,3.3,17.6,41,0.004,0.3,57,0.3,0.0,0.5,997.6,6.3,38.2,0.0,0.0,97.6,43,58,43,2.5,44,0.0,35,3.853,0.5,0,0.6,9590,15.5,41,0.0,72.5,2.2,21.9,0.0,897.8,0.0,59,0.648,0.0,9.9,0.4,57,0.0,0.0,0.211,4.5,16.6,0.3,0.9,16.5,1700,1.0,43,1.6,11617,54.7,7.6,44,10.0,0.0,49.3,0.0,0.0,10.0,60,0.0,1.6,0.0,9.0,0.0,0.0,0.0,0.4,0,0.0,0.0,40,0.4,2.564,0.865,40.8,1097.3,3.2,44,0.0,99.5,1010,1.444,0.0,0.0,59,57,96.4,11.0,15.4,98.3,0.0,0.689,23.0,39,0.6,0.0,0.0,0.6,897.8,0.6,70.9,0.0,1.0,43,43,1.0,2.8,0.0,0.114,0.0,43,0.0,8.4,1.8,36.0,3.7,0.0,60,2.5,6.8,9.0,16.5,57,0.0,0.7,35,0.2,45,33.7,997.6,0.0,99.8,0.0,0.689,57.0,4.558,4.0,0,0.6,8.6,10.0,189.9,0.6,21.6.2026,0.684,42,0.0,0.0,683,1.6,78.4,0.0,7.8,0.1,9.0,0.0,0.0,3.7,0.672,399.0,44,1.9,0.093,99.9,300.0,0.0,0,0.613,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.648,0.4,0.648,0.689,0,11.0,11.0,0.4,1.8,212.2,0.682,46.7,897.8,2.2,0.0
39,0.0,41.0,6194,20:30:45.488,13.4,0.0,0.0,3.333,1097.3,2.5,7.9,41,0.006,0.2,57,0.0,0.0,0.6,1209.5,7.4,38.2,0.1,0.0,99.0,43,58,43,0.0,45,0.0,35,4.638,2.1,0,0.0,9590,4.7,41,0.0,88.8,2.7,69.4,0.0,1296.8,0.0,59,0.668,0.0,5.7,0.4,57,0.0,0.0,0.0,4.2,18.4,0.2,0.2,17.3,1700,0.4,43,15.4,11617,54.7,7.6,45,11.0,0.0,49.3,0.0,0.0,14.0,61,0.0,8.6,0.1,14.0,0.0,0.0,0.2,0.7,0,0.0,0.0,40,0.2,2.982,1.139,33.0,1097.3,4.3,43,0.0,99.5,1010,1.698,0.0,0.0,59,57,95.4,11.0,5.3,99.2,0.0,0.688,5.1,39,0.7,0.0,0.0,0.0,1197.1,0.0,87.2,0.0,0.0,43,43,0.7,5.2,0.1,0.135,0.0,43,0.0,1.5,1.5,36.0,3.4,0.0,60,1.25,35.0,12.0,17.3,57,0.0,0.5,35,0.1,45,47.3,1396.6,0.0,99.8,0.0,0.691,6.6,3.851,6.0,0,0.0,2.6,12.1,258.2,0.7,21.6.2026,0.686,42,0.0,0.0,683,0.7,78.4,0.0,10.5,0.1,13.0,0.0,0.0,3.4,0.68,598.5,45,0.4,0.002,99.9,300.0,0.0,0,0.651,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.658,0.4,0.666,0.688,0,11.0,11.0,0.4,1.5,61.3,0.698,38.4,1396.6,0.0,0.0
40,0.0,41.0,6194,20:30:46.480,0.0,0.0,0.0,3.333,997.8,3.4,27.2,41,0.002,0.2,57,0.0,0.0,0.6,997.8,6.6,38.2,0.6,0.0,97.4,43,58,43,2.1,44,0.0,35,3.611,16.6,0,0.7,9590,10.9,39,0.0,73.8,3.2,29.6,0.0,898.0,0.0,61,0.65,0.1,16.4,0.3,57,0.0,0.0,0.0,3.8,18.9,0.4,0.7,18.9,1701,1.5,43,2.3,11616,54.7,7.6,44,10.0,0.0,48.9,0.0,0.0,10.0,60,0.0,1.7,0.0,9.0,0.2,0.0,0.2,0.5,0,0.0,0.0,41,0.2,2.373,0.863,39.1,1097.6,5.4,44,0.0,99.6,1010,1.368,0.0,0.0,59,57,94.2,11.0,10.6,97.4,0.0,0.685,16.4,39,0.7,0.0,0.0,0.9,898.0,0.0,68.9,0.0,2.5,43,43,1.5,6.0,0.6,0.103,0.0,43,0.0,7.8,1.8,36.0,4.0,0.0,59,3.125,10.5,9.0,18.9,57,0.0,0.9,35,0.2,45,58.5,997.8,0.0,99.3,0.0,0.69,45.9,4.214,4.0,0,0.6,4.9,10.0,219.2,3.5,21.6.2026,0.68,42,0.0,0.0,683,2.4,78.4,0.0,9.1,0.3,9.0,0.0,0.0,4.0,0.672,399.1,44,1.6,0.005,99.7,300.0,0.0,0,0.613,1097.6,0.0,0.0,0.0,1097.6,0.0,0,0.0,0.651,0.4,0.655,0.685,0,11.0,11.0,0.4,1.8,115.6,0.677,43.8,898.0,4.5,1.2
43,0.0,41.0,6264,20:30:47.494,5.0,0.0,0.0,3.333,2992.7,9.7,27.0,47,0.007,1.6,56,6.8,0.0,0.5,2868.0,5.5,38.2,20.1,0.0,77.7,44,53,44,11.2,63,0.0,36,4.448,782.5,0,0.3,9432,38.4,45,0.0,48.8,2.8,16.2,0.0,4489.0,0.0,55,1.031,0.1,7.4,2.4,56,0.0,0.0,21.871,28.0,35.1,0.1,13.3,38.4,1630,1.5,44,0.6,11775,55.5,7.6,75,30.0,0.0,52.1,0.0,0.0,45.0,57,0.0,0.3,0.0,45.0,0.3,0.0,0.1,0.6,0,0.0,0.0,63,6.8,2.987,0.956,329.1,1097.3,4.0,75,0.0,97.5,1010,1.685,0.0,0.0,53,56,95.6,11.0,39.4,97.9,0.0,1.031,333.2,40,0.4,0.0,0.0,0.6,1396.6,0.0,29.7,7.5,1.2,63,42,0.4,2.8,30.5,0.137,0.0,44,5.2,7.7,13.0,36.0,9.5,0.0,37,14.375,2.6,14.0,33.9,56,0.0,0.4,36,0.1,45,49.6,4489.0,7.8,71.4,0.0,1.026,39.1,11.183,39.0,0,0.0,57.1,28.8,1244.2,4.9,21.6.2026,1.036,47,0.0,0.0,683,1.9,79.3,0.0,48.4,0.3,45.0,0.0,0.0,9.5,1.032,3890.5,45,12.3,0.003,99.6,300.0,21.0,0,0.986,2892.9,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.031,0.6,1.011,1.031,0,11.0,29.0,0.6,13.0,1473.1,1.057,389.5,4489.0,0.7,20.3
75,0.0,42.0,6281,20:30:48.481,3.1,0.0,0.0,3.333,1097.3,13.1,22.4,61,0.002,0.2,52,0.1,0.0,0.4,2381.7,5.7,38.2,10.8,0.0,81.8,48,45,48,13.2,74,0.0,35,13.467,431.8,0,0.0,9431,86.8,48,0.0,47.4,0.8,19.2,0.0,4289.5,0.0,52,1.048,0.0,7.3,0.2,52,0.0,0.0,0.024,2.9,39.8,0.4,19.9,86.8,1613,1.5,48,0.0,11776,55.5,7.6,73,11.0,0.0,50.4,0.0,0.0,45.0,25,0.0,0.0,0.0,45.0,0.1,0.0,0.5,0.6,0,0.0,0.0,65,0.6,3.24,9.69,543.4,1097.3,0.9,73,0.0,99.7,1010,4.045,0.0,0.0,39,52,98.8,11.0,90.0,98.2,0.0,1.034,508.5,40,0.2,0.0,0.0,0.0,1396.6,18.9,0.0,0.0,1.6,75,43,1.3,0.7,16.7,0.139,0.0,48,4.7,5.5,20.6,42.0,15.3,0.0,35,23.75,0.0,14.0,39.6,52,0.0,0.9,35,0.2,45,13.7,4489.0,2.7,88.7,0.0,1.034,33.6,16.884,39.0,0,5.8,147.6,23.9,1545.3,1.7,21.6.2026,1.04,55,0.0,0.0,683,1.7,79.5,0.0,59.9,0.1,43.0,0.0,0.0,15.3,1.04,3890.5,45,13.3,0.016,99.9,350.0,2.1,0,0.991,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.053,0.5,1.03,1.034,0,11.0,11.0,0.6,20.6,3987.8,1.05,649.6,4489.0,3.4,10.6
