P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
43,48.4,42.0,6818,19:45:45.822,39.8,0.0,0.0,3.706,1097.6,16.3,6.9,44,0.007,18.9,53,0.2,0.0,60.5,2319.9,1542.5,40.2,0.2,0.0,73.9,47,52,47,22.8,60,0.0,36,17.838,4.6,0,49.4,9035,35.2,48,0.0,37.5,0.2,29.3,0.0,4190.8,0.0,52,0.983,1.2,7.2,28.4,53,0.0,0.0,0.467,319.5,0.1,0.4,35.3,49.4,1077,0.1,47,0.0,12172,57.3,7.5,60,11.0,0.1,45.9,0.1,0.0,43.0,57,0.0,0.0,0.1,43.0,14.6,0.0,0.0,2.2,0,0.0,1.8,60,0.2,3.758,13.257,510.0,1097.6,0.2,60,0.0,68.1,1005,5.336,0.0,0.0,56,53,99.7,11.0,33.6,99.3,0.1,0.0,0.99,891.5,40,38.9,0.0,0.0,24.4,1396.9,0.0,46.8,46.8,31.3,60,44,1.5,1.9,0.3,0.415,0.0,47,14.9,8.8,21.1,36.0,18.5,0.0,40,20.625,0.0,14.0,0.0,53,0.0,0.0,1.2,36,0.2,45,2.7,4290.5,2.3,0.0,0.0,0.663,13.7,17.833,39.0,0,15.8,52.8,23.2,2.0,250.6,21.6.2026,0.993,48,0.0,0.0,598,0.6,86.3,0.0,0.1,22.5,42.0,0.0,0.0,18.5,0.96,3891.4,45,22.1,0.0,74.9,300.0,8.7,0,0.978,1097.6,0.0,0.0,70.2,1097.6,0.0,0,0.0,1.031,3.1,0.975,0.985,0,11.0,11.0,1787.7,21.1,1306.8,1.055,579.4,4290.5,1.8,0.0
73,42.8,41.0,6717,19:45:46.830,53.9,0.0,5.0,3.706,1097.3,24.3,194.4,58,0.001,31.5,48,5.4,0.0,81.7,2643.5,2032.1,40.5,8.4,0.0,39.9,53,46,52,22.1,72,0.0,37,21.827,327.4,0,43.5,9015,32.5,46,0.0,19.9,19.0,5.1,0.0,3691.0,0.0,54,1.069,0.6,18.5,47.7,48,0.0,0.0,4.637,543.7,0.2,0.1,25.5,53.9,1178,10.8,53,0.0,12192,57.4,7.6,72,11.0,11.0,34.5,0.6,0.0,45.0,27,0.0,0.0,6.5,44.0,20.5,1.6,0.6,290.5,0,0.0,0.4,46,6.0,3.75,17.301,643.0,1097.3,30.4,72,0.0,42.7,1012,6.155,0.0,0.0,42,47,66.5,11.0,32.8,82.1,0.4,0.0,0.772,595.9,41,52.3,0.0,0.0,33.3,4189.8,34.4,33.8,44.5,50.8,73,45,0.2,29.2,12.7,0.429,0.0,52,13.2,15.7,27.7,36.0,30.3,0.0,54,5.625,0.0,42.0,17.5,47,0.0,0.0,0.1,37,0.0,45,342.5,4489.0,31.9,0.8,0.0,0.772,24.0,21.822,39.0,0,0.0,52.5,26.5,5.8,360.3,21.6.2026,0.687,54,0.0,0.3,598,17.1,85.0,0.0,0.2,31.6,37.0,0.0,0.0,30.3,0.893,3890.5,45,21.1,6.835,65.8,300.0,5.2,0,0.988,1097.3,0.0,0.0,66.2,1097.3,0.0,0,0.0,1.049,15.3,1.049,0.685,0,11.0,11.0,1668.5,27.7,1339.1,1.061,697.7,4389.3,15.7,30.6
40,27.3,41.0,5532,19:45:47.842,23.1,0.0,5.8,3.706,1097.3,14.8,135.5,42,0.006,23.1,57,1.0,0.0,21.3,1134.7,530.8,40.5,0.4,0.0,70.1,43,57,43,7.0,45,0.0,37,7.976,4.4,0,25.4,10234,17.7,43,0.0,42.7,13.9,40.1,0.0,997.6,0.0,57,0.668,0.0,22.0,35.6,57,0.0,0.0,0.738,394.7,0.0,0.5,6.2,37.1,2363,8.1,43,0.0,10973,51.7,7.6,45,11.0,0.4,36.9,0.1,0.0,14.0,60,0.0,1.0,0.1,14.0,18.9,0.3,0.6,1.8,0,0.0,1.9,44,1.6,3.402,3.935,228.1,1097.3,21.7,43,0.0,56.2,1012,2.701,0.0,0.0,58,57,76.6,11.0,17.7,86.9,0.1,0.0,0.687,141.1,41,24.0,0.0,0.0,29.7,897.8,0.0,52.9,58.7,37.1,44,45,1.7,23.1,0.4,0.225,0.0,43,0.0,17.2,10.9,42.0,16.9,0.0,56,3.125,2.6,9.0,6.3,57,0.0,0.0,1.2,37,0.3,45,241.1,1396.6,18.6,7.8,0.0,0.689,32.2,7.981,10.0,0,19.2,18.2,11.4,1.3,333.5,21.6.2026,0.687,43,0.0,0.0,598,12.3,70.0,0.0,0.1,30.1,10.0,0.0,0.0,16.9,0.677,997.6,45,8.0,0.045,68.8,350.0,4.4,0,0.636,1097.3,0.0,0.0,19.9,1097.3,0.0,0,0.0,0.651,1.2,0.668,0.687,0,11.0,11.0,495.2,10.9,456.6,0.679,220.7,1396.6,13.8,0.0
40,20.2,42.0,5532,19:45:48.837,8.2,0.0,0.0,3.706,1097.3,3.7,0.5,42,0.002,2.5,56,0.0,0.0,4.6,1496.3,98.2,40.5,0.5,0.0,94.1,44,58,44,1.3,45,0.0,37,4.177,5.6,0,18.9,10236,4.3,40,0.0,74.4,0.1,80.6,0.0,1795.6,0.0,60,0.67,0.4,5.4,4.9,56,0.0,0.0,0.0,52.9,0.0,0.1,0.7,18.9,2363,0.0,44,11.4,10971,51.7,7.6,45,11.0,0.0,48.8,0.0,0.0,19.0,60,0.0,2.1,0.0,14.0,2.3,0.0,0.2,0.6,0,0.0,0.0,42,0.2,2.577,1.167,49.8,1895.4,0.1,44,0.0,94.7,1012,1.549,0.0,0.0,58,56,99.8,19.0,6.1,99.9,0.0,0.0,0.756,12.9,40,7.6,0.0,0.0,5.3,897.8,18.0,87.0,36.7,4.4,44,44,0.5,0.0,0.5,0.11,0.0,44,0.0,6.9,2.3,42.0,5.9,0.0,58,3.125,20.0,9.0,10.0,56,0.0,0.0,0.3,37,0.1,45,1.3,1895.4,4.4,35.9,0.0,0.686,8.9,4.177,10.0,0,0.0,5.1,15.0,0.6,40.6,21.6.2026,0.689,42,0.0,0.0,598,0.0,70.0,0.0,0.0,3.5,18.0,0.0,0.0,5.9,0.705,997.6,45,1.0,0.005,96.3,300.0,0.0,0,0.636,1097.3,0.0,0.0,12.0,1895.4,0.0,0,0.0,0.693,0.6,0.71,0.756,0,19.0,11.0,275.2,2.3,109.2,0.682,54.5,1396.6,0.0,0.0
40,19.3,41.0,5532,19:45:49.831,11.0,0.0,0.0,3.706,1097.3,3.4,0.8,41,0.006,1.9,57,0.0,0.0,5.2,1359.2,124.4,40.5,0.7,0.0,99.4,43,58,43,1.0,45,0.0,37,4.372,6.2,0,19.5,10236,2.3,43,0.0,73.7,0.1,83.6,0.0,1097.3,0.0,57,0.688,1.8,0.0,3.3,57,0.0,0.0,0.0,34.0,0.0,0.4,0.2,19.5,2363,0.0,43,1.5,10970,51.7,7.6,45,11.0,0.0,48.9,0.0,0.0,14.0,60,0.0,2.0,0.0,17.0,3.0,0.0,0.0,0.4,0,0.0,0.0,44,0.0,2.988,0.877,39.1,1795.6,0.1,43,0.0,96.4,1012,1.708,0.0,0.0,59,57,99.8,18.0,1.6,99.9,0.0,0.0,0.752,4.3,40,10.7,0.0,0.0,5.5,897.8,0.7,97.7,62.8,3.8,44,44,1.5,0.8,0.5,0.135,0.0,43,0.0,8.1,1.7,42.0,5.4,0.0,56,2.5,7.4,9.0,0.7,57,0.0,0.0,1.0,37,0.3,44,1.3,1396.6,0.0,14.0,0.0,0.693,2.2,4.37,4.0,0,0.6,0.8,13.6,0.5,56.6,21.6.2026,0.688,42,0.0,0.0,598,0.1,70.0,0.0,0.0,5.1,11.0,0.0,0.0,5.4,0.701,399.0,45,0.4,0.0,94.8,350.0,0.0,0,0.638,1097.3,0.0,0.0,9.1,1795.6,0.0,0,0.0,0.691,0.5,0.667,0.747,0,18.0,11.0,220.5,1.7,20.0,0.682,43.4,1695.9,0.7,18.7
40,17.6,41.0,5532,19:45:50.857,6.5,0.0,0.0,3.706,1097.3,3.1,3.0,42,0.004,2.1,57,0.0,0.0,4.5,1247.0,111.4,40.5,0.6,0.0,98.4,43,58,43,1.5,44,0.0,37,4.062,5.6,0,17.6,10237,0.0,41,0.0,79.3,1.2,74.1,0.0,1496.3,0.0,59,0.669,0.0,4.2,2.8,57,0.0,0.0,0.0,29.2,0.0,0.3,0.5,17.6,2363,0.2,43,7.8,10970,51.7,7.6,44,11.0,0.0,48.9,0.0,0.0,17.0,60,0.0,6.6,0.0,14.0,2.3,0.0,0.2,0.5,0,0.0,0.0,42,0.2,2.731,0.884,36.8,1097.3,1.9,42,0.0,96.9,1012,1.579,0.0,0.0,58,57,98.0,11.0,1.0,99.7,0.0,0.0,0.687,11.5,40,8.0,0.0,0.0,4.3,997.6,0.4,94.1,25.3,4.0,43,44,1.1,2.3,0.5,0.125,0.0,43,0.0,5.5,1.7,42.0,3.2,0.0,58,3.125,25.5,10.0,0.0,57,0.0,0.0,0.8,37,0.2,44,21.6,1695.9,0.0,50.7,0.0,0.687,14.7,4.066,10.0,0,0.5,0.5,12.5,0.5,40.2,21.6.2026,0.686,42,0.0,0.0,598,0.2,70.0,0.0,0.0,3.7,15.0,0.0,0.0,3.2,0.683,997.6,44,1.1,0.002,96.2,350.0,0.0,0,0.651,1097.3,0.0,0.0,8.7,1097.3,0.0,0,0.0,0.671,0.4,0.689,0.686,0,11.0,11.0,206.2,1.7,11.7,0.688,41.0,1396.6,0.7,0.0
38,16.5,42.0,5532,19:45:51.852,11.7,0.0,0.0,3.706,1097.3,3.4,1.0,41,0.005,2.7,57,0.0,0.0,7.3,1234.5,171.6,40.5,0.6,0.0,94.7,44,58,43,0.8,44,0.0,36,4.299,6.0,0,15.6,10236,44.9,43,0.0,73.4,0.3,70.4,0.0,1496.3,0.0,57,0.69,0.0,1.2,4.6,57,0.0,0.0,0.0,49.7,0.0,0.3,1.3,44.9,2363,0.1,43,8.2,10970,51.7,7.6,44,11.0,0.0,48.7,0.0,0.0,14.0,62,0.0,1.8,0.0,14.0,2.6,0.0,0.7,0.5,0,0.0,0.0,42,0.7,2.715,1.116,42.2,1097.3,0.7,43,0.0,95.0,1012,1.591,0.0,0.0,59,57,99.2,11.0,1.3,99.9,0.0,0.0,0.685,27.4,40,11.0,0.0,0.0,3.2,1197.1,0.4,96.6,45.8,0.0,44,44,1.1,2.3,0.5,0.123,0.0,43,0.0,8.1,2.0,36.0,7.0,0.0,58,3.75,17.0,12.0,0.0,56,0.0,0.0,0.8,36,0.2,44,7.5,1396.6,2.4,31.8,0.0,0.685,15.2,4.291,10.0,0,0.0,0.6,12.4,0.5,47.0,21.6.2026,0.686,42,0.0,0.0,598,0.1,70.0,0.0,0.0,4.3,15.0,0.0,0.0,7.0,0.688,997.6,44,2.0,0.026,95.5,300.0,0.0,0,0.648,1097.3,0.0,0.0,8.1,1097.3,0.0,0,0.0,0.691,0.5,0.687,0.691,0,11.0,11.0,181.6,2.0,12.9,0.692,45.6,1396.6,2.0,3.8
44,36.9,42.0,6464,19:45:52.854,34.6,0.0,0.0,3.706,1097.3,9.5,0.4,50,0.007,4.0,56,11.4,0.0,50.4,2020.1,1294.4,40.5,0.4,0.0,95.3,45,54,44,5.1,56,0.0,37,14.562,6.8,0,37.0,9129,30.8,45,0.0,47.7,0.2,27.0,0.0,1396.6,0.0,55,0.899,0.1,9.5,6.2,56,0.0,0.0,49.793,70.7,0.0,0.4,6.3,37.0,1431,0.0,45,0.0,12078,56.9,7.6,52,11.0,0.0,51.0,0.0,0.0,37.0,56,0.0,0.0,0.0,14.0,0.7,0.0,0.2,0.7,0,0.0,8.9,54,11.6,3.429,10.531,343.4,1097.3,0.1,52,0.0,93.5,1012,4.147,0.0,0.0,50,55,99.8,11.0,31.3,100.0,0.0,0.0,1.019,162.4,40,34.2,0.0,0.0,0.4,3491.5,0.0,57.1,39.5,12.6,54,44,1.5,0.0,0.6,0.231,0.0,44,6.8,9.7,13.5,42.0,10.1,0.0,46,30.0,0.0,35.0,0.0,55,0.0,0.0,1.1,37,0.3,45,1.8,3691.0,0.0,11.3,0.0,1.014,28.5,14.577,37.0,0,1.0,46.8,20.2,0.6,11.6,21.6.2026,1.012,46,0.0,0.0,598,0.0,81.8,0.0,0.0,1.0,14.0,0.0,0.0,10.1,0.973,3691.0,45,4.2,0.073,98.9,350.0,0.0,0,0.943,1097.3,0.0,0.0,53.2,2892.9,0.0,0,0.0,0.899,0.7,0.897,1.014,0,29.0,11.0,1364.2,13.5,1206.9,1.033,405.0,1396.6,0.0,0.0
60,37.5,42.0,6528,19:45:53.855,54.0,0.0,0.7,3.706,3092.4,15.2,141.3,53,0.002,8.4,53,0.0,0.0,90.8,2506.4,2328.5,40.5,3.0,0.0,82.5,47,51,47,10.8,60,0.0,37,18.697,118.5,0,37.6,9074,37.7,44,5.0,40.7,8.5,15.0,0.0,4389.3,0.0,56,1.059,0.0,1.4,8.9,53,0.0,0.0,0.0,153.5,2.6,0.1,16.0,54.0,1367,8.7,47,0.0,12133,57.2,7.6,60,31.0,4.8,46.1,4.6,0.0,14.0,40,0.0,0.0,2.9,45.0,8.9,4.2,0.2,123.8,0,0.0,0.0,49,0.2,2.998,15.124,577.4,3092.4,7.0,60,2.6,89.3,1012,5.228,0.0,0.0,47,53,86.0,31.0,36.9,86.7,2.7,0.0,1.026,409.5,40,53.4,0.0,0.0,7.1,1396.6,38.6,60.4,54.7,8.5,60,44,0.4,5.6,4.8,0.151,0.0,47,15.9,10.3,23.5,36.0,21.7,0.0,51,15.0,0.0,14.0,43.5,53,0.0,0.0,0.3,37,0.1,45,130.8,1396.6,1.0,4.8,0.0,0.944,14.4,18.72,39.0,0,2.9,61.3,25.1,113.0,144.4,21.6.2026,1.041,49,0.0,3.5,598,8.5,82.6,0.0,4.4,8.2,44.0,0.0,0.0,21.7,0.985,3890.5,45,10.6,0.036,86.0,300.0,0.0,0,0.986,1097.3,0.0,0.0,60.3,1097.3,0.0,0,0.0,1.05,117.1,0.669,1.041,0,11.0,11.0,1550.4,23.5,1598.2,1.048,663.4,4489.0,9.0,4.6
55,30.5,42.0,6528,19:45:54.861,51.9,0.0,0.0,3.706,1097.3,11.4,0.4,55,0.008,2.2,53,0.2,0.0,86.3,3104.9,2235.1,40.5,0.3,0.0,84.4,47,51,47,14.6,65,0.0,37,17.29,5.2,0,29.6,9074,33.1,45,0.0,46.0,0.2,19.6,0.0,4489.0,0.0,55,1.036,0.0,2.9,2.7,53,0.0,0.0,0.015,35.5,0.0,0.5,24.5,51.9,1367,0.0,47,0.0,12133,57.2,7.6,65,11.0,0.0,50.8,0.0,0.0,45.0,45,0.0,0.0,0.0,45.0,2.6,0.0,0.0,0.4,0,0.0,0.8,47,0.2,3.231,13.499,455.1,1097.3,0.2,65,0.0,96.9,1012,4.833,0.0,0.0,45,53,99.8,11.0,31.9,100.0,0.0,0.0,1.064,631.1,40,52.1,0.0,0.0,6.5,4389.3,1.1,62.7,47.3,2.7,55,44,1.6,2.7,0.5,0.161,0.0,47,12.0,8.1,17.8,36.0,12.3,0.0,53,16.25,0.0,44.0,1.2,53,0.0,0.0,1.2,37,0.3,45,3.5,4489.0,0.0,17.4,0.0,1.049,14.6,17.254,39.0,0,1.1,50.7,31.1,0.5,48.7,21.6.2026,1.046,49,0.0,0.0,598,0.0,82.6,0.0,0.0,4.0,45.0,0.0,0.0,12.3,1.06,3890.5,45,14.9,0.004,95.8,300.0,1.0,0,0.986,1895.4,0.0,0.0,46.3,2892.9,0.0,0,0.0,1.075,0.5,1.041,1.069,0,29.0,19.0,1208.9,17.8,1291.7,1.104,542.6,4489.0,1.2,1.4
46,28.8,42.0,5545,19:45:55.878,39.1,0.0,0.0,3.706,3092.4,9.1,16.0,42,0.003,3.3,57,0.2,0.0,56.9,1745.7,1452.1,40.5,0.4,0.0,82.6,43,57,43,12.1,45,0.0,37,11.524,6.2,0,28.6,10228,16.2,43,3.6,54.8,0.2,32.9,0.0,997.6,0.0,57,0.664,0.1,3.2,4.9,57,0.1,0.0,0.028,54.7,0.0,0.3,19.3,39.1,2349,0.9,43,0.0,10979,51.7,7.6,45,31.0,0.0,50.2,0.0,0.0,44.0,54,0.0,1.3,0.0,13.0,3.3,0.0,0.2,0.6,0,0.0,4.7,44,0.3,3.121,7.86,289.8,1097.3,0.2,44,0.0,94.7,1012,3.463,0.0,0.0,58,57,99.8,11.0,16.6,98.5,0.1,0.0,0.929,499.0,41,39.5,0.0,0.0,2.5,897.8,0.0,76.7,33.9,5.5,46,45,1.2,0.0,0.5,0.166,0.0,43,3.8,7.3,11.6,42.0,11.3,0.0,56,4.375,2.6,9.0,0.0,57,0.0,0.0,0.8,37,0.2,45,3.4,4389.3,1.4,27.1,0.0,0.685,20.1,11.523,4.0,0,0.0,23.9,17.5,0.6,60.1,21.6.2026,0.926,43,0.0,0.0,598,1.4,70.2,0.0,0.0,5.3,10.0,0.0,0.0,11.3,0.809,399.0,45,12.0,0.004,94.6,350.0,2.2,0,0.613,1097.3,0.0,0.0,31.1,1097.3,0.0,0,0.0,0.656,0.5,1.031,0.904,0,11.0,11.0,763.4,11.6,621.0,0.677,340.7,1296.8,1.5,29.6
39,20.9,42.0,5542,19:45:56.890,13.0,0.0,0.0,3.706,1097.3,4.3,0.5,42,0.007,3.1,57,0.2,0.0,7.4,1384.1,169.3,40.5,0.6,0.0,88.4,43,58,43,3.6,45,0.0,37,4.857,5.1,0,19.8,10231,3.3,43,0.0,60.1,1.3,65.9,0.0,1197.1,0.0,57,0.668,0.0,5.9,5.3,57,0.0,0.0,0.031,56.2,0.1,0.4,2.4,25.6,2353,0.0,43,0.3,10976,51.7,7.6,45,11.0,0.0,49.1,0.0,0.0,17.0,61,0.0,0.1,0.0,14.0,0.8,0.0,0.8,0.5,0,0.0,0.0,42,0.9,3.105,1.221,53.2,1795.6,2.1,43,0.0,94.4,1012,1.787,0.0,0.0,58,57,97.8,18.0,5.3,99.9,0.1,0.0,0.746,54.6,40,13.0,0.0,0.0,3.1,997.6,25.6,83.9,72.3,1.1,43,44,1.6,2.5,0.5,0.14,0.0,43,0.0,12.7,2.5,42.0,6.0,0.0,58,3.125,1.4,10.0,0.0,57,0.0,0.0,1.1,37,0.3,45,23.2,1695.9,7.2,2.1,0.0,0.686,16.1,4.854,4.0,0,0.4,3.6,13.9,0.6,13.5,21.6.2026,0.686,42,0.0,0.0,598,0.1,70.1,0.0,0.0,1.3,12.0,0.0,0.0,6.0,0.699,399.0,45,3.3,0.072,98.6,350.0,2.4,0,0.613,1097.3,0.0,0.0,10.3,1795.6,0.0,0,0.0,0.693,0.7,0.688,0.746,0,18.0,11.0,244.9,2.5,69.3,0.684,58.2,1396.6,0.0,0.0
41,18.3,41.0,5541,19:45:57.900,14.3,0.0,0.0,3.706,1097.3,4.5,1.6,42,0.004,4.3,57,0.3,0.0,8.7,1059.9,194.5,40.5,0.6,0.0,97.2,43,58,43,0.0,44,0.0,37,4.612,6.0,0,17.2,10231,9.4,43,0.0,72.8,0.8,71.1,0.0,997.6,0.0,57,0.693,4.1,3.6,7.2,57,3.6,0.0,0.012,77.8,0.0,0.2,0.4,42.8,2354,0.1,43,2.8,10976,51.7,7.6,44,11.0,0.0,48.5,0.0,0.0,11.0,59,0.0,7.2,0.0,11.0,1.2,0.0,0.0,0.5,0,0.0,0.0,42,0.4,3.025,1.116,55.3,1097.3,1.7,43,0.0,92.3,1012,1.806,0.0,0.0,58,57,98.2,11.0,7.5,99.7,0.1,0.0,0.689,8.8,41,15.0,0.0,0.0,2.5,897.8,10.2,86.3,38.0,10.3,43,44,0.9,1.8,0.5,0.129,0.0,43,0.0,6.5,2.6,36.0,9.0,0.0,58,2.5,20.4,9.0,42.8,57,0.0,0.0,0.6,37,0.1,44,18.1,1097.3,1.3,36.6,0.0,0.689,8.8,4.618,4.0,0,0.0,4.4,10.6,0.6,23.1,21.6.2026,0.687,42,0.0,0.0,598,0.2,70.1,0.0,0.0,2.2,10.0,0.0,0.0,9.0,0.688,399.0,44,0.9,0.076,97.6,300.0,0.0,0,0.638,1097.3,0.0,0.0,10.4,1097.3,0.0,0,0.0,0.683,0.6,0.688,0.689,0,11.0,11.0,234.8,2.6,97.4,0.682,58.4,1097.3,0.0,0.0
