P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
65,0.0,44.0,6111,19:43:30.080,11.5,0.0,0.0,3.706,3092.4,10.6,68.1,55,0.0,2.1,50,0.1,0.0,43.7,2493.9,1132.0,39.5,25.3,0.0,13.2,50,48,50,28.9,65,0.0,38,19.383,1077.1,0,19.2,9334,35.9,48,2.6,49.9,0.0,73.2,0.0,1396.6,0.0,52,1.044,0.1,3.4,3.5,50,0.0,0.0,0.083,38.8,0.0,0.0,42.4,35.9,1784,3.8,50,0.0,11873,55.9,7.3,59,31.0,0.0,51.4,0.0,0.0,45.0,35,0.0,0.0,0.0,43.0,1.2,0.0,0.9,0.8,0,0.0,4.0,46,0.9,3.836,14.875,407.2,3092.4,0.0,59,0.0,96.4,972,7.688,0.0,0.0,45,50,99.9,31.0,34.9,93.7,0.0,0.0,0.832,1089.0,43,26.5,0.0,0.0,2.2,1396.6,19.2,43.6,0.0,3.8,65,45,0.1,6.1,41.7,0.292,0.0,50,0.0,6.8,16.0,42.0,14.5,0.0,54,13.75,0.0,14.0,16.0,50,0.0,0.0,0.1,38,0.0,46,0.4,4489.0,51.2,69.5,0.0,0.863,0.0,17.12,39.0,0,0.0,56.3,25.0,0.5,21.5,21.6.2026,1.014,52,0.0,0.0,602,6.0,77.3,0.0,0.0,1.9,14.0,0.0,0.0,14.5,0.984,3890.5,46,29.2,0.289,98.0,350.0,16.5,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.034,0.6,1.034,1.014,0,11.0,11.0,0.6,16.0,1457.0,1.036,478.0,4289.5,6.3,25.5
74,0.1,44.0,6024,19:43:31.082,46.8,0.0,0.0,3.706,1097.3,17.2,228.0,62,0.0,21.4,47,1.1,0.0,58.6,1658.4,1501.8,39.5,28.1,0.0,6.2,54,44,53,34.3,74,0.0,38,17.497,747.1,0,0.0,9369,46.4,49,2.9,33.3,1.3,52.4,0.0,1396.6,0.0,51,1.039,1.1,8.9,33.2,47,0.2,0.0,0.483,375.1,0.0,0.0,42.2,46.8,1871,13.0,54,0.0,11838,55.8,7.3,73,11.0,0.1,45.1,0.1,0.0,45.0,26,0.0,0.0,0.0,14.0,3.3,0.0,0.1,1.9,0,0.0,0.0,45,1.1,3.828,12.982,497.8,1097.3,1.9,73,0.0,64.4,974,7.484,0.0,0.0,38,46,97.9,11.0,46.4,78.5,0.1,0.0,1.055,1038.9,43,36.7,0.0,0.0,7.7,1596.1,0.0,20.6,10.5,34.7,74,45,0.1,4.6,31.4,0.277,0.0,53,0.0,9.7,20.7,42.0,18.9,0.0,55,20.625,0.0,16.0,0.0,46,0.0,0.0,0.1,38,0.0,48,21.9,4489.0,48.7,54.0,0.0,1.06,9.2,18.951,39.0,0,4.1,77.6,16.6,0.6,59.8,21.6.2026,0.679,56,0.0,0.0,602,19.9,76.3,0.0,0.0,5.1,14.0,0.0,0.0,18.9,0.957,3890.5,48,35.1,2.11,94.6,350.0,22.7,0,0.991,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,1.039,1.5,1.034,0.695,0,11.0,11.0,1.3,20.7,1995.8,1.052,537.1,1396.6,20.4,28.0
47,0.0,44.0,6073,19:43:32.102,30.1,0.0,0.2,3.706,1796.0,12.5,85.0,63,0.0,6.2,53,2.9,0.0,51.7,2182.7,1332.7,39.5,21.5,0.0,6.0,47,51,47,29.7,63,0.0,38,18.888,763.5,0,1.2,9340,0.0,48,0.0,37.0,0.1,64.0,0.0,4490.1,0.0,52,1.0,0.0,7.0,8.9,53,0.0,0.0,5.963,101.5,0.0,0.0,39.1,30.1,1821,5.4,47,0.0,11867,55.9,7.3,62,18.0,25.4,51.0,0.0,0.0,44.0,53,0.0,0.0,16.1,14.0,1.9,0.0,0.8,653.2,0,0.0,6.0,46,3.7,3.907,14.294,438.4,1796.0,0.1,62,0.0,89.3,974,7.867,0.0,0.0,37,53,99.9,18.0,30.5,91.1,0.0,0.0,0.791,991.4,44,31.4,0.0,0.0,2.6,1396.9,18.4,19.7,11.1,8.3,63,45,0.1,0.0,30.3,0.291,0.0,47,0.0,10.1,17.6,42.0,9.7,0.0,54,13.75,0.0,14.0,2.7,53,0.0,0.0,0.1,38,0.0,46,1.2,4390.3,58.9,58.3,0.0,0.876,3.4,18.158,39.0,0,0.0,50.3,21.9,0.5,36.1,21.6.2026,0.743,49,0.0,0.0,602,7.5,76.9,0.0,0.0,3.2,45.0,0.0,0.0,9.7,0.906,3891.4,46,30.6,0.272,96.6,350.0,25.3,0,0.986,1097.6,0.0,0.0,0.0,1097.6,0.0,0,0.0,1.035,0.7,1.009,0.748,0,11.0,11.0,0.5,17.5,1294.0,1.049,507.4,1396.9,2.8,21.1
72,0.0,44.0,6023,19:43:33.091,20.1,0.0,0.0,3.706,1097.3,10.4,0.7,57,0.001,3.2,48,0.2,0.0,32.0,2905.4,826.8,39.8,19.9,0.0,1.3,52,46,52,14.5,72,0.0,38,18.249,830.9,0,0.0,9369,6.9,48,0.0,44.6,1.6,80.4,0.0,4090.0,0.0,52,1.071,0.1,10.6,4.9,48,0.0,0.0,0.066,58.3,0.0,0.0,18.9,57.6,1872,0.0,52,0.0,11837,55.8,7.3,69,11.0,96.0,50.1,0.0,0.0,45.0,28,0.0,0.0,57.9,41.0,2.4,0.0,0.5,2490.3,0,0.0,0.0,46,0.7,4.014,13.551,397.4,1097.3,2.6,69,0.0,94.8,974,7.812,0.0,0.0,43,48,97.4,11.0,0.2,99.9,0.0,0.0,0.997,479.7,43,19.2,0.0,0.0,3.5,4289.5,57.6,17.6,0.0,4.4,72,45,0.1,2.0,32.3,0.295,0.0,52,0.0,11.3,15.6,42.0,14.1,0.0,54,13.75,0.0,43.0,2.5,48,0.0,0.0,0.1,38,0.0,46,29.5,4489.0,79.7,79.3,0.0,0.696,0.0,16.718,39.0,0,35.0,0.6,29.1,0.4,42.3,21.6.2026,0.987,54,0.0,0.0,602,0.0,76.2,0.0,0.0,3.7,41.0,0.0,0.0,14.1,0.991,3890.5,46,15.8,0.066,96.2,350.0,12.9,0,0.988,1097.3,0.0,0.0,0.0,2992.7,0.0,0,0.0,1.051,0.6,1.041,0.987,0,30.0,11.0,0.6,15.6,8.4,1.1,470.9,4090.0,2.5,19.6
60,0.0,44.0,6069,19:43:34.097,22.6,0.0,0.0,3.706,1097.3,10.5,0.4,57,0.0,4.2,51,0.0,0.0,35.3,2381.7,917.1,39.8,37.6,0.0,45.6,49,49,49,26.4,68,0.0,38,16.333,1549.1,0,1.2,9345,0.0,48,0.0,55.9,0.1,77.8,0.0,4489.0,0.0,52,1.004,0.0,8.4,6.1,51,0.0,0.0,0.0,70.4,0.0,0.0,34.5,38.2,1826,0.0,49,0.0,11862,55.9,7.3,67,11.0,51.8,51.0,0.0,0.0,45.0,40,0.0,0.0,32.3,32.0,1.1,0.0,0.0,1318.8,0,0.0,3.2,44,0.0,3.75,11.929,397.6,1097.3,0.7,67,0.0,93.5,974,7.322,0.0,0.0,43,51,99.2,11.0,0.2,99.9,0.0,0.0,0.818,880.9,42,21.7,0.0,0.0,2.9,1396.6,33.5,43.1,1.4,7.9,60,45,0.1,2.8,59.7,0.267,0.0,49,0.0,3.8,15.6,42.0,11.4,0.0,56,14.375,0.0,14.0,0.0,51,0.0,0.0,0.1,38,0.0,46,7.9,4489.0,20.5,56.9,0.0,0.826,0.0,15.711,39.0,0,0.0,0.5,23.9,0.4,19.0,21.6.2026,1.033,51,0.0,0.0,602,0.0,76.8,0.0,0.0,1.7,45.0,0.0,0.0,11.4,0.947,3890.5,48,26.1,0.0,98.2,99.8,13.9,0,0.981,1097.3,0.0,0.0,0.0,2194.6,0.0,0,0.0,1.029,0.7,1.039,0.803,0,22.0,11.0,0.5,15.6,6.2,1.027,470.1,3192.2,1.2,38.2
44,0.1,44.0,5772,19:43:35.098,14.9,0.0,0.0,3.706,1097.3,13.5,2.9,44,0.0,19.8,53,0.1,0.0,23.9,1508.8,603.8,39.8,37.7,0.0,26.5,47,54,47,38.4,47,0.0,38,15.986,1351.4,0,0.0,10215,32.3,46,4.3,46.3,3.6,72.9,0.0,2094.9,0.0,54,0.686,0.0,7.0,31.4,53,0.0,0.0,0.098,349.7,0.1,0.1,53.9,38.4,2123,0.2,46,0.0,10992,51.8,7.3,46,11.0,34.8,47.4,0.3,0.0,21.0,56,0.0,0.0,22.7,14.0,6.1,0.0,0.3,890.2,0,0.0,2.5,45,0.4,3.18,12.112,395.7,1097.3,5.1,45,0.0,66.6,974,5.143,0.0,0.0,56,54,94.6,11.0,0.2,99.7,0.2,0.0,0.687,1365.2,42,15.3,0.0,0.0,9.2,2094.9,22.1,48.4,17.6,32.3,47,45,0.3,5.2,53.8,0.296,0.0,47,2.7,6.9,16.4,42.0,18.9,0.0,55,1.875,0.0,21.0,9.4,53,0.0,0.0,0.2,38,0.1,46,59.0,2094.9,23.2,37.3,0.0,0.687,7.2,14.771,15.0,0,26.1,0.3,15.1,1.9,112.2,21.6.2026,0.717,46,0.0,0.0,602,0.2,73.1,0.0,0.1,10.0,21.0,0.0,0.0,18.9,0.709,1496.3,46,39.3,0.053,89.3,350.0,19.3,0,0.681,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,0.721,5.4,0.721,0.727,0,11.0,11.0,2.0,16.4,5.2,0.726,439.6,1396.6,0.0,37.3
43,0.0,44.0,5772,19:43:36.121,0.0,0.0,0.0,3.706,1097.3,3.6,3.1,44,0.002,2.4,55,0.2,0.0,0.6,2331.8,13.5,39.8,3.4,0.0,48.1,45,56,45,12.6,46,0.0,38,14.307,43.4,0,3.6,10216,0.0,45,0.0,73.2,0.1,94.1,0.0,3691.0,0.0,55,1.004,0.2,14.2,4.8,55,0.1,0.0,0.08,50.1,0.0,0.3,6.7,15.8,2123,0.2,45,0.6,10991,51.8,7.3,45,11.0,8.0,48.7,0.0,0.0,41.0,57,0.0,10.1,15.6,43.0,2.8,0.0,0.0,190.0,0,0.0,0.0,44,0.2,3.341,10.31,42.2,1097.3,0.2,44,0.0,94.6,974,4.893,0.0,0.0,56,55,99.8,11.0,0.6,99.7,0.1,0.0,0.759,149.2,42,1.0,0.0,0.0,4.0,1396.6,15.8,64.7,8.9,4.8,45,45,1.1,0.0,2.0,0.279,0.0,45,0.0,7.6,1.9,36.0,3.6,0.0,56,3.75,21.3,14.0,0.0,55,0.0,0.0,0.7,38,0.2,46,2.1,4090.0,33.7,86.0,0.0,0.686,4.4,4.435,8.0,0,0.0,0.4,23.4,0.4,47.5,21.6.2026,0.966,44,0.0,0.0,601,0.3,73.1,0.0,0.0,4.4,37.0,0.0,0.0,3.6,0.882,798.0,45,12.8,0.006,95.5,300.0,0.0,0,0.646,1097.3,0.0,0.0,0.0,1895.4,0.0,0,0.0,1.054,0.6,0.956,0.964,0,19.0,11.0,0.5,1.9,5.6,0.668,45.3,4289.5,0.0,2.3
41,0.1,44.0,5772,19:43:37.116,2.5,0.0,0.6,3.706,1097.3,3.4,2.8,42,0.002,3.6,55,0.2,0.0,0.1,1321.8,1.6,39.8,2.9,0.0,59.8,45,56,45,10.5,45,0.0,38,4.256,48.9,0,2.5,10216,24.6,43,0.0,77.1,0.9,99.7,0.0,1596.1,0.0,57,0.693,0.0,25.3,6.0,55,0.0,0.0,0.05,64.0,0.0,0.2,6.5,24.6,2123,0.2,45,3.2,10991,51.8,7.3,45,11.0,6.6,48.3,0.0,0.0,16.0,59,0.0,9.3,13.5,16.0,2.1,0.0,0.0,156.3,0,0.0,0.0,44,0.2,2.85,0.964,42.2,1097.3,2.1,45,0.0,93.0,974,2.145,0.0,0.0,58,55,97.8,11.0,0.7,99.7,0.1,0.0,0.691,156.1,42,0.1,0.0,0.0,4.4,1396.6,12.5,55.3,2.1,5.4,45,45,0.6,3.9,2.1,0.118,0.0,45,0.0,6.7,1.9,42.0,8.1,0.0,56,3.125,20.8,14.0,9.3,55,0.0,0.0,0.5,38,0.1,45,23.1,1596.1,26.0,93.7,0.0,0.692,0.0,4.272,10.0,0,15.3,0.6,13.2,0.4,44.6,21.6.2026,0.691,44,0.0,0.0,601,0.3,73.1,0.0,0.0,4.0,16.0,0.0,0.0,8.1,0.692,997.6,45,11.1,0.004,95.8,350.0,0.0,0,0.646,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.693,0.6,0.688,0.69,0,11.0,11.0,0.6,1.9,7.2,0.696,43.9,1596.1,2.7,3.7
43,0.0,43.0,5781,19:43:38.113,0.0,0.0,0.0,3.706,2693.4,4.3,0.4,42,0.002,2.4,55,0.2,0.0,0.1,2431.6,1.1,39.8,6.1,0.0,63.5,45,56,45,13.7,46,0.0,38,4.256,93.6,0,0.0,10214,0.0,45,0.0,69.8,0.6,99.8,0.0,4090.0,0.0,55,1.053,0.0,47.1,3.8,55,0.0,0.0,0.127,40.9,0.0,0.3,7.7,18.4,2114,0.0,45,4.4,10992,51.8,7.3,46,27.0,10.0,48.4,0.0,0.0,39.0,57,0.0,2.9,18.8,41.0,5.0,0.0,0.0,240.2,0,0.0,0.0,44,0.2,2.85,0.964,53.3,1097.3,0.3,45,0.0,95.8,974,2.145,0.0,0.0,58,55,99.6,11.0,0.5,99.9,0.1,0.0,0.854,168.4,42,0.1,0.0,0.0,7.3,1396.6,18.4,29.1,4.5,4.3,45,45,1.1,0.0,4.4,0.118,0.0,45,0.0,8.7,2.6,36.0,3.9,0.0,56,3.125,15.1,14.0,0.0,55,0.0,0.0,0.7,38,0.2,46,3.4,3890.5,17.7,87.0,0.0,0.687,0.0,4.437,8.0,0,0.0,0.4,24.4,0.4,85.9,21.6.2026,0.864,44,0.0,0.0,601,0.0,73.2,0.0,0.0,7.8,41.0,0.0,0.0,3.9,0.876,798.0,46,13.5,0.0,92.0,300.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.054,0.6,0.947,0.864,0,11.0,11.0,0.5,2.6,4.7,0.688,59.9,4090.0,0.0,3.4
41,0.0,42.0,5781,19:43:39.134,0.0,0.0,0.0,3.706,1097.3,3.4,4.1,42,0.005,5.4,55,4.0,0.0,0.0,1596.1,0.4,39.8,1.7,0.0,75.7,45,57,45,10.2,45,0.0,38,4.406,17.5,0,0.4,10215,44.5,41,0.0,79.6,0.4,99.9,0.0,2094.9,0.0,59,0.728,0.1,32.5,8.5,55,0.0,0.0,1.788,92.7,0.0,0.1,4.7,44.5,2114,0.1,45,0.0,10992,51.8,7.3,45,11.0,8.1,48.4,0.0,0.0,21.0,59,0.0,13.6,16.4,21.0,1.6,0.0,0.3,197.8,0,0.0,0.0,42,4.3,2.962,0.975,38.9,1097.3,0.5,44,0.0,91.1,974,2.199,0.0,0.0,58,55,99.4,11.0,0.7,99.6,0.0,0.0,0.687,111.6,42,0.0,0.0,0.0,4.3,2094.9,16.2,46.2,0.8,9.4,45,44,0.2,2.4,0.8,0.129,0.0,45,0.0,5.6,1.8,42.0,7.7,0.0,58,1.875,21.9,21.0,0.4,55,0.0,0.0,0.1,38,0.0,45,6.8,2094.9,11.3,96.5,0.0,0.687,0.0,4.088,8.0,0,0.0,0.5,16.0,0.4,27.8,21.6.2026,0.687,43,0.0,0.0,601,0.4,73.2,0.0,0.0,2.4,21.0,0.0,0.0,7.7,0.708,798.0,45,10.1,0.018,97.5,350.0,0.0,0,0.648,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.728,0.5,0.723,0.687,0,11.0,11.0,0.4,1.8,6.3,0.737,37.0,2094.9,2.0,2.0
51,0.0,42.0,5887,19:43:40.148,0.0,0.0,0.0,3.706,1097.3,4.8,65.7,47,0.001,1.0,53,15.4,0.0,0.3,2543.8,6.3,39.8,3.2,0.0,54.7,47,53,47,16.3,53,0.0,38,4.115,39.4,0,0.0,10083,0.0,48,0.0,69.6,0.0,99.1,0.0,1396.6,0.0,52,1.061,0.1,35.1,2.2,53,0.1,0.0,28.786,23.3,0.0,0.3,18.6,23.7,2008,3.7,47,0.0,11124,52.4,7.3,50,11.0,24.6,48.7,0.0,0.0,45.0,49,0.0,6.6,25.2,36.0,1.0,0.0,0.0,592.5,0,0.0,0.0,44,15.4,2.891,0.784,99.3,1097.3,0.0,50,0.0,97.5,974,2.004,0.0,0.0,53,53,99.9,11.0,0.6,94.0,0.0,0.0,1.046,438.3,44,0.6,0.0,0.0,0.8,4489.0,23.7,33.0,4.0,0.7,51,44,1.1,0.0,1.7,0.107,0.0,47,0.0,7.7,4.3,36.0,3.9,0.0,56,11.25,12.8,45.0,0.6,53,0.0,0.0,0.7,38,0.2,45,0.6,4489.0,22.3,91.5,0.0,0.969,0.0,6.382,39.0,0,0.0,0.5,25.5,0.4,18.2,21.6.2026,1.032,47,0.0,0.0,601,6.0,74.5,0.0,0.0,1.7,14.0,0.0,0.0,3.9,1.036,3890.5,45,17.6,0.008,98.2,300.0,0.0,0,0.983,1097.3,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.046,0.5,1.037,1.031,0,31.0,11.0,0.4,4.3,6.0,1.065,110.2,3591.2,2.4,2.2
53,0.0,42.0,6078,19:43:41.138,1.8,0.0,0.0,3.706,1097.3,10.6,0.4,48,0.003,4.1,51,0.9,0.0,0.8,3055.0,19.9,39.8,5.2,0.0,4.4,49,50,49,36.2,53,0.0,38,6.399,150.6,0,12.2,9564,0.0,53,1.9,48.1,0.0,99.4,0.0,3192.2,0.0,47,1.015,0.0,16.7,6.0,51,0.0,0.0,1.616,74.0,0.0,0.2,55.5,78.1,1817,0.0,49,0.0,11642,54.8,7.3,61,11.0,131.6,49.9,0.0,0.0,44.0,47,0.0,0.0,78.1,43.0,0.4,0.0,0.3,3404.4,0,0.0,0.0,48,1.3,3.2,2.702,423.9,3092.4,0.0,61,0.0,93.8,974,2.357,0.0,0.0,52,51,100.0,31.0,0.1,100.0,0.0,0.0,1.009,1422.9,43,0.5,0.0,0.0,0.3,4389.3,78.1,0.0,4.9,6.0,53,45,0.8,0.0,6.2,0.137,0.0,49,0.0,9.4,16.6,42.0,13.3,0.0,52,13.125,0.0,44.0,0.0,51,0.0,0.0,0.6,38,0.1,45,0.4,4389.3,53.9,88.5,0.0,1.008,0.0,14.417,37.0,0,18.9,0.4,30.6,0.3,7.2,21.6.2026,1.005,50,0.0,0.0,601,0.0,76.9,0.0,0.0,0.5,32.0,0.0,0.0,13.3,1.011,3691.0,45,36.8,0.011,99.4,350.0,4.3,0,0.943,1097.3,0.0,0.0,0.0,2892.9,0.0,0,0.0,1.019,0.8,1.0,1.014,0,29.0,11.0,0.5,16.6,4.9,1.021,501.2,4289.5,1.4,4.9
65,0.0,44.0,6103,19:43:42.144,5.6,0.0,0.0,3.706,1097.3,12.8,4.3,53,0.004,5.2,50,81.1,0.0,9.8,2381.7,251.8,39.8,29.3,0.0,6.2,50,48,50,35.0,65,0.0,38,14.61,1224.3,0,0.0,9562,19.6,48,0.9,38.1,0.1,90.6,0.0,1396.6,0.0,52,1.064,0.1,22.9,7.6,50,0.0,0.0,33.537,96.2,0.0,0.1,52.8,73.7,1792,0.2,50,0.0,11645,54.9,7.3,65,11.0,120.8,49.2,0.0,0.0,45.0,35,0.0,0.0,73.3,44.0,1.3,0.0,0.1,3114.3,0,0.0,0.0,46,81.2,3.274,10.737,505.8,1097.3,0.1,65,0.0,92.1,974,4.517,0.0,0.0,47,50,99.8,11.0,0.1,99.6,0.0,0.0,0.964,1348.0,43,6.2,0.0,0.0,2.7,4389.3,73.7,0.0,13.7,8.3,65,45,0.2,1.0,47.9,0.199,0.0,50,0.0,11.8,19.9,42.0,15.4,0.0,54,12.5,0.0,44.0,0.0,50,0.0,0.0,0.2,38,0.0,46,2.1,4489.0,55.0,55.6,0.0,0.693,2.8,17.278,39.0,0,8.0,0.4,23.9,0.6,22.4,21.6.2026,0.964,52,0.0,0.0,598,0.4,77.2,0.0,0.0,1.8,14.0,0.0,0.0,15.4,0.97,3890.5,45,34.8,0.418,98.0,350.0,3.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.033,0.6,1.044,0.959,0,11.0,11.0,0.6,19.9,4.8,1.041,596.9,4389.3,0.0,31.1
