P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],Leia total [MB],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Gravar total [MB],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Taxa de carga [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Total download [MB],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Voltagem da bateria [V],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],Total upload [MB],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
53,0.0,42.0,6256,21:17:57.995,35.8,0.0,0.0,4.236,1097.3,9.8,7.6,47,0.006,0.3,52,0.1,0.0,53.7,2755.8,1389.9,43.5,0.0,0.0,11213,90.3,48,50,48,9.7,65,0.0,1979,43,16.873,0.5,0,0.0,12221,68.1,48,0.0,54.4,0.7,27.6,4289.5,0.0,52,1.047,0.2,24.5,0.8,52,0.2,0.064,13.6,0.0,0.1,12.2,68.1,1639,0.4,48,0.0,8474,40.9,2.4,58,11.0,0.0,51.0,0.0,0.0,44.0,47,0.0,0.0,0.0,45.0,2.3,0.0,0.1,0.5,0,0.0,0.0,59,0.2,3.226,13.102,41.069,391.8,1097.3,1.3,58,0.0,99.1,311,5.053,0.0,0.0,53,52,98.7,11.0,67.7,99.6,0.0,0.4,1.048,310.7,47,35.4,0.0,0.0,4.1,4489.0,0.0,0.0,0.0,0.0,59,49,0.0,1.7,0.0,57,0.144,0.0,48,7.5,6.5,15.2,0.0,13.3,300.0,41,15.0,0.0,45.0,1.1,52,0.0,0.0,0.3,43,0.1,45,20.1,4389.3,0.0,99.9,0.0,1.032,27.5,15.659,16.887,39.0,0,36.4,112.6,27.6,0.4,46.2,21.6.2026,1.011,50,0.0,2,0.0,0,0.3,79.2,0.0,0.0,3.4,43.0,0.0,0.0,0.0,13.3,1.039,3890.5,46,8.7,0.018,96.4,0.0,6.5,0,0.981,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.057,1.2,1.021,1.046,546,11.0,11.0,0.4,15.2,2911.0,1.049,468.1,4489.0,1.2,1.2
50,0.0,42.0,6261,21:17:58.991,29.0,0.0,0.0,4.236,1097.3,10.6,8.6,52,0.003,1.9,53,0.0,0.0,45.4,2381.7,1163.5,43.5,6.4,0.0,11213,88.7,47,52,47,4.3,52,0.0,1979,43,14.96,269.6,0,1.1,12225,71.9,45,0.0,54.9,3.5,38.4,4489.0,0.0,55,1.022,0.0,20.5,2.3,53,0.0,0.0,27.1,0.0,0.3,7.0,71.9,1634,0.6,47,0.0,8470,40.9,2.4,63,11.0,0.0,51.3,0.0,0.0,4.0,50,0.0,0.0,0.0,45.0,5.6,0.0,0.0,0.7,0,0.0,0.0,46,0.0,2.921,11.521,41.069,408.6,2094.9,4.7,63,0.0,97.6,311,4.759,0.0,0.0,48,53,95.1,21.0,71.8,99.2,0.0,1.1,0.684,187.8,46,29.2,0.0,0.0,7.5,4289.5,4.1,0.5,0.9,4.2,52,49,0.0,4.9,10.4,57,0.125,0.0,47,20.2,4.6,16.2,0.0,11.4,350.0,54,15.0,0.0,43.0,0.0,53,0.0,0.0,0.8,43,0.2,46,56.2,399.0,5.7,92.2,0.0,0.684,10.0,16.608,16.887,37.0,0,0.0,119.8,23.9,0.7,95.6,21.6.2026,0.671,48,0.0,2,0.0,0,0.7,79.2,0.0,0.0,7.4,45.0,0.0,0.0,0.0,11.4,0.819,3691.0,45,4.6,0.0,92.1,0.0,5.9,0,0.941,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.032,0.5,0.651,0.771,546,11.0,11.0,0.4,16.2,3092.6,1.036,486.8,4489.0,2.1,7.3
41,0.0,42.0,6257,21:17:59.990,16.1,0.0,0.0,4.236,1097.3,4.3,0.6,42,0.005,0.1,55,0.2,0.0,8.6,1109.8,205.0,43.5,0.8,0.0,11213,86.3,45,56,45,4.0,45,0.0,1979,43,16.864,14.5,0,0.1,12227,22.9,45,0.0,67.2,2.9,27.7,1197.1,0.0,55,0.66,0.0,11.1,0.1,55,0.0,0.108,1.5,0.0,0.4,2.2,22.9,1638,0.0,45,0.9,8468,40.9,2.4,45,11.0,0.0,49.7,0.0,0.0,12.0,59,0.0,8.1,0.0,12.0,2.0,0.0,0.3,0.4,0,0.0,0.0,44,0.5,3.003,13.327,30.961,90.7,1097.3,4.1,44,0.0,99.8,311,4.881,0.0,0.0,58,55,95.7,11.0,22.9,99.9,0.1,1.6,0.691,45.8,46,16.3,0.0,0.0,3.6,897.8,0.0,56.7,1.0,0.0,45,50,0.0,1.2,0.6,57,0.146,0.0,45,0.0,8.8,3.8,0.0,4.0,300.0,56,1.875,7.9,9.0,0.0,55,0.0,0.0,1.1,43,0.3,45,53.5,1197.1,7.4,97.9,0.0,0.691,50.9,7.24,16.891,4.0,0,0.0,28.6,11.1,0.5,34.3,21.6.2026,0.689,44,0.0,2,0.0,0,0.0,79.2,0.0,0.0,3.4,12.0,0.0,0.0,0.0,4.0,0.673,399.0,45,3.9,0.008,96.2,0.0,6.2,0,0.611,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.658,0.6,0.66,0.691,546,11.0,11.0,0.4,3.8,730.9,0.648,108.6,1197.1,0.0,0.0
41,0.1,42.0,6256,21:18:0.999,13.7,0.0,0.0,4.236,1097.3,3.2,29.6,41,0.007,0.2,56,0.5,0.0,6.7,1271.9,164.0,43.5,0.9,0.0,11213,92.5,44,57,44,2.8,45,0.0,1979,43,6.032,10.9,0,0.0,12229,7.2,43,0.0,76.6,2.9,36.7,1296.8,0.0,57,0.682,0.2,10.1,0.3,56,0.2,0.383,2.6,0.0,0.3,1.5,29.0,1639,1.6,44,0.7,8466,40.9,2.4,45,11.0,0.0,48.4,0.0,0.0,14.0,59,0.0,13.1,0.1,15.0,2.7,0.0,0.1,0.7,0,0.0,0.0,44,0.5,3.037,2.499,0.0,38.0,1097.3,4.9,44,0.0,99.7,311,2.415,0.0,0.0,59,56,94.9,11.0,8.3,97.2,0.1,0.9,0.687,35.4,47,14.0,0.0,0.0,4.9,1097.3,9.0,78.6,0.0,0.8,44,49,0.0,8.2,0.5,57,0.134,0.0,44,0.0,7.4,1.7,0.0,6.6,300.0,56,1.25,8.6,11.0,2.1,56,0.0,0.0,0.7,43,0.2,45,53.1,1396.6,4.1,98.6,0.0,0.717,45.0,3.922,16.561,5.0,0,29.0,4.6,12.8,0.5,51.1,21.6.2026,0.687,43,0.0,2,0.0,0,2.7,79.2,0.0,0.0,4.5,13.0,0.0,0.0,11.6,6.6,0.692,498.8,45,2.3,0.068,95.2,0.0,0.0,0,0.648,1596.1,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.707,0.6,0.687,0.682,546,11.0,16.0,0.6,1.7,107.3,0.69,42.4,1496.3,1.8,0.0
41,0.0,42.0,6251,21:18:2.010,20.4,0.0,0.0,4.236,1097.3,5.7,20.1,42,0.004,1.2,56,0.9,0.0,12.1,1434.0,284.7,43.5,1.6,0.0,11214,79.8,44,57,44,7.3,45,0.0,1979,43,3.865,33.9,0,0.5,12231,13.3,40,0.0,63.8,3.6,14.9,2094.9,0.0,60,0.726,0.0,16.2,2.0,56,0.0,1.148,21.3,0.1,0.3,5.7,20.4,1643,1.2,44,0.0,8464,40.8,2.4,45,11.0,0.0,46.7,0.0,0.0,14.0,59,0.0,5.4,0.0,14.0,8.8,0.0,0.3,0.6,0,0.0,0.0,44,1.3,2.643,0.82,0.0,75.8,1097.3,5.9,44,0.0,97.6,311,1.554,0.0,0.0,58,56,93.5,11.0,13.1,97.6,0.0,1.3,0.686,136.3,48,21.1,0.0,0.0,13.8,2194.6,0.5,66.3,3.6,2.5,44,48,0.0,4.9,1.4,57,0.101,0.0,44,0.0,11.0,3.5,0.0,5.4,300.0,56,1.875,4.4,22.0,0.5,56,0.0,0.0,1.0,43,0.2,45,65.3,1396.6,9.0,94.1,0.0,0.688,59.2,5.155,16.55,16.0,0,0.0,7.9,14.4,0.6,156.7,21.6.2026,0.714,43,0.0,2,0.0,0,1.9,79.1,0.0,0.0,14.3,21.0,0.0,0.0,0.0,5.4,0.718,1596.1,45,8.3,0.005,84.6,0.0,0.0,0,0.691,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.788,0.6,0.714,0.686,546,11.0,11.0,0.7,3.5,188.6,0.742,86.8,1396.6,0.8,0.5
40,0.0,42.0,6252,21:18:3.032,17.4,0.0,0.0,4.236,1097.3,3.5,0.4,42,0.006,0.1,56,0.0,0.0,10.9,1359.2,254.3,43.5,0.6,0.0,11214,87.5,44,57,44,5.9,45,0.0,1979,43,5.169,8.6,0,0.0,12232,15.0,44,0.0,74.2,0.8,37.4,1695.9,0.0,56,0.665,0.2,6.4,0.2,56,0.2,0.0,1.4,0.0,0.2,4.2,17.4,1643,0.0,44,1.1,8463,40.8,2.4,46,11.0,0.0,49.2,0.0,0.0,14.0,60,0.0,0.1,0.0,14.0,2.2,0.0,0.0,0.5,0,0.0,0.0,43,0.0,3.3,1.35,0.0,52.2,1695.9,1.1,46,0.0,99.4,311,2.043,0.0,0.0,58,56,98.4,17.0,13.8,99.5,0.1,0.5,0.734,104.0,46,17.6,0.0,0.0,4.4,1396.6,6.8,75.9,2.6,0.0,44,48,0.0,0.0,0.4,57,0.136,0.0,44,0.0,6.9,2.3,0.0,5.1,300.0,57,3.125,4.8,14.0,0.0,56,0.0,0.0,0.4,43,0.1,45,13.4,1396.6,6.4,96.0,0.0,0.69,39.9,3.385,16.541,12.0,0,10.7,8.5,13.6,0.5,38.9,21.6.2026,0.686,43,0.0,2,0.0,0,0.0,79.1,0.0,0.0,3.4,17.0,0.0,0.0,29.2,5.1,0.695,1197.1,45,5.0,0.0,95.9,0.0,0.0,0,0.656,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.685,0.9,0.666,0.734,546,11.0,11.0,0.4,2.3,203.3,0.703,62.5,1396.6,1.0,0.0
51,0.0,42.0,6280,21:18:4.036,18.4,0.0,0.0,4.236,1097.3,3.2,8.0,46,0.001,0.1,55,5.7,0.0,13.4,2593.7,326.8,43.2,0.0,0.0,11231,98.3,45,53,45,0.0,50,0.0,1979,43,3.523,0.4,0,2.1,12121,9.9,44,0.0,74.4,1.1,24.7,4189.8,0.0,56,1.029,0.1,7.2,0.1,55,0.0,17.427,1.4,0.0,0.4,0.5,25.7,1615,0.4,45,6.4,8574,41.4,2.4,45,11.0,0.0,49.7,0.0,0.0,45.0,49,0.0,3.3,0.0,45.0,2.2,0.0,0.2,0.5,0,0.0,0.0,52,5.9,2.055,1.095,0.0,49.8,997.6,1.7,45,0.0,99.8,311,1.237,0.0,0.0,54,55,98.2,10.0,10.9,99.2,0.0,1.5,1.046,11.2,46,20.1,0.0,0.0,2.5,1396.6,0.0,74.6,0.0,0.7,52,48,0.0,2.3,0.0,57,0.091,0.0,45,0.0,7.2,2.1,0.0,5.3,350.0,48,3.125,9.3,14.0,0.0,55,0.0,0.0,1.0,43,0.2,45,19.8,4489.0,0.0,99.9,0.0,1.041,50.1,4.381,16.532,39.0,0,0.6,7.9,26.0,0.6,40.0,21.6.2026,1.034,47,0.0,2,0.0,0,0.7,79.5,0.0,0.0,3.5,42.0,0.0,0.0,3.3,5.3,1.037,3890.5,45,1.0,0.004,96.1,0.0,3.9,0,0.981,1097.3,42.0,0.0,0.0,2992.7,0.0,0,0.0,1.044,0.5,1.009,1.041,546,30.0,11.0,0.4,2.1,188.0,1.051,58.8,4489.0,1.3,25.7
61,0.0,42.0,6339,21:18:5.037,37.0,0.0,0.0,4.236,1097.3,9.5,0.4,51,0.006,0.1,52,1.9,0.0,57.1,2107.3,1469.1,43.2,4.8,0.0,11236,84.5,48,49,48,14.8,61,0.0,1979,43,4.759,184.2,0,0.0,12071,56.3,46,0.0,53.3,0.4,28.8,1396.6,0.0,54,1.023,0.0,24.1,0.1,52,0.0,5.564,1.3,0.0,0.1,23.5,56.3,1556,0.0,48,0.0,8624,41.6,2.4,73,11.0,0.0,52.6,0.0,0.0,45.0,39,0.0,0.0,0.0,14.0,0.3,0.0,0.0,0.6,0,0.0,0.0,56,2.0,2.793,1.483,0.0,386.5,1097.3,0.6,73,0.0,99.9,311,1.699,0.0,0.0,49,52,99.3,11.0,56.4,100.0,0.0,0.3,1.031,608.7,47,37.2,0.0,0.0,0.0,1396.6,0.0,5.1,0.0,0.0,61,48,0.0,2.0,7.1,57,0.126,0.0,48,8.9,5.8,15.0,0.0,9.7,300.0,44,15.0,0.0,14.0,0.0,52,0.0,0.0,0.2,43,0.1,45,7.5,4489.0,0.0,95.0,0.0,1.037,22.2,15.841,16.524,39.0,0,0.0,91.4,21.1,0.5,4.3,21.6.2026,1.018,51,0.0,2,0.0,0,0.0,80.2,0.0,0.0,0.3,14.0,0.0,0.0,0.0,9.7,1.026,3890.5,45,14.8,0.022,99.5,0.0,12.8,0,0.983,2992.7,36.0,0.0,0.0,2992.7,0.0,0,0.0,1.023,0.5,1.023,1.021,546,30.0,30.0,0.6,15.0,2360.4,1.031,463.6,1396.6,0.0,6.2
51,0.0,42.0,6352,21:18:6.045,41.2,0.0,0.0,4.236,1097.3,10.2,9.0,50,0.0,0.1,54,0.1,0.0,63.4,2631.1,1633.4,43.2,5.5,0.0,11236,87.2,46,50,46,7.1,70,0.0,1979,43,16.306,194.3,0,2.4,12075,65.6,49,0.0,55.7,1.4,43.1,1396.6,0.0,51,1.057,0.2,23.6,0.1,54,0.4,0.016,2.2,0.0,0.4,7.4,65.6,1543,0.5,46,0.0,8619,41.6,2.4,68,11.0,0.0,50.5,0.0,0.0,45.0,49,0.0,0.0,0.0,45.0,2.1,0.0,0.2,0.5,0,0.0,0.0,70,0.3,3.033,12.752,0.0,406.7,1097.3,1.1,68,0.0,99.8,311,4.619,0.0,0.0,50,54,98.8,11.0,65.2,99.2,0.0,1.4,1.019,179.0,47,40.8,0.0,0.0,10.4,4489.0,0.0,4.8,5.8,0.0,70,49,0.0,0.4,7.8,57,0.128,0.0,46,4.3,5.3,15.9,0.0,11.6,350.0,30,18.125,0.0,45.0,0.0,54,0.0,0.0,1.0,43,0.2,46,25.0,4489.0,4.5,87.6,0.0,1.029,8.6,15.344,16.518,39.0,0,2.3,108.3,26.4,0.6,37.5,21.6.2026,1.017,50,0.0,2,0.0,0,0.7,80.4,0.0,0.0,2.8,14.0,0.0,0.0,0.0,11.6,1.029,3890.5,46,6.3,0.084,96.9,0.0,4.8,0,0.981,2892.9,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.03,0.5,1.022,1.012,546,11.0,29.0,0.4,15.9,2797.7,1.045,486.9,4489.0,1.5,7.7
55,0.0,42.0,6359,21:18:7.076,37.9,0.0,0.0,4.236,3092.4,9.9,3.2,47,0.007,0.1,53,0.0,0.0,59.1,2855.5,1524.1,43.2,4.2,0.0,11236,85.5,47,50,47,7.1,69,0.0,1979,43,15.336,152.3,0,0.0,12077,65.0,48,0.0,50.5,1.2,16.4,4289.5,0.0,52,1.023,0.1,22.0,0.1,53,0.0,0.0,1.2,0.0,0.1,9.6,65.0,1536,0.2,47,0.0,8618,41.6,2.4,67,31.0,0.0,51.5,0.0,0.0,45.0,45,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.6,0,0.0,0.0,61,0.0,3.134,11.653,0.0,392.6,2992.7,1.7,67,0.0,99.9,311,4.789,0.0,0.0,53,53,98.2,30.0,64.9,99.7,0.0,0.2,1.02,244.4,45,38.2,0.0,0.0,2.4,4389.3,0.0,6.9,2.2,0.0,61,49,0.0,3.2,5.9,57,0.151,0.0,47,12.2,7.6,15.3,0.0,10.1,300.0,39,13.125,0.0,44.0,1.5,53,0.0,0.0,0.1,43,0.0,45,21.8,4489.0,6.0,93.2,0.0,1.02,30.2,15.708,16.512,39.0,0,0.0,105.7,28.6,0.6,36.5,21.6.2026,1.028,50,0.0,2,0.0,0,0.2,80.5,0.0,0.0,2.4,43.0,0.0,0.0,0.0,10.1,1.031,3890.5,45,7.2,0.0,97.3,0.0,4.4,0,0.988,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.033,0.4,1.028,1.025,546,11.0,11.0,0.4,15.3,2725.6,1.071,470.7,1396.6,1.7,2.6
79,0.0,44.0,6367,21:18:8.064,38.4,0.0,0.0,4.236,1097.6,9.9,12.0,63,0.002,0.1,50,0.0,0.0,61.0,2245.1,1573.2,43.2,5.0,0.0,11236,91.0,50,46,50,7.8,79,0.0,1979,43,15.724,196.9,0,1.3,12079,62.4,42,0.0,55.8,0.6,27.7,1396.9,0.0,58,1.034,0.2,22.6,0.1,50,0.2,0.0,1.2,0.0,0.4,11.6,62.4,1527,0.7,50,0.0,8616,41.6,2.4,75,11.0,0.0,51.6,0.0,0.0,45.0,21,0.0,0.0,0.0,14.0,1.6,0.0,0.2,0.6,0,0.0,0.0,44,0.2,2.813,12.394,0.0,399.3,1097.6,0.9,75,0.0,99.9,311,4.527,0.0,0.0,37,50,99.0,11.0,62.3,98.9,0.0,1.3,1.024,296.3,45,38.9,0.0,0.0,2.1,4490.1,21.8,9.7,0.0,0.0,79,50,0.0,0.0,7.6,57,0.124,0.0,50,13.8,4.6,15.6,0.0,14.6,300.0,56,14.375,0.0,45.0,0.0,50,0.0,0.0,1.0,43,0.2,46,10.1,4490.1,0.0,94.8,0.0,1.024,14.0,16.03,16.504,39.0,0,36.5,103.4,22.5,0.5,28.7,21.6.2026,1.016,54,0.0,2,0.0,0,1.1,80.6,0.0,0.0,2.3,14.0,0.0,0.0,0.0,14.6,1.031,3891.4,46,8.0,0.007,97.4,0.0,3.8,0,0.991,2893.6,36.0,0.0,0.0,1097.6,0.0,0,0.0,1.034,1.0,1.039,1.016,546,11.0,29.0,0.4,15.6,2670.2,1.061,477.8,1396.9,0.0,4.8
56,0.0,44.0,6373,21:18:9.083,32.5,0.0,0.0,4.236,1097.3,11.7,1.5,52,0.006,0.1,52,6.9,0.0,46.9,2369.2,1180.8,43.2,9.4,0.0,11239,60.9,48,49,48,26.3,63,0.0,1986,43,16.129,386.2,0,0.0,12085,66.2,48,3.5,47.7,1.3,39.8,4389.3,0.0,52,0.966,0.3,28.3,0.1,52,0.1,2.674,1.3,0.0,0.1,36.0,66.2,1522,0.1,48,0.0,8610,41.6,2.4,72,11.0,0.0,50.3,0.0,0.0,43.0,44,0.0,0.0,0.0,14.0,2.4,0.0,11.8,0.7,0,0.0,0.0,60,18.8,3.04,12.548,0.0,434.5,1097.3,1.9,72,0.0,99.8,311,4.676,0.0,0.0,48,52,97.8,11.0,65.9,99.8,0.0,0.4,1.022,908.9,45,33.5,0.0,0.0,3.3,4489.0,0.0,0.0,0.0,1.3,60,50,0.0,0.0,15.0,57,0.145,0.0,48,0.8,6.5,17.1,0.0,11.7,350.0,40,17.5,0.0,45.0,0.0,52,0.0,0.0,0.3,43,0.1,45,22.3,4289.5,6.6,90.1,0.0,1.026,17.5,17.722,16.501,36.0,0,0.0,103.8,23.8,0.8,42.5,21.6.2026,1.022,51,0.0,2,0.0,0,0.1,80.7,0.0,0.0,3.6,44.0,0.0,0.0,0.0,11.7,1.021,3591.2,46,26.1,7.466,96.0,0.0,4.3,0,0.923,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.021,0.6,1.037,1.022,546,11.0,11.0,0.6,17.1,2668.1,1.048,521.2,1396.6,0.0,10.5
41,0.0,42.0,6256,21:18:10.085,28.0,0.0,0.0,4.236,1097.3,5.7,1.0,42,0.003,0.1,56,0.0,0.0,33.5,1222.0,853.3,43.2,2.0,0.0,11239,88.5,45,57,44,4.5,45,0.0,1986,42,17.856,80.4,0,0.3,12231,29.6,44,0.0,70.4,1.5,44.4,1296.8,0.0,56,0.668,0.2,9.8,0.2,56,0.1,0.0,1.5,0.1,0.5,5.1,29.6,1639,0.1,45,6.8,8464,40.8,2.4,45,11.0,0.0,50.8,0.0,0.0,14.0,59,0.0,4.1,0.1,14.0,1.3,0.0,0.3,0.5,0,0.0,0.0,41,0.3,2.939,14.388,0.0,189.1,1097.3,2.4,44,0.0,99.8,311,4.914,0.0,0.0,58,55,97.5,11.0,29.3,99.8,0.0,1.8,0.689,124.5,45,28.4,0.0,0.0,2.2,1296.8,21.0,51.1,0.0,0.0,45,50,0.0,2.7,3.2,57,0.137,0.0,44,3.3,4.1,7.5,0.0,8.0,350.0,59,1.25,12.4,13.0,6.1,55,0.0,0.0,1.2,42,0.3,45,27.0,1396.6,5.4,97.7,0.0,0.689,17.9,10.877,16.496,7.0,0,0.0,45.1,12.2,0.7,22.2,21.6.2026,0.687,43,0.0,2,0.0,0,0.1,79.2,0.0,0.0,1.9,13.0,0.0,0.0,7.5,8.0,0.681,698.3,45,4.3,0.01,97.8,0.0,8.5,0,0.623,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.666,0.7,0.668,0.689,546,11.0,11.0,0.4,7.5,1156.9,0.688,226.6,1396.6,1.9,0.0
