P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],Tensões de linhas GPU (avg) [V],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
63,0.0,42.0,6127,18:2:56.527,0.0,0.0,0.0,5.693,2892.9,9.9,21.5,55,0.003,0.2,52,0.0,0.0,0.7,3167.3,9.8,40.0,0.7,0.0,92.9,48,49,48,5.9,67,0.0,38,16.72,27.3,0,0.0,10072,61.1,46,0.0,56.4,0.6,23.1,0.0,4389.3,0.0,54,19.841,1.068,0.8,15.3,0.2,52,1.1,0.0,0.0,3.1,49.7,0.5,6.6,61.1,1768,1.2,48,0.0,11135,52.5,7.2,64,29.0,0.0,51.9,0.0,0.0,45.0,37,0.0,0.0,0.0,45.0,0.1,0.0,0.2,0.4,0,0.0,0.0,49,0.2,2.937,13.27,416.2,1097.3,0.5,64,0.0,99.7,962,4.601,0.0,0.0,45,52,99.4,11.0,60.6,98.3,0.0,0.0,1.031,169.3,41,0.4,0.0,0.0,0.0,2094.9,0.0,10.3,0.0,0.0,63,46,1.7,3.2,1.1,0.123,0.0,48,5.7,4.1,16.2,36.0,11.6,0.0,51,24.375,0.0,21.0,50.5,52,0.0,1.3,38,0.3,46,9.7,4489.0,1.4,99.2,0.0,1.031,16.5,16.524,39.0,2,17.7,101.2,31.8,2120.5,1.6,21.6.2026,1.051,51,0.0,0.0,626,1.6,77.6,0.0,82.7,0.1,44.0,0.0,0.0,11.6,1.049,3890.5,45,4.7,0.002,99.8,300.0,12.2,0,0.986,2992.7,0.0,0.0,0.0,2892.9,0.0,0,0.0,1.068,0.6,1.041,1.046,0,29.0,30.0,0.4,16.2,2630.2,1.056,497.0,4489.0,0.0,0.4
50,0.0,42.0,6125,18:2:57.541,32.5,0.0,0.0,5.693,2992.7,9.7,0.4,47,0.009,0.1,55,0.3,0.0,0.6,3429.1,7.7,40.0,0.6,0.0,93.1,46,53,45,4.2,50,0.0,37,16.556,12.7,0,0.2,10074,71.7,48,0.0,57.5,0.3,37.6,0.0,3192.2,0.0,52,19.841,1.028,0.3,18.5,0.1,54,0.1,0.0,0.201,1.4,37.8,0.1,8.1,71.7,1769,0.0,46,0.0,11133,52.4,7.2,56,30.0,0.0,52.8,0.0,0.0,42.0,50,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.4,0,0.0,0.0,50,0.3,3.111,12.891,415.4,2992.7,0.3,56,0.0,99.9,962,4.6,0.0,0.0,53,54,99.7,30.0,71.6,100.0,0.0,0.0,1.027,208.3,42,0.3,0.0,0.0,0.2,4389.3,0.2,0.0,0.0,0.2,50,46,0.4,0.0,0.5,0.158,0.0,46,13.5,3.0,16.1,36.0,12.9,0.0,50,23.75,0.0,44.0,36.6,54,0.0,0.3,37,0.1,45,5.4,4189.8,0.6,99.3,0.0,1.022,4.7,16.247,38.0,2,0.0,121.8,34.4,1590.1,0.5,21.6.2026,0.962,47,0.0,0.0,626,0.0,77.5,0.0,61.8,0.0,32.0,0.0,0.0,12.9,1.026,3790.7,45,5.5,0.0,100.0,300.0,9.5,0,0.961,3092.4,0.0,0.0,0.0,2094.9,0.0,0,0.0,1.013,0.5,1.048,1.027,0,21.0,31.0,0.4,16.1,3156.7,1.084,498.3,4489.0,6.0,3.6
68,0.0,42.0,6156,18:2:58.571,0.0,0.0,0.0,5.693,3092.4,10.1,1.3,55,0.002,0.1,52,2.7,0.0,0.6,2294.4,7.3,40.0,0.7,0.0,92.8,48,49,48,3.9,65,0.0,38,16.34,22.1,0,0.1,10042,77.8,45,0.0,57.3,0.2,37.3,0.0,1396.6,0.0,55,19.841,1.035,0.2,18.4,0.1,52,0.1,0.0,6.433,1.5,37.7,0.5,5.1,77.8,1738,0.1,48,0.0,11165,52.6,7.2,69,31.0,0.0,52.1,0.0,0.0,14.0,32,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.6,0,0.0,0.0,48,2.7,2.997,12.84,430.1,1097.3,0.2,69,0.0,99.9,962,4.652,0.0,0.0,45,52,99.7,11.0,78.0,99.9,0.0,0.0,1.033,124.6,41,0.3,0.0,0.0,0.1,4189.8,0.1,0.0,0.0,0.2,68,46,1.6,0.3,0.9,0.12,0.0,48,14.6,3.0,16.7,36.0,10.0,0.0,52,16.875,0.0,42.0,37.2,52,0.0,1.2,38,0.3,45,3.4,1396.6,2.0,99.2,0.0,1.033,3.4,16.304,39.0,2,0.1,132.4,23.0,1570.0,0.4,21.6.2026,1.017,51,0.0,0.0,619,0.1,77.9,0.0,60.9,0.0,14.0,0.0,0.0,10.0,1.018,3890.5,45,3.8,0.004,100.0,300.0,3.1,0,0.986,1995.1,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.04,0.7,0.912,1.037,0,11.0,20.0,0.4,16.7,3428.7,1.034,515.8,4090.0,0.0,0.0
68,0.0,42.0,6160,18:2:59.572,10.0,0.0,0.0,5.693,2892.9,9.8,2.6,55,0.009,0.2,52,0.0,0.0,0.5,3341.8,5.9,40.0,0.3,0.0,91.1,48,49,48,6.6,68,0.0,37,16.231,9.0,0,0.2,10010,74.1,45,0.0,59.2,0.4,44.2,0.0,4090.0,0.0,55,19.841,1.018,0.2,18.9,0.1,52,0.2,0.0,0.0,2.6,36.0,0.1,10.2,74.1,1735,0.2,48,0.0,11197,52.7,7.2,64,29.0,0.0,51.2,0.0,0.0,45.0,32,0.0,0.0,0.0,21.0,0.0,0.0,0.7,0.5,0,0.0,0.0,48,0.7,3.277,12.384,419.0,2892.9,0.6,64,0.0,99.8,962,4.838,0.0,0.0,45,52,99.3,29.0,74.0,99.8,0.0,0.0,1.065,261.6,42,0.3,0.0,0.0,0.2,4489.0,0.2,1.8,0.0,0.3,68,46,0.4,0.7,0.4,0.163,0.0,48,5.9,3.3,16.2,36.0,10.9,0.0,52,22.5,0.0,45.0,35.7,52,0.0,0.4,37,0.1,45,7.4,4489.0,1.2,99.7,0.0,1.04,6.6,15.729,39.0,2,0.2,126.1,33.5,1462.6,0.6,21.6.2026,1.04,51,0.0,0.0,619,0.1,78.0,0.0,56.9,0.0,41.0,0.0,0.0,10.9,1.042,3890.5,46,6.5,0.123,99.9,300.0,4.9,0,0.988,2892.9,0.0,0.0,0.0,2892.9,0.0,0,0.0,1.053,0.5,1.038,1.04,0,29.0,29.0,0.4,16.2,3273.7,1.044,502.2,2094.9,1.8,0.4
43,0.0,42.0,6108,18:3:0.572,24.8,0.0,0.0,5.693,1895.4,11.2,85.5,44,0.004,4.6,54,0.2,0.0,0.4,1858.0,5.5,40.0,1.7,0.0,89.0,46,55,46,6.9,46,0.0,37,15.667,32.5,0,0.0,10097,57.0,44,0.0,54.5,4.6,26.3,0.0,1895.4,0.0,56,19.841,0.693,0.1,22.6,6.8,54,0.0,0.0,0.111,83.6,48.3,0.5,8.6,57.0,1787,4.7,46,0.0,11110,52.3,7.2,47,19.0,0.0,50.3,0.0,0.0,19.0,57,0.0,0.0,0.0,19.0,0.1,0.0,0.3,0.7,0,0.0,0.0,44,0.5,2.956,12.204,407.5,1895.4,6.6,47,0.0,93.0,962,4.699,0.0,0.0,56,54,92.9,19.0,56.7,92.5,0.0,0.0,0.738,214.5,42,0.2,0.0,0.0,0.0,1795.6,0.0,6.6,1.2,6.8,46,46,1.5,8.1,1.4,0.121,0.0,46,11.4,4.4,16.2,36.0,13.5,0.0,56,5.625,0.0,18.0,48.0,54,0.0,1.2,37,0.3,45,82.9,1895.4,2.4,96.2,0.0,0.738,8.8,16.313,13.0,2,0.0,93.7,18.6,1971.4,1.3,21.6.2026,0.749,45,0.0,0.0,619,7.3,77.3,0.0,76.4,0.1,19.0,0.0,0.0,13.5,0.73,1296.8,46,6.9,0.108,99.8,300.0,13.0,0,0.666,1795.6,0.0,0.0,0.0,1795.6,0.0,0,0.0,0.703,0.6,0.699,0.749,0,18.0,18.0,0.5,16.2,2411.3,0.771,472.1,1895.4,8.7,1.6
41,0.0,42.0,6102,18:3:1.569,0.9,0.0,0.0,5.693,1197.1,3.3,4.2,42,0.005,0.2,57,0.0,0.0,0.5,1122.3,6.9,39.8,3.3,0.0,90.1,43,58,43,6.4,45,0.0,37,16.008,72.2,0,0.0,10104,11.7,41,0.0,78.0,3.0,56.4,0.0,997.6,0.0,59,19.841,0.658,0.1,8.0,0.3,57,0.1,0.0,0.0,3.9,14.6,0.5,6.9,11.9,1793,0.3,44,9.1,11103,52.3,7.2,45,12.0,0.0,49.7,0.0,0.0,11.0,59,0.0,3.8,0.1,11.0,0.0,0.0,0.0,0.9,0,0.0,0.0,42,0.0,3.297,12.153,57.4,1197.1,2.5,44,0.0,99.6,962,4.616,0.0,0.0,58,56,96.9,12.0,11.7,99.6,0.0,0.0,0.693,151.6,41,0.6,0.0,0.0,0.0,997.6,0.0,74.6,4.2,0.0,44,46,1.6,0.0,3.4,0.173,0.0,43,0.0,4.8,2.6,36.0,2.9,0.0,58,3.75,24.6,10.0,11.9,57,0.0,1.2,37,0.3,45,43.1,1097.3,2.0,91.1,0.0,0.693,24.2,5.012,4.0,2,0.0,9.2,11.2,189.7,0.5,21.6.2026,0.693,42,0.0,0.0,619,0.4,77.2,0.0,7.9,0.0,10.0,0.0,0.0,2.9,0.674,399.0,45,6.0,0.0,99.9,300.0,1.4,0,0.613,1197.1,0.0,0.0,0.0,1197.1,0.0,0,0.0,0.653,0.5,0.658,0.693,0,12.0,12.0,0.5,2.6,215.1,0.655,68.1,1097.3,0.0,3.6
41,0.0,42.0,6075,18:3:2.583,0.0,0.0,0.0,5.693,1795.6,3.7,10.6,42,0.007,0.1,57,0.2,0.0,0.2,1633.5,5.5,40.0,6.6,0.0,60.3,43,57,43,14.3,45,0.0,38,4.94,144.9,0,0.0,10131,20.4,44,4.1,69.7,0.0,99.4,0.0,1795.6,0.0,56,19.841,0.699,0.1,39.4,0.2,57,0.1,0.0,0.099,2.2,0.0,0.5,11.7,20.4,1820,0.6,43,0.1,11076,52.2,7.2,45,18.0,0.0,50.3,0.0,0.0,18.0,59,0.0,6.5,0.0,18.0,0.0,0.0,0.3,0.6,0,0.0,0.0,42,0.5,2.834,1.635,58.2,1795.6,0.0,44,0.0,99.7,962,1.837,0.0,0.0,58,57,99.9,18.0,21.6,98.8,0.0,0.0,0.748,249.4,42,0.3,0.0,0.0,1.0,1197.1,9.2,33.5,5.5,0.0,44,46,1.8,11.7,6.7,0.138,0.0,43,0.0,7.6,2.6,36.0,5.8,0.0,58,3.125,14.3,12.0,0.9,57,0.0,1.3,38,0.3,45,0.4,1795.6,16.1,85.6,0.0,0.753,0.0,5.235,5.0,2,0.0,12.0,16.4,0.4,0.5,21.6.2026,0.749,43,0.0,0.0,619,1.0,76.9,0.0,0.0,0.0,18.0,0.0,0.0,5.8,0.72,498.8,45,14.9,0.164,99.9,300.0,0.0,0,0.618,1795.6,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.699,0.6,0.694,0.748,0,11.0,18.0,0.5,2.6,282.5,0.667,68.5,1795.6,6.2,6.0
39,0.0,42.0,6074,18:3:3.579,4.6,0.0,0.0,5.693,1197.1,3.4,32.3,42,0.009,0.4,57,1.2,0.0,2.1,1172.1,54.3,39.8,2.5,0.0,73.5,43,58,43,13.4,45,0.0,37,5.236,29.8,0,21.6,10128,20.0,43,0.0,79.2,0.0,97.7,0.0,1097.3,0.0,57,19.841,0.663,0.1,23.4,0.6,57,0.4,0.0,1.074,6.9,0.0,0.2,6.9,21.6,1821,1.8,43,1.6,11079,52.2,7.2,45,12.0,0.0,49.5,0.0,0.0,12.0,61,0.0,12.5,0.0,11.0,0.0,0.0,0.7,0.5,0,0.0,0.0,42,1.8,3.143,1.582,47.2,1296.8,0.0,44,0.0,99.3,962,2.024,0.0,0.0,58,57,100.0,13.0,19.7,96.7,0.0,0.0,0.696,178.7,42,2.1,0.0,0.0,1.1,897.8,4.0,51.6,2.2,1.7,43,45,0.6,1.1,1.3,0.14,0.0,43,0.0,4.6,1.9,36.0,6.5,0.0,58,3.125,22.5,9.0,1.1,57,0.0,0.5,37,0.1,45,0.4,1197.1,11.0,94.0,0.0,0.697,0.0,4.328,4.0,2,0.0,10.7,11.8,0.5,0.6,21.6.2026,0.691,42,0.0,0.0,619,3.0,76.9,0.0,0.0,0.1,11.0,0.0,0.0,6.5,0.681,399.0,45,12.7,0.474,99.9,300.0,0.0,0,0.636,1296.8,0.0,0.0,0.0,1296.8,0.0,0,0.0,0.659,0.4,0.663,0.696,0,13.0,13.0,0.4,1.9,261.8,0.681,52.7,1097.3,5.5,3.5
40,0.1,42.0,6073,18:3:4.591,0.0,0.0,0.0,5.693,1097.3,4.0,14.0,43,0.003,0.7,57,0.2,0.0,1.0,1097.3,26.3,39.8,5.5,0.0,43.1,43,58,43,16.6,45,0.0,37,4.42,103.6,0,0.5,10129,18.4,43,0.0,70.4,0.0,98.3,0.0,997.6,0.0,57,19.841,0.663,3.4,23.1,1.2,57,1.5,0.0,0.081,12.8,0.1,0.5,12.1,23.0,1821,0.8,43,1.4,11078,52.2,7.2,45,11.0,0.0,49.2,0.0,0.0,11.0,60,0.0,4.8,0.0,11.0,1.8,0.0,0.0,0.5,0,0.0,0.0,42,0.2,2.887,1.095,62.7,1197.1,0.1,43,0.0,98.7,962,1.794,0.0,0.0,57,57,99.9,12.0,18.6,98.3,0.1,0.0,0.693,265.1,42,1.4,0.0,0.0,1.8,897.8,6.3,52.7,4.3,1.6,43,45,1.7,0.0,4.7,0.116,0.0,43,0.0,7.8,2.8,42.0,6.3,0.0,58,3.125,11.8,9.0,0.0,57,0.0,1.1,37,0.3,45,0.7,1097.3,34.8,87.8,0.0,0.698,0.0,5.373,4.0,2,23.0,12.5,11.0,1.0,31.7,21.6.2026,0.681,42,0.0,0.0,619,1.4,76.9,0.0,0.0,2.9,10.0,0.0,0.0,6.3,0.677,399.0,45,17.0,0.0,96.9,350.0,0.0,0,0.613,1296.8,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.653,0.6,0.652,0.693,0,11.0,13.0,0.7,2.8,295.8,0.68,72.6,1097.3,1.9,5.8
63,0.0,42.0,6177,18:3:5.584,3.0,0.0,0.0,5.693,2992.7,4.2,23.8,53,0.007,0.6,54,2.6,0.0,0.9,3416.6,22.7,39.8,8.2,0.0,73.3,46,52,46,15.1,61,0.0,38,5.258,283.3,0,0.0,9636,19.9,43,0.0,72.4,0.0,98.6,0.0,4189.8,0.0,57,19.841,0.997,0.0,37.5,0.9,54,0.0,0.0,9.821,9.8,0.0,0.2,14.6,19.9,1718,1.3,46,3.9,11571,54.5,7.2,59,30.0,0.0,50.0,0.0,0.0,45.0,37,0.0,7.0,0.0,43.0,0.1,0.0,0.0,0.5,0,0.0,1.4,45,2.6,3.112,1.648,100.7,2992.7,0.0,59,0.0,99.0,962,1.958,0.0,0.0,47,54,99.9,30.0,21.3,97.5,0.0,0.0,0.996,334.6,42,1.0,0.0,0.0,0.0,4389.3,0.0,33.7,4.9,0.0,63,45,0.7,0.6,11.9,0.14,0.0,46,0.0,6.1,4.3,36.0,3.8,0.0,55,28.75,15.5,44.0,0.0,54,0.0,0.5,38,0.1,45,0.4,4489.0,6.5,84.0,0.0,1.006,0.0,5.446,39.0,2,0.0,21.6,34.2,0.5,1.2,21.6.2026,1.001,48,0.0,0.0,619,2.2,78.2,0.0,0.0,0.1,42.0,0.0,0.0,3.8,1.021,3890.5,45,16.0,0.005,99.8,300.0,2.5,0,0.986,2892.9,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.052,0.5,1.042,1.001,0,11.0,29.0,0.6,4.3,530.5,1.073,117.5,4289.5,0.0,7.3
72,0.0,42.0,6445,18:3:6.585,7.4,0.0,0.0,5.693,3092.4,11.0,11.5,57,0.003,0.5,51,0.5,0.0,12.2,3653.6,294.0,39.8,14.6,0.0,55.7,49,48,49,32.4,70,0.0,37,5.87,610.1,0,25.5,9607,76.4,45,7.9,56.8,0.0,90.2,0.0,4189.8,0.0,55,19.841,1.063,0.1,13.9,0.3,51,0.0,0.0,0.092,8.7,0.0,0.5,50.1,76.4,1449,0.7,49,0.0,11600,54.6,7.2,69,31.0,0.0,51.6,0.0,0.0,45.0,28,0.0,0.0,0.0,43.0,0.4,0.0,0.0,0.8,0,0.0,5.0,44,0.5,2.882,2.498,459.3,3092.4,0.0,69,0.0,99.6,962,2.113,0.0,0.0,43,51,100.0,31.0,76.4,99.2,0.0,0.0,1.062,1276.2,42,7.1,0.0,0.0,26.5,4090.0,24.6,6.3,4.2,0.6,72,45,1.6,0.3,23.9,0.126,0.0,49,0.0,2.6,18.0,36.0,19.7,0.0,56,25.625,0.0,41.0,0.3,51,0.0,1.2,37,0.3,45,0.5,4489.0,0.9,75.2,0.0,1.062,1.7,18.789,39.0,2,25.5,127.7,36.6,0.6,6.3,21.6.2026,1.068,52,0.0,0.0,619,0.7,81.6,0.0,0.0,0.2,42.0,0.0,0.0,19.7,1.064,3890.5,45,32.3,0.007,99.8,300.0,1.6,0,0.988,2892.9,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.038,0.5,1.078,1.068,0,31.0,29.0,0.5,18.0,3301.8,1.072,549.1,4289.5,2.5,14.8
40,0.0,42.0,6071,18:3:7.577,7.3,0.0,0.0,5.693,1296.8,5.3,13.2,42,0.008,0.5,57,0.2,0.0,11.5,1209.5,274.8,39.8,4.6,0.0,44.0,43,57,43,23.5,45,0.0,38,18.678,105.9,0,0.6,10130,26.4,43,2.1,64.7,0.0,91.7,0.0,997.6,0.0,57,19.841,0.659,0.0,34.3,0.7,57,0.0,0.0,0.064,8.6,0.0,0.4,23.6,26.4,1824,0.8,43,0.2,11077,52.2,7.2,45,13.0,0.0,50.7,0.0,0.0,12.0,60,0.0,2.1,0.0,12.0,0.0,0.0,0.2,0.4,0,0.0,0.0,44,0.4,3.447,14.586,146.1,1296.8,0.0,43,0.0,99.2,962,5.441,0.0,0.0,58,57,99.9,13.0,26.5,98.6,0.1,0.0,0.707,566.5,42,7.1,0.0,0.0,0.5,897.8,0.0,29.1,0.0,1.2,44,45,1.6,0.5,4.3,0.26,0.0,43,0.0,7.5,6.0,42.0,5.5,0.0,56,3.125,10.8,9.0,0.5,57,0.0,1.0,38,0.3,45,0.4,1197.1,24.9,94.0,0.0,0.708,0.4,9.692,4.0,2,0.0,30.8,12.1,0.4,0.4,21.6.2026,0.699,43,0.0,0.0,619,1.2,76.8,0.0,0.0,0.0,10.0,0.0,0.0,5.5,0.68,399.0,45,23.5,0.004,99.9,350.0,5.8,0,0.613,1396.6,0.0,0.0,0.0,1396.6,0.0,0,0.0,0.654,0.7,0.659,0.697,0,14.0,14.0,0.4,6.0,781.4,0.656,173.1,1197.1,0.2,5.1
41,0.0,42.0,6071,18:3:8.606,0.6,0.0,0.0,5.693,1197.1,3.6,47.6,41,0.006,0.2,57,0.2,0.0,4.3,1159.7,91.1,39.8,2.9,0.0,58.1,43,58,43,13.7,45,0.0,37,9.489,52.2,0,0.4,10130,15.8,39,0.0,71.1,0.0,95.1,0.0,1097.3,0.0,61,19.841,0.657,0.0,37.2,0.3,57,0.0,0.0,0.064,3.0,0.0,0.5,11.6,15.8,1824,2.6,43,4.4,11076,52.2,7.2,45,12.0,0.0,49.3,0.0,0.0,12.0,59,0.0,1.7,0.1,11.0,0.0,0.0,0.0,0.6,0,0.0,0.0,44,0.2,3.172,5.783,55.8,1197.1,0.0,43,0.0,99.6,962,2.757,0.0,0.0,59,57,99.9,12.0,17.4,95.2,0.1,0.0,0.698,257.3,42,2.9,0.0,0.0,0.4,897.8,0.0,39.9,5.0,0.7,44,45,1.6,0.4,2.2,0.162,0.0,43,0.0,8.2,2.5,42.0,3.4,0.0,56,3.125,14.7,9.0,0.4,57,0.0,1.1,37,0.3,45,0.5,1197.1,22.0,91.3,0.0,0.698,1.2,4.875,4.0,2,4.8,9.0,11.6,0.4,0.5,21.6.2026,0.69,42,0.0,0.0,619,4.5,76.8,0.0,0.0,0.0,11.0,0.0,0.0,3.4,0.676,399.0,45,15.0,0.012,99.9,350.0,0.0,0,0.613,1296.8,0.0,0.0,0.0,1296.8,0.0,0,0.0,0.658,0.5,0.657,0.69,0,13.0,13.0,0.4,2.5,215.1,0.657,61.8,1097.3,1.9,1.7
